id,entry,patent_id,name,location,description,date
1,"206 172. Kaufmann, Ludwig, Schwabhausen, Baden. Vormaischapparat; Zus. z. Pat. 199558. 29/3 08. — A 641.",206172,"Kaufmann, Ludwig","Schwabhausen, Baden",Vormaischapparat,29/3 08
2,"206 399. Breddin, Heinrich, Kalau. Gärungs-Saccharometer. 1/4 08. — A 641.",206399,"Breddin, Heinrich",Kalau,Gärungs-Saccharometer.,1/4 08
3,"206 400(†). Franke, Otto, Berlin, Schonen'schestr. 1. Verfahren zur Herstellung säuerlich schmeckender, insbesondere milchsaurer Biere; Zus. z. Pat. 180726. 1/4 08. — A 641.",206400,"Franke, Otto","Berlin, Schonen'schestr. 1","Verfahren zur Herstellung säuerlich schmeckender, insbesondere milchsaurer Biere",1/4 08
4,"206 875. Maschinenbau-Anstalt Humboldt, Kalk b/Cöln. Treber-Auslaugmaschine. 24/1 07. — A 759.",206875,Maschinenbau-Anstalt Humboldt,Kalk b/Cöln,Treber-Auslaugmaschine.,24/1 07
5,"206 876. Dietsche, Gebr., Waldshut a/Rh. Abläutervorrichtung mit Wärmekammer um den Läuterbottich. 8/10 07. — A 760.",206876,"Dietsche, Gebr.",Waldshut a/Rh,Abläutervorrichtung mit Wärmekammer um den Läuterbottich.,8/10 07
6,"207 167. Guillaume, Emile, Paris; Vertr.: A. Loll, Pat.-Anw., Berlin S.W. 48. Verfahren zum selbsttätigen Regeln des Austritts des Vorlaufs oder anderer Kondensationsprodukte aus Destillations- und Rektifikationsapparaten. 27/11 07. — A 822. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 20/3 83 14/12 00 die Priorität auf Grund der Anmeldung in Frankreich vom 19/4 06 anerkannt.",207167,"Guillaume, Emile",Paris,Verfahren zum selbsttätigen Regeln des Austritts des Vorlaufs oder anderer Kondensationsprodukte aus Destillations- und Rektifikationsapparaten.,27/11 07
7,"207 222. Dufour, Henri, Montigny-en-Ostrevent, Nord, Frkr.; Vertr.: E. W. Hopkins u. K. Osius, Pat.-Anwälte, Berlin S.W. 11. Apparat zur Regelung des Abläuterns von Bierwürze. 26/2 08. — A 822.",207222,"Dufour, Henri","Montigny-en-Ostrevent, Nord, Frkr.",Apparat zur Regelung des Abläuterns von Bierwürze.,26/2 08
8,"207 477. Herbst, Friedrich, Schöneberg, Erdmannstr. 2. Befestigungsweise für die Zwischenböden in Maischkolonnen. 20/5 08. — A 878.",207477,"Herbst, Friedrich","Schöneberg, Erdmannstr. 2",Befestigungsweise für die Zwischenböden in Maischkolonnen.,20/5 08
9,"207 543. Lux, Johann, Wien; Vertr.: Dr B. Alexander-Katz, Pat.-Anw., Berlin S.W. 68. Apparat zum Naßschroten von gewaschenem und geweichtem Malz. 23/9 06. — A 929.",207543,"Lux, Johann",Wien,Apparat zum Naßschroten von gewaschenem und geweichtem Malz.,23/9 06
10,"208 027. Aktiebolaget Tourbière Company Limited, Karlavägen b/Stockholm; Vertr.: A. Specht, Pat.-Anw., Hamburg 1. Verfahren zum Vergären von aus Torf oder ähnlichen pflanzlichen Stoffen bereiteten Maischen. 16/12 06. — A 1032.",208027,Aktiebolaget Tourbière Company Limited,Karlavägen b/Stockholm,Verfahren zum Vergären von aus Torf oder ähnlichen pflanzlichen Stoffen bereiteten Maischen.,16/12 06
