id,entry,patent_id,name,location,description,date
1,"(†) 102377. Pulver, A. J., Milan, V. St. A.; Vertr.: Dr S. Hamburger, Berlin, Leipzigerstr. 19. Feuerungsrost. 6/4 98. — A 466.",102377,"Pulver, A. J.","Milan, V. St. A.",Feuerungsrost.,6/4 98.
2,"102378. Meurer, O., Köln. Verfahren, flüssige Kohlenwasserstoffe, Petroleumrückstände, Theer, Naphta u. s. w. zu verbrennen. 5/5 98. — A 449.",102378,"Meurer, O.",Köln,"Verfahren, flüssige Kohlenwasserstoffe, Petroleumrückstände, Theer, Naphta u. s. w. zu verbrennen.",5/5 98.
3,"102379. Wezel, J, Leipzig, Dresdenerstr. 17. Luftabschließender Brennstoffbeschicker für Feuerungen. 25/6 98. — A 486.",102379,"Wezel, J","Leipzig, Dresdenerstr. 17.",Luftabschließender Brennstoffbeschicker für Feuerungen.,25/6 98.
4,"102380. Humphrey, Ch., Almoud, V. St. A.; Vertr.: M. J. Hahlo, Berlin, Luisenstr. 39. Sauggebläse zum Abführen von Rauch und Abdampf. 20/7 98. — A 466.",102380,"Humphrey, Ch.","Almoud, V. St. A.",Sauggebläse zum Abführen von Rauch und Abdampf.,20/7 98.
5,"102381. Wegener, C., Berlin, Gitschinerstr. 14/15. Verbrennungsofen für Müll u. dgl.; Zus. z. Pat. 90797. 25/8 98. — A 467.",102381,"Wegener, C.","Berlin, Gitschinerstr. 14/15.",Verbrennungsofen für Müll u. dgl.,25/8 98.
6,"102406. Firley, A., Eperjes, Ung.; Vertr.: H. Pataky u. W. Pataky, Berlin, Luisenstr. 25. Selbstthätige Zugregelung für Feuerungen. 7/7 98. — A 449.",102406,"Firley, A.","Eperjes, Ung.",Selbstthätige Zugregelung für Feuerungen.,7/7 98.
7,"102651. Industrie-Aktiengesellschaft Lichtenberg, Berlin. Feuerungsanlage. 23/3 97. — A 467.",102651,Industrie-Aktiengesellschaft Lichtenberg,Berlin,Feuerungsanlage.,23/3 97.
8,"102652. Russell, W. M., u. T. Asencio, New-York; Vertr.: A. Baermann, Berlin, Karlstr. 40. Kohlenstaubfeuerung. 31/8 98. — A 522.",102652,"Russell, W. M., u. T. Asencio",New-York,Kohlenstaubfeuerung.,31/8 98.
9,"(†) 102677. Wegmann-Hauser, A., Enge-Zürich; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Berlin, Hindersinstr. 3. Beschickungs-Vorrichtung. 31/7 97. — A 536.",102677,"Wegmann-Hauser, A.",Enge-Zürich,Beschickungs-Vorrichtung.,31/7 97.
10,"102678. Gasch, H., Friedenshütte b/Morgenroth, O/S. Rostfeuerung. 4/1 98. — A 449.",102678,"Gasch, H.","Friedenshütte b/Morgenroth, O/S.",Rostfeuerung.,4/1 98.
11,"102679. Bechem, A., i/F. Bechem & Post, Hagen i/W. Zugregler. 13/5 98. — A 467.",102679,"Bechem, A., i/F. Bechem & Post",Hagen i/W.,Zugregler.,13/5 98.
12,"102762. Epstein, G. J., Berlin, Spandauerstr. 11. Hohler, mit seitlichen Dampfausströmungsöffnungen versehener Rost. 18/6 97. — A 467.",102762,"Epstein, G. J.","Berlin, Spandauerstr. 11.","Hohler, mit seitlichen Dampfausströmungsöffnungen versehener Rost.",18/6 97.
13,"102763. Hilmers, L., Altona, Schauenburgerstr. 110. Stehrost zur Luftzuführung bei Füllschächten u. s. w. 1/3 98. — A 467.",102763,"Hilmers, L.","Altona, Schauenburgerstr. 110.",Stehrost zur Luftzuführung bei Füllschächten u. s. w.,1/3 98.
14,"102901. Groll, Ch., Roubaix; Vertr.: E. Franke, Berlin, Luisenstr. 31. Feuerung; 2. Zus. z. Pat. 94818. 29/3 98. — A 467.",102901,"Groll, Ch.",Roubaix,Feuerung,29/3 98.
15,"102970. Thornycroft, J. J., Chiswick, Engl.; Vertr.: C. Fehlert u. G. Loubier, Berlin, Dorotheenstr. 32. Feuerung für Wasserröhrenkessel. 5/11 97. — A 536.",102970,"Thornycroft, J. J.","Chiswick, Engl.",Feuerung für Wasserröhrenkessel.,5/11 97.
16,"103068. Adler, L., u. Firma S. J. Arnheim, Berlin, Badstr. 40/41. Verfahren, Abfallstoffe unschädlich zu machen. 20/10 98. — A 594.",103068,"Adler, L., u. Firma S. J. Arnheim","Berlin, Badstr. 40/41.","Verfahren, Abfallstoffe unschädlich zu machen.",20/10 98.
