id,entry,patent_id,name,location,description,date
1,"266 533. Krupp, Fried., Akt.-Ges., Essen, Ruhr. Ofen mit Regenerativfeuerung, der durch Gase von geringem Heizwert beheizt wird. 9/12 11. — 2430.",266533,"Krupp, Fried., Akt.-Ges.","Essen, Ruhr","Ofen mit Regenerativfeuerung, der durch Gase von geringem Heizwert beheizt wird.",9/12 11.
2,"267 090. Eickworth & Sturm G. m. b. H., Dortmund. Wärmeofen. 23/7 12. — E 2544.",267090,Eickworth & Sturm G. m. b. H.,Dortmund,Wärmeofen.,23/7 12.
3,"267 141. Trippensee, Albert, Grünstadt, Pfalz. Rekuperator mit in der Längsrichtung laufenden Rauchkanälen und in der Querrichtung darüber liegenden Luftkanälen. 28/2 12. — T 2544.",267141,"Trippensee, Albert","Grünstadt, Pfalz",Rekuperator mit in der Längsrichtung laufenden Rauchkanälen und in der Querrichtung darüber liegenden Luftkanälen.,28/2 12.
4,"268 697. Poetter G. m. b. H., Düsseldorf. Stoßofen für Hochofengasfeuerung. 15/8 11.",268697,Poetter G. m. b. H.,Düsseldorf,Stoßofen für Hochofengasfeuerung.,15/8 11.
5,"269 164. Hoeller, Wilhelm, Obercassel b/Bonn. Düse mit Spreizfläche zur Mischung von Gas und Luft für Gasfeuerungen. 28/12 11.",269164,"Hoeller, Wilhelm",Obercassel b/Bonn,Düse mit Spreizfläche zur Mischung von Gas und Luft für Gasfeuerungen.,28/12 11.
6,254 589 A 78.,254589,NaN,NaN,NaN,NaN
7,"256 197. Fried, Aloys, Barmen u. Maschinenbau-Anstalt Humboldt Akt.-Ges., Cöln-Kalk. Müllverbrennungsofen. 13/6 07. — F 405.",256197,"Fried, Aloys; Maschinenbau-Anstalt Humboldt Akt.-Ges.",Barmen; Cöln-Kalk,Müllverbrennungsofen.,13/6 07.
8,"256 404. Müllverbrennungsgesellschaft m. b. H. Vesuvio, München. Entschlackungsmaschine für Müllverbrennungsöfen mit Vorrichtung zum Festhalten des Schlackenkuchens und zum Abstreifen von Schlackenstücken. 7/9 11. — M 453.",256404,Müllverbrennungsgesellschaft m. b. H. Vesuvio,München,Entschlackungsmaschine für Müllverbrennungsöfen mit Vorrichtung zum Festhalten des Schlackenkuchens und zum Abstreifen von Schlackenstücken.,7/9 11.
9,"256 566. Gemeinde Wien, städtisches Elektrizitätswerk, Wien; Vertr.: C. Gronert u. W. Zimmermann, Pat.-Anwälte, Berlin S.W. 61. Müllverbrennungsofen mit Dampfkesselanlage und Hilfsfeuerungen, die mit Öl oder Gas betrieben werden. 11/12 10. — G 453.",256566,"Gemeinde Wien, städtisches Elektrizitätswerk",Wien,"Müllverbrennungsofen mit Dampfkesselanlage und Hilfsfeuerungen, die mit Öl oder Gas betrieben werden.",11/12 10.
10,"257 576. Körting, Gebr., Akt.-Ges., Linden b/Hannover. Leichenverbrennungsofen mit Ölfeuerung. 30/6 11. — K 660.",257576,"Körting, Gebr., Akt.-Ges.",Linden b/Hannover,Leichenverbrennungsofen mit Ölfeuerung.,30/6 11.
11,"258 066. Siemens, Friedrich, Berlin, Mittelstr. 21. Leicheneinäscherungsofen mit Regeneratoren und einem Gaserzeuger. 18/8 11. — S 762.",258066,"Siemens, Friedrich","Berlin, Mittelstr. 21",Leicheneinäscherungsofen mit Regeneratoren und einem Gaserzeuger.,18/8 11.
12,"258 562. Virault, C., Paris; Vertr.: A. du Bois-Reymond, M. Wagner u. G. Lemke, Pat.-Anwälte, Berlin S.W. 11. Müllverbrennungsofen. 7/10 11. — V 866.",258562,"Virault, C.",Paris,Müllverbrennungsofen.,7/10 11.
13,"259 304. Fried, Aloys, Barmen, Friedrich-Wilhelm-Str. 4 u. Maschinenbau-Anstalt Humboldt Akt.-Ges., Cöln-Kalk. Einrichtung zur Ausnutzung der Abgase bei Müllverbrennungsanlagen zum Zwecke der Dampferzeugung. 7/1 10. — F 1020.",259304,"Fried, Aloys; Maschinenbau-Anstalt Humboldt Akt.-Ges.","Barmen, Friedrich-Wilhelm-Str. 4; Cöln-Kalk",Einrichtung zur Ausnutzung der Abgase bei Müllverbrennungsanlagen zum Zwecke der Dampferzeugung.,7/1 10.
14,"259 447. Müll-Schmelze und -Versteinung G. m. b. H., Berlin. Müllverbrennungsofen. 14/7 11. — M 1075.",259447,Müll-Schmelze und -Versteinung G. m. b. H.,Berlin,Müllverbrennungsofen.,14/7 11.
15,"263 725. Bunzlauer Werke Lengersdorff & Comp., Bunzlau, Schlesien. Verfahren und Vorrichtungen zur Einäscherung von Leichen mit Verbrennungsgasen und erhitzter Luft mit nur einer Wärmequelle. 6/7 11. — B 1924.",263725,Bunzlauer Werke Lengersdorff & Comp.,"Bunzlau, Schlesien",Verfahren und Vorrichtungen zur Einäscherung von Leichen mit Verbrennungsgasen und erhitzter Luft mit nur einer Wärmequelle.,6/7 11.
16,"263 783. Haase, Arthur, Arnsdorf b/Dresden. Einführvorrichtung für Öfen. 3/7 12. — H 1924.",263783,"Haase, Arthur",Arnsdorf b/Dresden,Einführvorrichtung für Öfen.,3/7 12.
17,"267 142. Heurtey, René, Paris; Vertr.: H. Neuendorf, Pat.-Anw., Berlin W. 57. Verbrennungsofen für Müll und sonstige Abfallstoffe mit einem Drehrost. 19/3 12. — H 2544.",267142,"Heurtey, René",Paris,Verbrennungsofen für Müll und sonstige Abfallstoffe mit einem Drehrost.,19/3 12.
18,"267 474. Leask, Norman, Egremont, Engl.; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Beschickungsvorrichtung für Müllverbrennungsöfen. 6/7 11. — L 2658. Priorität aus der Anmeldung in England vom 7/7 10 anerkannt.",267474,"Leask, Norman","Egremont, Engl.",Beschickungsvorrichtung für Müllverbrennungsöfen.,6/7 11.
19,"267 547. Kühnau, Richard, Chemnitz i/Sa., Crusiusstr. 5. Sargeinführvorrichtung für Verbrennungsöfen. 27/5 11. K 2658.",267547,"Kühnau, Richard","Chemnitz i/Sa., Crusiusstr. 5",Sargeinführvorrichtung für Verbrennungsöfen.,27/5 11.
20,"267 548. Kühnau, Richard, Chemnitz i/Sa., Crusiusstr. 5. Sargeinführvorrichtung für Verbrennungsöfen mit auf dem Einführungswagen in senkrechter Richtung beweglichem Sargträger; Zus. z. Pat. 267 547. 29/11 11. — K 2659.",267548,"Kühnau, Richard","Chemnitz i/Sa., Crusiusstr. 5",Sargeinführvorrichtung für Verbrennungsöfen mit auf dem Einführungswagen in senkrechter Richtung beweglichem Sargträger,29/11 11.
21,"267 752. Müllverbrennungsgesellschaft m. b. H. Vesuvio, München. Beschickungsvorrichtung für Müllöfen. 8/2 13.",267752,Müllverbrennungsgesellschaft m. b. H. Vesuvio,München,Beschickungsvorrichtung für Müllöfen.,8/2 13.
22,"256 727. Heller, Fritz, Kasnau b/Pilsen, Böhmen; Vertr.: Pat.-Anwälte Dr R. Wirth, Dipl-Ing. C. Weihe, Dr H. Weil, Frankfurt a/M. 1 u. W. Dame, Berlin S.W. 68. Gaserzeuger mit Luftzuführung in verschiedene Zonen der Brennstoffsäule. 29/3 12. — H 513.",256727,"Heller, Fritz","Kasnau b/Pilsen, Böhmen",Gaserzeuger mit Luftzuführung in verschiedene Zonen der Brennstoffsäule.,29/3 12.
23,"257 532 (†). Zanella, Umberto, Mailand; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Vergasung kleinkörniger oder staubförmiger Brennstoffe in Gaserzeugern. 14/5 11. — Z 660. Priorität aus der Anmeldung in Italien vom 14/5 10 anerkannt.",257532,"Zanella, Umberto",Mailand,Verfahren zur Vergasung kleinkörniger oder staubförmiger Brennstoffe in Gaserzeugern.,14/5 11.
24,"258 018 (†). Alston, Charles Henry Thomas, u. Percival Turner Houston, London; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Vorrichtung zur Regelung der Dampfzuführung in das Zugrohr von Gaserzeugern. 27/2 12. — A 762.",258018,"Alston, Charles Henry Thomas; Houston, Percival Turner",London,Vorrichtung zur Regelung der Dampfzuführung in das Zugrohr von Gaserzeugern.,27/2 12.
25,"258 238. Kerpely, von, Anton, Wien; Vertr.: L. Glaser, O. Hering u. E. Peitz, Pat.-Anwälte, Berlin S.W. 68. Schachtabschluß für mit höherer Windpressung arbeitende Drehrostgaserzeuger; Zus. z. Pat. 242 017. 23/12 11. — K 816.",258238,"Kerpely, von, Anton",Wien,Schachtabschluß für mit höherer Windpressung arbeitende Drehrostgaserzeuger,23/12 11.
26,"258 442. Heinecke, Ernst, Wernigerode a/Harz. Gaserzeuger mit zylindrischem Schacht. 9/3 12. — H 866.",258442,"Heinecke, Ernst",Wernigerode a/Harz,Gaserzeuger mit zylindrischem Schacht.,9/3 12.
27,"258 988. Grundhöfer, Wilhelm, Willich, Bahnhofstr. 3. Einrichtung zur Ermöglichung eines ununterbrochenen Betriebes bei Druckgaserzeugern. 5/12 11. — G 968.",258988,"Grundhöfer, Wilhelm","Willich, Bahnhofstr. 3",Einrichtung zur Ermöglichung eines ununterbrochenen Betriebes bei Druckgaserzeugern.,5/12 11.
28,"259 448. Pineau, Etienne, Nantes; Vertr.: Dipl-Ing. H. Caminer, Pat.-Anw., Berlin S.W. 68. Einrichtung zur Verhinderung des Zusammenbackens des Brennstoffes in dem Brennstoffeinführungsrohr von Gaserzeugern mit Unterbeschickung. 6/6 12. — P 1075.",259448,"Pineau, Etienne",Nantes,Einrichtung zur Verhinderung des Zusammenbackens des Brennstoffes in dem Brennstoffeinführungsrohr von Gaserzeugern mit Unterbeschickung.,6/6 12.
29,"260 856 (†). Climie, William, Borrowstounness, Linlithgowshire, Schottl.; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Gaserzeuger. 5/9 11. — C 1326.",260856,"Climie, William","Borrowstounness, Linlithgowshire, Schottl.",Gaserzeuger.,5/9 11.
30,"260 952. Glasgow, Arthur Graham, Richmond, V.St.A.; Vertr.: C. Fehlert, G. Loubier, F. Harmsen, A. Büttner u. E. Meißner, Pat.-Anwälte, Berlin S.W. 61. Wassergasanlage. 15/8 11. — G 1380.",260952,"Glasgow, Arthur Graham","Richmond, V.St.A.",Wassergasanlage.,15/8 11.
31,"261 048. Ragot, Eugène, Bettaincourt, u. Paul Pierre-Hervotte, Joinville, Frankr.; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Gaserzeuger mit Wasserverschluß am unteren Schachtende und unteren Gasabzug. 4/11 11. — R 1380.",261048,"Ragot, Eugène; Pierre-Hervotte, Paul","Bettaincourt; Joinville, Frankr.",Gaserzeuger mit Wasserverschluß am unteren Schachtende und unteren Gasabzug.,4/11 11.
32,"263 672. Goehtz, Hermann, Hannover-Döhren, Willmerstr. 14. Drehrost für Gaserzeuger. 2/8 12. — G 1881.",263672,"Goehtz, Hermann","Hannover-Döhren, Willmerstr. 14",Drehrost für Gaserzeuger.,2/8 12.
