id,entry,patent_id,name,location,description,date
1,"198 255. Felten & Guilleaume-Lahmeyerwerke Act.-Ges., Frankfurt a/M. Elektromagnetische Fangbremse an Aufzügen udgl. 11/4 07. — A 1646.",198255,Felten & Guilleaume-Lahmeyerwerke Act.-Ges.,Frankfurt a/M.,Elektromagnetische Fangbremse an Aufzügen udgl.,11/4 07.
2,"198 323. Reich, Alwin, Berlin, Zimmerstr. 34. Einrichtung zum Steuern von elektrisch betriebenen Aufzügen odgl. 12/10 06. — A 1695.",198323,"Reich, Alwin","Berlin, Zimmerstr. 34.",Einrichtung zum Steuern von elektrisch betriebenen Aufzügen odgl.,12/10 06.
3,"198 360. Troppenz, Emil, Berlin, Gartenstr. 66. Sicherheits-Türverschluß an Aufzugsschachttüren. 24/11 07. — A 1694.",198360,"Troppenz, Emil","Berlin, Gartenstr. 66.",Sicherheits-Türverschluß an Aufzugsschachttüren.,24/11 07.
4,"198 487. Sahli, Robert, Basel; Vertr.: Dr W. Brückmann, Rechtsanw., Berlin S.W. 61. Vorrichtung zum Ausschalten von elektrischen Hebezeugen, Fahrzeugen udgl. 29/4 06. — A 1695.",198487,"Sahli, Robert",Basel,"Vorrichtung zum Ausschalten von elektrischen Hebezeugen, Fahrzeugen udgl.",29/4 06.
5,"198 556 (†). Burckhardt & Ziesler, Chemnitz. Selbsttätig wirkende Verschlußvorrichtung zwischen den Fahrkörben eines Paternosteraufzuges; Zus. z. Pat. 189 187. 26/5 06. — A 1746.",198556,Burckhardt & Ziesler,Chemnitz.,Selbsttätig wirkende Verschlußvorrichtung zwischen den Fahrkörben eines Paternosteraufzuges,26/5 06.
6,"198 602. Heiling, Heinrich, Daldrup b/Dülmen, Westf. Fangvorrichtung für Förderkörbe udgl. 13/6 07. — A 1747.",198602,"Heiling, Heinrich","Daldrup b/Dülmen, Westf.",Fangvorrichtung für Förderkörbe udgl.,13/6 07.
7,"198 783. Altena, Heinrich, Oberhausen, Rhld., u. Otto Eigen, Duisburg, Prinzenstr. 34. Schalenaufhängung bei Förder- und Aufzugsanlagen mit Ober- und Unterseil. 19/12 06. — A 1789.",198783,"Altena, Heinrich, u. Otto Eigen","Oberhausen, Rhld., Duisburg, Prinzenstr. 34.",Schalenaufhängung bei Förder- und Aufzugsanlagen mit Ober- und Unterseil.,19/12 06.
8,"198 820. Pieron, H., & Co., Remscheid. Schutzvorrichtung mit Sicherheitssseil gegen das Abstürzen von Förderkörben bei Aufzügen. 18/4 07. — A 1790.",198820,"Pieron, H., & Co.",Remscheid.,Schutzvorrichtung mit Sicherheitssseil gegen das Abstürzen von Förderkörben bei Aufzügen.,18/4 07.
9,"199 254. Benrather Maschinenfabrik Akt.-Ges., Benrath. Steuervorrichtung für elektrisch angetriebene Hebezeuge odgl. 19/8 06. — A 1904.",199254,Benrather Maschinenfabrik Akt.-Ges.,Benrath.,Steuervorrichtung für elektrisch angetriebene Hebezeuge odgl.,19/8 06.
10,"199 266. Duisburger Maschinenbau-Akt.-Ges. vorm. Bechem & Keetman, Duisburg. Schrägaufzug mit gekrümmter Fahrbahn und über eine Leitrolle geführtem Fahrseil. 25/4 07. — A 1904.",199266,Duisburger Maschinenbau-Akt.-Ges. vorm. Bechem & Keetman,Duisburg.,Schrägaufzug mit gekrümmter Fahrbahn und über eine Leitrolle geführtem Fahrseil.,25/4 07.
