id,entry,patent_id,name,location,description,date
1,"140032. Armstrong, John, London; Vertr.: H. E. Schmidt, Pat.-Anw., Berlin S.W. 61. Verfahren zum Kondensieren destillierbarer Metalle. 14/9 00. — A 680.",140032,"Armstrong, John",London,Verfahren zum Kondensieren destillierbarer Metalle.,14/9 00
2,"140207. Klepetko, Frank, Anaconda u. William John Evans, Great Falls, V. St. A.; Vertr.: Dr S. Ham= burger, Pat.-Anw., Berlin W. 8. Aufgebevorrich= tung für ununterbrochen arbeitende Röst= öfen. 21/5 02. — A 720.",140207,"Klepetko, Frank, Anaconda u. William John Evans","Great Falls, V. St. A.",Aufgebevorrichtung für ununterbrochen arbeitende Röstöfen.,21/5 02
3,"140231. Rübel, Walter, Petersburgerstr. 77, u. Nathan Bernstein, Roonstr. 4, Berlin. Verfahren zur Darstellung von Aluminium. 3/1 02. — A 640.",140231,"Rübel, Walter, u. Nathan Bernstein","Petersburgerstr. 77, Roonstr. 4, Berlin",Verfahren zur Darstellung von Aluminium.,3/1 02
4,"140232. Bergmann, Franz Josef, Neheim a/Ruhr. Ver= fahren zur Darstellung von Nickel aus Nickel= erzen. 1/5 02. — A 641.",140232,"Bergmann, Franz Josef",Neheim a/Ruhr,Verfahren zur Darstellung von Nickel aus Nickelerzen.,1/5 02
5,"140522 (†). Plews, Arthur Stephen, London; Vertr.: Dr W. Häberlein, Pat.-Anw., Friedenau. Ver= fahren zur Darstellung von Antimonoxyd unmittelbar aus dem Roherz durch Subli= mation. 13/2 02. — A 788.",140522,"Plews, Arthur Stephen",London,Verfahren zur Darstellung von Antimonoxyd unmittelbar aus dem Roherz durch Sublimation.,13/2 02
6,"140554. Schmieder, Paul, Lipine, O/S. Verfahren zur Gewinnung von Zink in einem Schacht= ofen. 26/3 02. — A 788.",140554,"Schmieder, Paul","Lipine, O/S.",Verfahren zur Gewinnung von Zink in einem Schachtofen.,26/3 02
7,"140737. Chemische Fabrik Griesheim-Elektron, Frank= furt a/M. Verfahren zur Darstellung von Alkalimetallen. 27/3 02. — A 788.",140737,Chemische Fabrik Griesheim-Elektron,Frankfurt a/M.,Verfahren zur Darstellung von Alkalimetallen.,27/3 02
8,"141105. Rübel, Walter, Petersburgerstr. 77, u. Nathan Bernstein, Roonstr. 4, Berlin. Verfahren zur Darstellung von Aluminium; Zus. z. Pat. 140231. 29/4 02. — A 861.",141105,"Rübel, Walter, u. Nathan Bernstein","Petersburgerstr. 77, Roonstr. 4, Berlin",Verfahren zur Darstellung von Aluminium,29/4 02
9,"141225 (†). Sperry, Elmer Ambrose, Cleveland; Vertr.: Th. Hauske, Pat.-Anw., Berlin S.W. 61. Verfah= ren und Vorrichtung zur Wiedergewinnung des Bleis aus verbrauchten Sammlerbatte= rien durch Verschmelzen mit Kohle und Fluß= mitteln. 20/3 00. — A 894.",141225,"Sperry, Elmer Ambrose",Cleveland,Verfahren und Vorrichtung zur Wiedergewinnung des Bleis aus verbrauchten Sammlerbatterien durch Verschmelzen mit Kohle und Flußmitteln.,20/3 00
10,"141811. Clotten, Egon Franz Joseph, Frankfurt a/M., Beethovenstr. 56. Verfahren zur Gewinnung von reinem Wolfram aus Wolframerzen, wolframhaltigen Schlacken und Aschen aller Art. 25/6 02. — A 956.",141811,"Clotten, Egon Franz Joseph","Frankfurt a/M., Beethovenstr. 56","Verfahren zur Gewinnung von reinem Wolfram aus Wolframerzen, wolframhaltigen Schlacken und Aschen aller Art.",25/6 02
