id,entry,patent_id,name,location,description,date
1,"89452. Weeren, J., Rixdorf, Delbrückstr. 39/41. Verfahren zur Behandlung von Gußformen. 1/1 96. — A 872.",89452,"Weeren, J.","Rixdorf, Delbrückstr. 39/41",Verfahren zur Behandlung von Gußformen,1/1 96
2,"89453. Skowronek, R., Breslau, Moritzstr. 10. Schmelztiegel mit zwei Schmelzzellen. 5/4 96. — A 872.",89453,"Skowronek, R.","Breslau, Moritzstr. 10",Schmelztiegel mit zwei Schmelzzellen,5/4 96
3,"89582. Maschinenfabrik E. Franke, Berlin S.O., Köpnickerstr. 151. Gußform für Accumulatorengitter; Zus. z. Pat. 86556. 17/5 96. — A 888.",89582,Maschinenfabrik E. Franke,"Berlin S.O., Köpnickerstr. 151",Gußform für Accumulatorengitter,17/5 96
4,"89684. Wierich, J., Düsseldorf, Reußerstr. 115. Zahnräderformmaschine. 20/12 95.",89684,"Wierich, J.","Düsseldorf, Reußerstr. 115",Zahnräderformmaschine,20/12 95
5,"89930. Delettrez, L., Paris; Vertr.: Dr R. Worms u. S. Rhodes, Berlin N.W., Dorotheenstr. 60. Aufsatz für Schmelztiegel. 19/11 95. —",89930,"Delettrez, L.",Paris,Aufsatz für Schmelztiegel,19/11 95
6,"89967. Kast, K., Duisburg, Friedrich Wilhelmstr. 102. Gießpfanne. 14/6 96.",89967,"Kast, K.","Duisburg, Friedrich Wilhelmstr. 102",Gießpfanne,14/6 96
7,"90563. Brögelmann, Hirschlaff & Co., Berlin W., Leipzigerstr. 115/116. Verfahren zur Anwendung von Magnetstrom während des Gießprocesses. 13/6 96.",90563,"Brögelmann, Hirschlaff & Co.","Berlin W., Leipzigerstr. 115/116",Verfahren zur Anwendung von Magnetstrom während des Gießprocesses,13/6 96
8,"90716. Renk, J., Augsburg. Zahnräderformmaschine. 21/4 96.",90716,"Renk, J.",Augsburg,Zahnräderformmaschine,21/4 96
9,"85495. Holzapfel & Hilgers, Berlin S.O., Köpenickerstr. 33 a. Kupplung der Dorne für Formen zum Pressen von Glasgegenständen mit geraden oder sich kreuzenden Kanälen. 10/3 95. — A 256.",85495,Holzapfel & Hilgers,"Berlin S.O., Köpenickerstr. 33 a",Kupplung der Dorne für Formen zum Pressen von Glasgegenständen mit geraden oder sich kreuzenden Kanälen,10/3 95
10,"85569. Gätcke, F. E., Altona-Bahrenfeld, Marktstr. 15. Verfahren zum Abkühlen geschmolzener Glasmasse. 14/5 95. — A 257.",85569,"Gätcke, F. E.","Altona-Bahrenfeld, Marktstr. 15",Verfahren zum Abkühlen geschmolzener Glasmasse,14/5 95
11,"85629. Puchner, S., Weiden u. K. Schubert, Amberg, Bayr. Vorrichtung zum Festhalten von Glasplatten beim Aetzen. 16/5 95. — A 257.",85629,"Puchner, S., Weiden u. K. Schubert","Amberg, Bayr.",Vorrichtung zum Festhalten von Glasplatten beim Aetzen,16/5 95
12,"85691. Erdel, F., Mögeldorf b/Nürnberg. Verfahren zur Herstellung dauerhafter Münzabdrücke aus Staniol. 25/5 95. — A 257.",85691,"Erdel, F.",Mögeldorf b/Nürnberg,Verfahren zur Herstellung dauerhafter Münzabdrücke aus Staniol,25/5 95
13,"85810. Maussier, P. B., St. Galmier, Loire; Vertr.: F. C. Glaser u. L. Glaser, Berlin S.W., Lindenstr. 80. Maschine zur Herstellung von Flaschen u. dgl. aus Glas oder plastischem Material. 3/8 94. — A. 351.",85810,"Maussier, P. B.","St. Galmier, Loire",Maschine zur Herstellung von Flaschen u. dgl. aus Glas oder plastischem Material,3/8 94
14,"85811. Gutmann, Alfred, Firma, Ottensen-Hamburg. Die Anordnung einer Luftwascheinrichtung an Sandstrahlapparaten. 13/7 95. — A 311.",85811,"Gutmann, Alfred, Firma",Ottensen-Hamburg,Die Anordnung einer Luftwascheinrichtung an Sandstrahlapparaten,13/7 95
15,"85934. Jäckel, F. W., & Co., Wiesenthal b/Reichenberg, Böhm.; Vertr.: F. C. Glaser u. L. Glaser, Berlin S.W., Lindenstr. 80. Verfahren zur Herstellung von Dekorationen auf Glas. 4/5 95. — A 311.",85934,"Jäckel, F. W., & Co.","Wiesenthal b/Reichenberg, Böhm.",Verfahren zur Herstellung von Dekorationen auf Glas,4/5 95
16,"86073. Trassl, A., Warmensteinach. Verfahren und Vorrichtung zum Formen von Gegenständen innerhalb des Glashafens. 21/3 95. — A 351.",86073,"Trassl, A.",Warmensteinach,Verfahren und Vorrichtung zum Formen von Gegenständen innerhalb des Glashafens,21/3 95
17,"86074. Tondeur, C. H., Syracuse, N.-Y.; Vertr.: F. Wirth u. Dr R. Wirth, Frankfurt a/M. u. W. Dame, Berlin N.W., Luisenstr. 14. Verfahren und Vorrichtung zur Herstellung von Drahtglas. 30/4 95. — A 384.",86074,"Tondeur, C. H.","Syracuse, N.-Y.",Verfahren und Vorrichtung zur Herstellung von Drahtglas,30/4 95
18,"86152. Münzel, H., Falkenau, Post Kittlitz, Böhm.; Vertr.: R. Lüders, Görlitz, Verfahren zur Herstellung von Glasgegenständen mit Reliefmustern. 28/5 95. — A 351.",86152,"Münzel, H.","Falkenau, Post Kittlitz, Böhm.",Verfahren zur Herstellung von Glasgegenständen mit Reliefmustern,28/5 95
19,"86483. Gruhl, B., Dresden-A. Verfahren und Vorrichtung zum Beschneiden von geblasenen Hohlglasgegenständen. 6/10 94. — A 431.",86483,"Gruhl, B.",Dresden-A.,Verfahren und Vorrichtung zum Beschneiden von geblasenen Hohlglasgegenständen,6/10 94
20,"86541. Gröndal, G., Pitkäranta, Finland; Vertr.: Dr G. Krause, Köthen, Anh. Vorrichtung zum Einrußen von Hohlglasformen. 31/3 95. — A 403.",86541,"Gröndal, G.","Pitkäranta, Finland",Vorrichtung zum Einrußen von Hohlglasformen,31/3 95
