id,entry,patent_id,name,location,description,date
1,stellung von Kleidertaschen. 28/9 00. — A 1342.,NaN,NaN,NaN,stellung von Kleidertaschen,28/9 00
2,"123380. Willmann j., H., Oberndorf a/N., Württ. Befestigungsvorrichtung für Hosenträger. 18/12 00. — A 1342.",123380,"Willmann j., H.","Oberndorf a/N., Württ",Befestigungsvorrichtung für Hosenträger,18/12 00
3,"123702. Martens, Dr E., Graudenz. Kleidungsstück. 22/7 99. — A 1342.",123702,"Martens, Dr E.",Graudenz,Kleidungsstück,22/7 99
4,"123703. Ström, E., u. A. Ström, Paris; Vertr.: G. Dedreux u. A. Weickmann, Pat.-Anwälte, München. In eine Hose zu verwandelnde Reisedecke. 12/10 00. — A 1343.",123703,"Ström, E., u. A. Ström",Paris,In eine Hose zu verwandelnde Reisedecke,12/10 00
5,"123704. Koudelka, R., Dresden, Paul Gerhardstr. 11. Kragenverschluß. 18/11 00. — A 1469.",123704,"Koudelka, R.","Dresden, Paul Gerhardstr. 11",Kragenverschluß,18/11 00
6,"124851. Martens, Dr E., Graudenz. Kleidungsstück aus doppelwandigem, luftundurchlässigem Stoff; Zus. z. Pat. 123702. 26/9 99. — A 1570.",124851,"Martens, Dr E.",Graudenz,"Kleidungsstück aus doppelwandigem, luftundurchlässigem Stoff",26/9 99
7,"126021. Fiedler, Frl. M., Hannover, Luisenstr. 1. Gürtelschützer. 5/4 00.",126021,"Fiedler, Frl. M.","Hannover, Luisenstr. 1",Gürtelschützer,5/4 00
8,"126022. Warren, J. Th., London; Vertr.: S. H. Rhodes, Pat.-Anw., Berlin S.W. 12. Wetter= schutzdecke für die Hände von Fahrern. 20/10 00.",126022,"Warren, J. Th.",London,Wetter= schutzdecke für die Hände von Fahrern,20/10 00
9,"126023. Bohris, C., Frankfurt a. M., Kirchnerstr. 3. Ausgleichkissen zur Verdeckung der Krüm= mung sog. O-Beine. 17/11 00.",126023,"Bohris, C.","Frankfurt a. M., Kirchnerstr. 3",Ausgleichkissen zur Verdeckung der Krüm= mung sog. O-Beine,17/11 00
10,"126024. Neumann, P., Nürnberg, Kohlengasse 19. Federnde Druckknopfbefestigung für Kravatten. 16/2 01.",126024,"Neumann, P.","Nürnberg, Kohlengasse 19",Federnde Druckknopfbefestigung für Kravatten,16/2 01
11,"126055. Pullman, J., Teddington; Vertr.: Dr. B. Alexander-Katz, Pat.-Anw., Görlitz. Wickelgamasche. 18/12 00.",126055,"Pullman, J.",Teddington,Wickelgamasche,18/12 00
12,"126056. Küppers, P., Wegberg, Kreis Erkelenz. Kra= vattenhalter. 9/2 01.",126056,"Küppers, P.","Wegberg, Kreis Erkelenz",Kra= vattenhalter,9/2 01
13,"126142. Meyer, C., Cassel, Milchlingstr. 2. Hosen= förmiges, sackartiges wasserdichtes Schutz= kleid für Reiter. 7/3 01.",126142,"Meyer, C.","Cassel, Milchlingstr. 2","Hosen= förmiges, sackartiges wasserdichtes Schutz= kleid für Reiter",7/3 01
14,"126455. Goldschmidt, E., Wien; Vertr.: H. Pataky u. W. Pataky, Berlin N.W. 6. Einfassung für Roß= haargewebe. 19/12 00.",126455,"Goldschmidt, E.",Wien,Einfassung für Roß= haargewebe,19/12 00
15,"126705. Petersen, Frl. M., Hamburg, Deichstr. 33. Kragenknopf mit Kravattenhalter. 3/5 01.",126705,"Petersen, Frl. M.","Hamburg, Deichstr. 33",Kragenknopf mit Kravattenhalter,3/5 01
16,"126843. Sachs Söhne, A., Berlin. Damengürtel mit Kleiderraffern. 19/12 00.",126843,"Sachs Söhne, A.",Berlin,Damengürtel mit Kleiderraffern,19/12 00
17,"127149. Irving, M. A., geb. Imbert, Victoria; Vertr.: E. W. Hopkins, Pat.-Anw., Berlin C. 25. Vor= richtung zum Zusammenhalten und Befestigen von Kleidungsstücken. 9/1 01.",127149,"Irving, M. A., geb. Imbert",Victoria,Vor= richtung zum Zusammenhalten und Befestigen von Kleidungsstücken,9/1 01
18,"127608. Dudzus, M., Pankow. Kravattenhalter. 23/12 00.",127608,"Dudzus, M.",Pankow,Kravattenhalter,23/12 00
19,"128133. Dome, Ch. H., Prescott; Vertr.: M. Schmetz, Pat.-Anw., Aachen. Befestigungsvorrichtung für Hosenträger. 19/5 01.",128133,"Dome, Ch. H.",Prescott,Befestigungsvorrichtung für Hosenträger,19/5 01
20,"128382. Offene Handels-Ges. Barton & Teubel, Herms= dorfstädt, Kreis Landeshut i/Schl. Zierschleife. 21/4 01.",128382,Offene Handels-Ges. Barton & Teubel,"Herms= dorfstädt, Kreis Landeshut i/Schl",Zierschleife,21/4 01
21,"117980. von Bischoffshausen, A. Baronin, geb. Freiin von Bodenhausen, Kassel, Kölnische Allee 91. Ver= schlußstreifen mit fertigen Knopflöchern. 9/11 99. — A 407.",117980,"von Bischoffshausen, A. Baronin, geb. Freiin von Bodenhausen","Kassel, Kölnische Allee 91",Ver= schlußstreifen mit fertigen Knopflöchern,9/11 99
22,"118020 (†). Plüschke, E., Tepliwoda, Kr. Münsterberg, Schles. Taschenverschluß; Zus. z. Pat. 110216. 6/7 00. — A 447.",118020,"Plüschke, E.","Tepliwoda, Kr. Münsterberg, Schles",Taschenverschluß,6/7 00
23,"118893 (†). Bunge, C., Lübeck, Fackenburger Allee 1d. Sicherheitsvorrichtung für Kleidertaschen. 26/5 00. — A 529.",118893,"Bunge, C.","Lübeck, Fackenburger Allee 1d",Sicherheitsvorrichtung für Kleidertaschen,26/5 00
24,"119289. Gensichen, E., u. E. Ehrke, Stettin. Sicher= heitsverschluß für Taschen in Kleidungsstücken. 26/7 00. — A 627.",119289,"Gensichen, E., u. E. Ehrke",Stettin,Sicher= heitsverschluß für Taschen in Kleidungsstücken,26/7 00
