id,entry,patent_id,name,location,description,date
1,SUDHEIM & KOPPEN in Cassel bezw. Hofgeismar. Verfahren zur Herstellung giftfreier auf jeder Reibfläche entzündbarer und gefahrloser Zündhölzer. 22. September 1878. P. R. 6051.,6051,SUDHEIM & KOPPEN,Cassel bezw. Hofgeismar,Verfahren zur Herstellung giftfreier auf jeder Reibfläche entzündbarer und gefahrloser Zündhölzer,22. September 1878
2,"JUDSON, E., in St. Francisco; Vertreter: C. E. BANDMANN in Hamburg. Darstellung eines neuen Explosivstoffes. 26. Juli 1878. P. R. 6064.",6064,"JUDSON, E.",St. Francisco,Darstellung eines neuen Explosivstoffes,26. Juli 1878
3,"ENGELS, J., Direktor der Dynamit-Fabriken von GEBR. KREBS & CO. in Kalk. Apparat zur Anfertigung von Patronen aus Nitroglycerinpräparaten. 7. Januar 1879. P. R. 6180.",6180,"ENGELS, J.",Kalk,Apparat zur Anfertigung von Patronen aus Nitroglycerinpräparaten,7. Januar 1879
4,"NICOLARDOT, V., in Paris; Vertreter: P. BARTHEL in Frankfurt a. M. Platin-Wasserstoffgas-Feuerzeug mit beweglichem Platinschwamm und ausgefütterter dicht schlieſsender Glasflasche. 18. Oktober 1878. P. R. 6201.",6201,"NICOLARDOT, V.",Paris,Platin-Wasserstoffgas-Feuerzeug mit beweglichem Platinschwamm und ausgefütterter dicht schlieſsender Glasflasche,18. Oktober 1878
5,"KURTZ, C., Civil-Ingenieur in Cöln, Eigelstein 24. Verfahren und Apparate zur Nitrirung von Glycerin bei kontinuirlicher Ableitung des entstandenen Nitroglycerins aus dem Mischgefäſse und unter Anwendung komprimirter Luft zum Mischen und Kühlen. 24. Dezember 1878. P. R. 6208.",6208,"KURTZ, C.","Cöln, Eigelstein 24",Verfahren und Apparate zur Nitrirung von Glycerin bei kontinuirlicher Ableitung des entstandenen Nitroglycerins aus dem Mischgefäſse und unter Anwendung komprimirter Luft zum Mischen und Kühlen,24. Dezember 1878
6,"MACLEAN, J. H., & M. COLONEY in St. Louis, Nordamerika; Vertreter: C. PIEPER in Berlin, Belle-Alliancestraſse 74. Neuerungen an Torpedos und anderen Sprengkörpern, deren Entzündung durch ein Uhrwerk veranlaſst wird. 15. Februar 1879. P. R. 6954.",6954,"MACLEAN, J. H., & M. COLONEY","St. Louis, Nordamerika","Neuerungen an Torpedos und anderen Sprengkörpern, deren Entzündung durch ein Uhrwerk veranlaſst wird",15. Februar 1879
7,"LAY, J. L., in Paris; Vertreter: LENZ & SCHMIDT in Berlin, Genthinerstraſse 8. Neuerungen an Torpedobooten. 3. April 1878. P. R. 7170.",7170,"LAY, J. L.",Paris,Neuerungen an Torpedobooten,3. April 1878
8,"SEBOLD, G., Maschinenfabrik und Eisengieſserei in Durlach, Baden. Walzentunkapparat für Zündhölzer zum Vor- und Rückwärtstunken mit selbstthätig sich verschiebenden Abstreichlinealen und mit einer Tunkwalze. 21. März 1879. P. R. 7350.",7350,"SEBOLD, G.","Durlach, Baden",Walzentunkapparat für Zündhölzer zum Vor- und Rückwärtstunken mit selbstthätig sich verschiebenden Abstreichlinealen und mit einer Tunkwalze,21. März 1879
9,"(†) KURTZ, C., Ingenieur in Cöln, Eigelstein 24. Neuerungen an der WITTENBERG'schen Ladevorrichtung für Zünd- oder Sprenghütchen mit feuchter Zündmasse. 12. Dezember 1878. P. R. 7434.",7434,"KURTZ, C.","Cöln, Eigelstein 24",Neuerungen an der WITTENBERG'schen Ladevorrichtung für Zünd- oder Sprenghütchen mit feuchter Zündmasse,12. Dezember 1878
10,"HOLMSTRÖM, W., in Westervik in Schweden; Vertreter: F. ENGEL in Hamburg. Apparat zum Paraffiniren von Sicherheitszündhölzern. 29. April 1879. P. R. 7595.",7595,"HOLMSTRÖM, W.",Westervik in Schweden,Apparat zum Paraffiniren von Sicherheitszündhölzern,29. April 1879
