id,entry,patent_id,name,location,description,date
1,"4. 306 943. Patentierte Ölreinigungs-Fabrik Akt.-Ges., Budapest; Vertr.: R. H. Korn, Pat.-Anw., Berlin S.W. 11. Verfahren zum Reinigen von gebrauchten Ölen. 11/10 16. Ungarn 2/5 16. — A 656.",306943,Patentierte Ölreinigungs-Fabrik Akt.-Ges.,Budapest,Verfahren zum Reinigen von gebrauchten Ölen,11/10 16
2,"4. 309 095. Dipl.-Ing. Emil Diehl u. Eugen Heß, Düsseldorf. Verfahren zur Abscheidung von Fettstoffen, Öl u d g l. 28/7 16. — A 962.",309095,Dipl.-Ing. Emil Diehl u. Eugen Heß,Düsseldorf,"Verfahren zur Abscheidung von Fettstoffen, Öl u d g l",28/7 16
3,"1. 306 282. Standard Oil Company, Whiting, In diana, V. St. A.; Vertr.: H. Springmann, E. Herse, Pat.-Anwälte, Berlin S.W. 61. Ver fahren zur Umwandlung höher sie dender in niedriger siedende Kohlen wasserstoffe. 18/12 14. — A 546.",306282,Standard Oil Company,"Whiting, Indiana, V. St. A.",Verfahren zur Umwandlung höher siedender in niedriger siedende Kohlenwasserstoffe,18/12 14
4,"1. 308 197. Allgemeine Gesellschaft für chemische In dustrie m. b. H., Berlin. Verfahren zur Um wandlung zähflüssiger Mineralöle oder Rückstände der Mineralöldestil lation in minderviskose Kohlen wasserstoffe von annähernd gleichem spezifischen Gewicht wie das Aus gangsmaterial. 30/6 15. — A 807.",308197,Allgemeine Gesellschaft für chemische Industrie m. b. H.,Berlin,Verfahren zur Umwandlung zähflüssiger Mineralöle oder Rückstände der Mineralöldestillation in minderviskose Kohlenwasserstoffe von annähernd gleichem spezifischen Gewicht wie das Ausgangsmaterial,30/6 15
5,"1. 308 768. Leo Steinschneider, Brünn-Königsfeld; Vertr.: Dr Franz Düring, Pat.-Anw., Berlin S.W. 61. Stehender Destillatvorwär mer für die Petroleum-, Teer- udgl. Industrien. 14/10 17. Österreich 7/8 u. 11/12 13. — A. 908.",308768,Leo Steinschneider,Brünn-Königsfeld,"Stehender Destillatvorwärmer für die Petroleum-, Teer- udgl. Industrien",14/10 17
6,"2. 309 850. Richard Neumann, Brünn, Österr.; Vertr.: O. Siedentopf u. Dipl.-Ing. W. Fritze, Pat.- Anwälte, Berlin S.W. 68. Doppelrohrküh ler für paraffinhaltige Öle. 21/2 18. Österreich 9/8 17.",309850,Richard Neumann,"Brünn, Österr.",Doppelrohrkühler für paraffinhaltige Öle,21/2 18
7,"2. 310 850. A. L. G. Dehne Maschinenfabrik, Halle a/S. Verfahren und Vorrichtung zum Reinigen von Rohparaffin. 17/3 18.",310850,A. L. G. Dehne Maschinenfabrik,Halle a/S.,Verfahren und Vorrichtung zum Reinigen von Rohparaffin,17/3 18
8,"3. 305 349. A. Riebeck'sche Montanwerke Akt.-Ges., Halle a/S. Verfahren zur Gewinnung von Montanwachs aus Braunkohle. 9/8 16. — A 406.",305349,A. Riebeck'sche Montanwerke Akt.-Ges.,Halle a/S.,Verfahren zur Gewinnung von Montanwachs aus Braunkohle,9/8 16
9,"4. 306 283. Explosions-Turbine-Studien-Ges. m. b. H., Berlin-Wilmersdorf. Betriebsstoff für Ver brennungskraftmaschinen; Zus. z. Pat. 298 309. 21/2 14.",306283,Explosions-Turbine-Studien-Ges. m. b. H.,Berlin-Wilmersdorf,Betriebsstoff für Verbrennungskraftmaschinen,21/2 14
10,"1. 303 786. Dr Leopold Singer, Düsseldorf, Kühl wetterstr. 38. Verfahren zur Herstellung von kältebeständigen Teerölen oder Teerfettölen aller Art. 6/10 16. — A 195.",303786,Dr Leopold Singer,"Düsseldorf, Kühlwetterstr. 38",Verfahren zur Herstellung von kältebeständigen Teerölen oder Teerfettölen aller Art,6/10 16
