id,entry,complete_patent
1,SUDHEIM & KOPPEN in Cassel bezw. Hofgeismar. Verfahren zur Herstellung giftfreier auf jeder Reibfläche entzündbarer und gefahrloser Zündhölzer. 22. September 1878. P. R. 6051.,1
2,"JUDSON, E., in St. Francisco; Vertreter: C. E. BANDMANN in Hamburg. Darstellung eines neuen Explosivstoffes. 26. Juli 1878. P. R. 6064.",1
3,"ENGELS, J., Direktor der Dynamit-Fabriken von GEBR. KREBS & Co. in Kalk. Apparat zur Anfertigung von Patronen aus Nitroglycerinpräparaten. 7. Januar 1879. P. R. 6180.",1
4,"NICOLARDOT, V., in Paris; Vertreter: P. BARTHEL in Frankfurt a. M. Platin-Wasserstoffgas-Feuerzeug mit beweglichem Platinschwamm und ausgefütterter dicht schliessender Glasflasche. 18. Oktober 1878. P. R. 6201.",1
5,"KURTZ, C., Civil-Ingenieur in Cöln, Eigelstein 24. Verfahren und Apparate zur Nitrirung von Glycerin bei kontinuirlicher Ableitung des entstandenen Nitroglycerins aus dem Mischgefässe und unter Anwendung komprimirter Luft zum Mischen und Kühlen. 24. Dezember 1878. P. R. 6208.",1
6,"MACLEAN, J. H., & M. COLONEY in St. Louis, Nordamerika; Vertreter: C. PIEPER in Berlin, Belle-Alliancestrasse 74. Neuerungen an Torpedos und anderen Sprengkörpern, deren Entzündung durch ein Uhrwerk veranlasst wird. 15. Februar 1879. P. R. 6954.",1
7,"LAY, J. L., in Paris; Vertreter: LENZ & SCHMIDT in Berlin, Genthinerstrasse 8. Neuerungen an Torpedobooten. 3. April 1878. P. R. 7170.",1
8,"SEBOLD, G., Maschinenfabrik und Eisengiesserei in Durlach, Baden. Walzentunkapparat für Zündhölzer zum Vor- und Rückwärtstunken mit selbstthätig sich verschiebenden Abstreichlinealen und mit einer Tunkwalze. 21. März 1879. P. R. 7350.",1
9,"(†) KURTZ, C., Ingenieur in Cöln, Eigelstein 24. Neuerungen an der WITTENBERG'schen Ladevorrichtung für Zünd- oder Sprenghütchen mit feuchter Zündmasse. 12. Dezember 1878. P. R. 7434.",1
10,"HOLMSTRÖM, W., in Westervik in Schweden; Vertreter: F. ENGEL in Hamburg. Apparat zum Paraffiniren von Sicherheitszündhölzern. 29. April 1879. P. R. 7595.",1
11,"MARTINSEN, T., in Oberlöfsnitz bei Dresden. Verfahren zur Darstellung eines Eisenvitriol enthaltenden Sprengpulvers. 16. Januar 1879. P. R. 7679.",1
12,"WITTENBERG, F., in Mülheim a. Rh. Neuerungen in der Konstruktion und Ladung der inneren Kapsel bei Dynamitsprenghütchen zur Erzielung eines möglichst günstigen Anfangsreizes für die Sprenghütchens, welches je nach dem beabsichtigten Zwecke entweder gesondert von einer geladenen äusseren Kapsel oder in Verbindung mit einer solchen zu benutzen ist. (Zweiter Zusatz zu P. R. 1759.) 22. April 1879. P. R. 7763.",1
13,"SUDHEIM & KOPPEN in Cassel bezw. Hofgeismar. Verfahren zur Herstellung von Zündhölzern unter Anwendung von Nitrocellulose oder von Schwefel in Verbindung mit Naphtalin, Kolophonium etc. als Deckungsmasse. (Zusatz zu P. R. 6051.) 4. April 1879. P. R. 7784.",1
14,"BATCHELDER, W. W., in New-York; Vertreter: WIRTH & Co. in Frankfurt a. M. Feuerzeug mit Lunte, welche durch Reibung von Phosphor mit chlorsaurem Kalium entzündet wird. 30. Mai 1879. P. R. 7797.",1
15,"SCHRÖTER, H., Mechaniker in Sommerfeld, N.-L., Wilhelmstrasse 203. Elektrische Zündvorrichtung an Wasserstoffgas - Feuerzeugen. 22. Mai 1879. P. R. 8015.",1
16,BRAUN & BLOEM in Düsseldorf. Abgeschwächter ringförmiger oder sternförmiger Boden an Sprengzündhütchen. 14. Februar 1879. P. R. 8356.,1
17,"KURTZ, K., Ingenieur in Cöln, Eigelstein 24. Neuerungen an dem Verfahren und den Apparaten zur Nitrirung von Glycerin bei ununterbrochener Ableitung des entstandenen Nitroglycerins aus dem Mischgefäfs und unter Anwendung von komprimirter Luft zum Mischen und Kühlen. (Zusatz zu P. R. 6208.) 22. Mai 1879. P. R. 8463.",1
18,"LAY, J. L., in Paris; Vertreter: LENZ & SCHMIDT in Berlin. Neuerungen an electrischen Apparaten zum Leiten, Controlliren und Abfeuern von TorpedoBooten. (Zusatz zu P. R. 7170.) 10. April 1879. P. R. 8653.",1
19,"BLOCK, S., Patent-Bank-Institut, in Berlin. Cigarettenmaschine. 19. September 1877. P. R. 1330.",1
20,"STRAUSS, A., in London; Vertreter: F. ENGEL in Hamburg. Verschluss an Cigaretten ohne Mundstück. 30. November 1877. P. R. 1420.",1
21,"LOHSE, W. O., Cigarrenfabrikant in Hamburg. Maschine zum Abschneiden der Cigarren auf genaue Länge. 8. Januar 1878. P. R. 1474.",1
22,"MESSMER, H., Fabrikant in Magdeburg. Apparat und Verfahren zum Auflockern und Anfeuchten von Rohtabak. 12. Januar 1878. P. R. 1564.",1
23,"MENKEN, J. W., in Freiburg i. B. Tabaks-Dämpfapparat. 7. Dezember 1877. P. R. 1645.",1
24,DONATH & JASPER in Dresden. Cigarren-Wickelmaschine mit selbstthätiger Tuchentnahme und zugehöriger Füllvorrichtung. 18. Januar 1878. P. R. 1792.,1
25,"HERTWIG, A., Cigarrenfabrikant in Mühlhausen i. Th. Cigarrenwickelformen mit Metallhülsen. 22. August 1877. P. R. 2083.",1
26,"WUTKE, H., in Breslau. Verfahren und Apparate zur Herstellung von Fasertabak aus Tabakrippen. 20. November 1877. P. R. 2497.",1
27,"WENDEROTH, E., in Bremen. Apparat für Nachfermation von Tabak ohne Zusatz von Farbstoffen oder der Gesundheit nachtheiligen Substanzen. 11. Dezember 1877. P. R. 2651.",1
28,"CITROEN, A. B., in Berlin. Neuerungen an Cigaretten-Mundstücken aus Glas. 4. April 1878. P. R. 2659.",1
29,"WISLOH, C. F., in Bremen. Cigarettenwickler. 12. März 1878. P. R. 2745.",1
30,"OSENBRÜCK & Co., Maschinenfabrikanten in Hemelingen bei Bremen. Schüttel- und Trennform für Cigarrenfabrikation. 1. Dezember 1877. P. R. 3754.",1
31,"OSENBRÜCK & Co., Maschinenfabrikanten in Hemelingen bei Bremen. Wickelform für Cigarrenfabrikation. 13. Juli 1877. P. R. 3755.",1
32,"WILKENS, C. B. TH., in Bremen, Knochenhauerstr. 10. Verfahren zur Herstellung nikotinfreien Tabaks und dazu gehörige Apparate. 17. Mai 1878. P. R. 4293.",1
33,"GROSSKOPF, L., in Königsberg i. Pr. Neuerungen in der Herstellung von Cigaretten mit Tabakdeckblatt. 16. Juli 1878. P. R. 4304.",1
34,"MAYER BROTHERS & HAEHNEL in New-Orleans, Staat Louisiana in Amerika; Vertreter: J. BRANDT & G. W. v. NAWROCKI in Berlin, Leipzigerstr. 124. Maschine zum Ausschneiden von Cigarren-Deckblättern. 13. Juni 1878. P. R. 4463.",1
35,"PEARL, A., in New-York; Vertreter: WIRTH & Co. in Frankfurt a. M. Tabak-Schneidemaschine. 8. September 1878. P. R. 4498.",1
