id,entry,complete_patent
1,"206172. Kaufmann, Ludwig, Schwabhausen, Baden. Vormaischapparat; Zus. z. Pat. 199558. 29/3 08. — A 641.",1
2,"206399. Breddin, Heinrich, Kalau. Gärungs-Saccharometer. 1/4 08. — A 641.",1
3,"206400 (†). Francke, Otto, Berlin, Schonen'schestr. 1. Verfahren zur Herstellung säuerlich schmeckender, insbesondere milchsaurer Biere; Zus. z. Pat. 180726. 1/4 08. — A 641.",1
4,"206875. Maschinenbau-Anstalt Humboldt, Kalk b/Cöln. Treber-Auslaugmaschine. 24/1 07. — A 759.",1
5,"206876. Dietsche, Gebr., Waldshut a/Rh. Abläutervorrichtung mit Wärmekammer um den Läuterbottich. 8/10 07. — A 760.",1
6,"207167. Guillaume, Emile, Paris; Vertr.: A. Doll, Pat.-Anw., Berlin S. W. 48. Verfahren zum selbsttätigen Regeln des Austritts des Vorlaufs oder anderer Kondensationsprodukte aus Destillations- und Rektifikationsapparaten. 27/11 07. — A 822. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 20/3 83 die Priorität auf Grund der Anmeldung in Frankreich vom 19/4 06 anerkannt.",1
7,"207222. Dufour, Henri, Montigny-en-Ostrevent, Nord, Frkr.; Vertr.: C. W. Hopkins u. K. Dfus, Pat.-Anwälte, Berlin S. W. 11. Apparat zur Regelung des Abläuterns von Bierwürze. 26/2 08. — A 822.",1
8,"207477. Herbst, Friedrich, Schöneberg, Erdmannstr. 2. Befestigungsweise für die Zwischenböden in Maischkolonnen. 20/5 08. — A 878.",1
9,"207543. Lux, Johann, Wien; Vertr.: Dr R. Alexander-Katz, Pat.-Anw., Berlin S. W. 68. Apparat zum Naßschroten von gewaschenem und geweichtem Malz. 23/9 06. — A 929.",1
10,"208027. Aktiebolaget Tourbière Company Limited, Karlavägen b/Stockholm; Vertr.: A. Specht, Pat.-Anw., Hamburg 1. Verfahren zum Vergären von aus Torf oder ähnlichen pflanzlichen Stoffen bereiteten Maischen. 16/12 06. — A 1032.",1
11,"208433. Eisenhüttenwerk Thale, Akt.-Ges., Thale a/H. Ablaßventil für Gär- oder Lagerbottiche. 23/7 08. — A 1070.",1
12,"208546 (†). Ruckdeschel, Johann A., Fa, Kulmbach, Bay. Verfahren zur Herstellung dunklen Bieres; Zus. z. Pat. 202823. 14/7 08. — A 1127.",1
13,"209220. Schacke, Gustav, Augsburg, Katharinengasse 173. Vorrichtung zum Abläutern und Abziehen von Bierwürze von den Trebern mit in der Höhenrichtung verstellbaren Ablausrohren. 19/6 07. — A 1270.",1
14,"209221. Meura fils, Philippe, Tournai, Belg.; Vertr.: F. C. Glaser, L. Glaser, O. Hering u. E. Peltz, Pat.-Anwälte, Berlin S. W. 68. Dampfkochkeffel, insbesondere für Brauzwecke, mit zwei voneinander getrennten, durch Dampf von verschieden hoher Spannung heizbaren Doppelböden. 29/4 08. — A 1270.",1
15,"209379. Jung, Dr Otto, Mainz. Apparat mit eigenartigem Rührwerk zum Aufschließen der Treber nach dem Abläutern. 28/7 08. — A 1316.",1
16,"210008. Roener, Michel, Lüttich; Vertr.: K. Deißler, Dr E. Höllner, M. Seiler u. E. Maemecke, Pat.- Anwälte, Berlin S. W. 61. Verfahren zum Kühlen von Flüssigkeiten. 14/4 07. — A 1448.",1
17,"210009. Ballat, René, Paris; Vertr.: Dr D. Landenberger u. Dr E. Graf v. Reischach, Pat.-Anwälte, Berlin S. W. 61. Rektifikationskapsel, insbesondere für alkoholische Flüssigkeiten. 26/9 07. — A 1448.",1
18,"210088. Pauly, Johannes, Leine b/Wartenberg, Pomm. Apparat zur Dunstbeseitigung an einem mit Zerkleinerungsvorrichtung versehenen Ausblaserohr für Dämpfer. 5/5 08. — A 1448.",1
19,"210339. Fülgen, Hermann, Halle a/S., Raisineriestr. 6. Dephlegmator. 22/11 07. — A 1500.",1
20,"211565. Quitt, Rudolf, Hanau a/M. Hopfenseiher mit Preßvorrichtung. 26/7 08. — A 1790.",1
21,"211868. Ziemann, A., Fa, Feuerbach b/Stuttgart. Läuterbottich mit Rinnen in seinem Boden. 11/1 08. — A 1839.",1
22,"213127. Pankrath, Dr Otto, Frankfurt a/M., Wendelsweg 64. Verfahren zur Herstellung eines konzentrierten Auszuges aus vom Korninhalt des Malzes auf trockenem Wege getrennten Spelzen. 23/8 08. — A 2106.",1
23,"213149. Held, Dr Hans, Nürnberg, Sulzbacherstr. 39. Verfahren zur Herstellung eiserner Gärbottiche und Lagerfässer für Bier. 11/8 08. — A 2106.",1
24,"213259. Kapeller, Heinrich, Wien; Vertr.: Dr J. Ephraim, Pat.-Anw., Berlin S. W. 11. Verfahren zur raschen und genauen Bestimmung des Alkoholgehaltes von Flüssigkeiten. 25/3 09. — A 2106.",1
25,"215529. Boidin, Auguste, Seclin, Nord, Frkr.; Vertr.: Pat.-Anwälte Dr R. Wirth, C. Weihe, Dr H. Weil, Frankfurt a/M. 1 u. W. Dame, Berlin S. W. 68. Verfahren zum Dämpfen stärkehaltiger Materialien. 9/7 07. — A 2607.",1
26,"215820. Herter, Heinrich, Genf; Vertr.: N. Meurer, Pat.-Anw. Cöln. Vorrichtung zum Entalkoholisieren von Fruchtsäften udgl. 1/4 08. — A 2674.",1
27,"216595. Pondorf, Dr Paul, Gößnitz, S/A., u. Max Güttner, Halle a/S., Martinstr. 16. Verfahren und Einrichtung zur Gewinnung von Würze aus Maische mittels Schleuderns. 5/7 08.",1
28,"217503. Nathan, Leopold, Zürich; Vertr.: Pat.-Anwälte Dr R. Wirth, C. Weihe, Dr H. Weil, Frankfurt a/M. 1 u. W. Dame, Berlin S. W. 68. Verfahren zur Entfernung unerwünschter Geruch- und Geschmackstoffe bei der Bereitung von Bier. 10/7 08.",1
29,"217548. Heymann, A., Fa, Mannheim, Industriehafen. Brauverfahren, bei dem die Malzkörner vor dem Zerkleinern enthülst werden. 20/7 07.",1
30,"217721. Schacke, Gustav, Augsburg. Rohrförmiges Traggerüst für Läuterböden in Läuterbottichen. 2/2 09.",1
31,"217844. Eisenberg, Alexander, St. Petersburg; Vertr.: A. Elliot, Pat.-Anw., Berlin S. W. 48. Verfahren zur Herstellung eines alkoholarmen, milchsauren Hefewassers. 25/9 08.",1
32,"217845. Kauffmann, Ferdinand, Colmar i/E. Verfahren zur Herbeiführung eines Umlaufs und zur Verhütung des Überkochens in Destillierkesseln. 8/4 09.",1
33,"217986. Armstrong, Sydney, Burton-on-Trent, Bladon Castle, Staffordshire, Engl.; Vertr.: Henry C. Schmidt, Pat.-Anw., Berlin S. W. 11. Verfahren zur Verhinderung des schädlichen Einflusses von Mikroorganismen in Würze mittels Lichtwirkung. 14/5 08.",1
34,"218029. Guillaume, Emile, Paris; Vertr.: A. Doll, Pat.-Anw., Berlin S. W. 48. Verfahren zur doppelten Schlußreinigung von teilweise rektifiziertem Spiritus oder von bei der Rektifi-",0
