id,entry,complete_patent
1,Neuerungen in der Herstellung der sog. Rahmen für Schuhe und Stiefel. 28. Januar 1882. — A 648.,1
2,"19089. — ROSENBERG & FRAENKEL in Berlin N., Elsasserstr. 22. Neuerungen an der KUHLMANNschen Schuh-Pflockmaschine. 17. Februar 1882. — A 636.",1
3,"19234. — KEATS, J., in Bagnal, England; Vertreter: BRYDGES & CO. in Berlin, Königgrätzerstr. 107. Neuerungen an Maschinen zur Fertigstellung der Sohlen und Absätze an Schuhwerk. 12. November 1881. — A 739.",1
4,"19239. — COMEY, W., in Westboró, V. St. A.; Vertreter: ROBERT R. SCHMIDT in Berlin W., Potsdamerstrafse 141. Neuerungen an Nähmaschinen für Schuhwerk. 13. Dezember 1881. — 612.",1
5,"19756. — HACHIN, E. C., in Amiens; Vertreter: G. DITTMAR in Berlin SW., Gneisenaustrafse 1. Maschine zum Aufkleben der Gummieinsätze und des Futters auf den Stiefelschaft. 1. März 1882. — A 676.",1
6,"19836. — COPELAND, G. W., in Malden, Massach., V. St. A.; Vertreter: ROBERT R. SCHMIDT in Berlin W., Potsdamerstr. 141. Leistenmaschine für Schuhwerk. 10. März 1882. — A 721.",1
7,"19900. — MAYER, C., in Cöln, Gereonsmühlengasse 18. Eiserner Ueberschuh. 31. Januar 1882. — A 706.",1
8,"20062. — LARRABEE, C. S., in Mainz. Neuerung an Schneiderädchen zum Abkanten und Einritzen der Sohle. (1. Zusatz zu P. R. 17705.) 29. April 1882. — A 751.",1
9,"20704. — SPENLÉ, M., in Ellrich am Harz. Apparat zum Aufzwicken des Lederschaftes an Schuhleisten. 9. Mai 1882. — A 10083.",1
10,"20707. — RACHLER, M., G. HENNEBERG und J. ROTHZIEGEL in Wien; Vertreter: SPECHT, ZIESE & CO. in Hamburg. Neuerung an Absätzen für Schuhwaaren. 14. Mai 1882. — A 5583.",1
11,"20780. — KIRSCHKE, J., und W. KLENKE in Berlin. Auswechselbarer Stiefelabsatz mit oder ohne Sporenkasten. 4. Juli 1882. — A 5583.",1
12,"20808. — HOPPE, F., in Frankfurt a. M., Neue Rothehofgasse 12 I. Ventilations-Schuhwerk. 27. April 1882. — A 6983.",1
13,"20968. — ASSMANN & SÖHNE, F. W., in Lüdenscheid. Verfahren zum Benageln und Bestiften von Sohlen und dazu benutzte Vorrichtungen. 27. Juli 1882. — A 16283.",1
14,"21070. — GROS, H. C., in Cannstatt, Württemberg. Neuerung an Ausball- oder Glättmaschinen. 19. Juli 1882. — A 17883.",1
15,"17152. — GRUSON, H., Königl. Kommerzienrath in Buckau-Magdeburg, A. HELLHOFF, Artillerie-Offizier in Mainz, und J. A. HALBMAYR in Marienbad, Böhmen; Vertreter: C. PIEPER in Berlin SW., Gneisenaustr. 109/110. Zeitzünder, deren Funktion durch den Aufschlag des Geschosses oder durch den Stoſs im Rohre eingeleitet wird. 1. Dezember 1880. — A 156.",1
16,"17162. — MALKOFF, A., A. PASKIN, Kaiserl. russ. Obrist, und W. PASKIN, Kaiserl. russ. Hauptmann in St. Petersburg; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstr. 80. Neuerungen an dem unter Nr. 5166 patentirten Repetitionsmechanismus für Hinterlader. 17. Juni 1881. — 156.",1
17,"17171. — KIPPER, Th., in Menden, Kreis Iserlohn. Mehrfache Patrone für Handfeuerwaffen. 4. Aug. 1881. — A 261.",1
18,"17252. — GRUSON, H., Königl. Kommerzienrath in Buckau-Magdeburg. Veränderungen an den unter Nr. 13843 patentirten KRUPP'schen Neuerungen an Minimalschartenlaffeten. 25. Juni 1880. — A 271.",1
19,"17381. — LEUE, H., Hofbüchsenmacher in Berlin, Groſse Friedrichstrafse 82. Neuerungen an der Spann- und Verschluſsvorrichtung von Lefaucheux-Gewehren. 23. März 1881. — A 272.",1
20,"17396. — DRUSKOVICH, N., in Triest; Vertreter: J. BRANDT in Berlin W., Königgrätzerstr. 131. Lancastergewehr mit am Vorderschaft angebrachtem Sicherung und auf dem Kolbenhals angeordnetem Drücker. 19. August 1881. — A 272.",1
21,"17402. — LORENZ, W., in Karlsruhe i. B. Maschine zum Einsetzen von Zündhütchen in Gewehrpatronen. (Zusatz zu P. R. 15867.) 13. September 1881. — A 213.",1
22,"17418. — MORRIS, R., in Lewisham, Grafschaft Kent, England; Vertreter: F. C. GLASER, Kgl. Kommissions-Rath in Berlin SW., Lindenstr. 80. Infanterie-Ziel-Kontrollscheibe. 22. Mai 1881. — A 229.",1
23,"17498. — LOEWE & CO., L., in Berlin. Geschofs-Umwickelungsmaschine. 1. Juli 1881. — A 243.",1
24,"(†) 17499. — LOEWE & CO., L., in Berlin. Neuerungen an Zündhütchen-Einsetzmaschinen. 3. Juli 1881. — A 320.",1
25,"17607. — VALASSE, L. N., in Fontenay-sous-Bois, Frankreich; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Neuerungen an Gewehrschlössern. 11. Februar 1881. — A 230.",1
26,17609. — SCHWEIZERISCHE INDUSTRIE-GESELLSCHAFT in Neuhausen bei Schaffhausen; Vertreter: WIRTH & CO. in Frankfurt a. M. Gewehrpatronenkasten für Schnellfeuer. 26. Juni 1881. — A 320.,1
27,"17982. — SCHEUFLER, B., in Berlin W., Leipzigerstrafse 114. Neuerungen an Luftdruckgewehren. 10. August 1881. — A 412.",1
28,"(†) 18048. — BERGMANN, A., in Titting bei Eichstädt in Bayern. Apparat zum Füllen der Gewehrpatronen. 11. Oktober 1881. — A 320.",1
29,"18074. — QUICK, G., in Buxted Uckfield, Grafschaft Sussex, England; Vertreter: J. BRANDT & G. W. v. NAWROCKI in Berlin W., Leipzigerstrafse 124. Neuerungen an Hinterlade-Geschützen. (Zusatz zu P. R. 12261.) 21. August 1881. — A 357.",1
30,"18144. — NORDENFELT, TH., in London; Vertreter: J. MOELLER in Würzburg, Domstrafse 34. Verschluſs für Hinterladungsgeschütze. 28. April 1881. — A 357.",1
31,"18161. — VON DREYSE, F., Königl. Geheimer Kommissionsrath in Sömmerda. Neuerungen an Repetirgewehren. 17. September 1881. — A 398.",1
32,"(†) 18162. — COLLATH, W., in Firma G. TESCHNER & COMP. in Frankfurt a. O. Durch den Drücker spannbares Schloſs für Hinterlade-Jagdgewehre. 18. September 1881. — A 344.",1
33,"(†) 18233. — PALLISER, W., in Kensington, Grafschaft Middlesex, England; Vertreter: C. GRONERT in Berlin O., Alexanderstrafse 25. Neuerungen an Apparaten zum Abfeuern von Kanonen. 5. März 1881. — A 440.",1
