id,entry,complete_patent
1,"10168. — PUTZRATH, L., in Berlin SW., Friedrichstrasse 226. Ventilvorrichtung zum Entlüften von Dampfleitungen und zur Abscheidung von Kondensationswasser aus denselben. 29. Januar 1880. — A 368.",1
2,"10190. — REIMANN, J., in Paris; Vertreter: WIRTH & CO., in Frankfurt a. M. Neuerungen an Speiserufern für Dampfkessel. 25. Januar 1880. — A 402.",1
3,"(†) 10198. — PUTZRATH, L., in Berlin SW., Friedrichstr. 226. Neuerungen an dem unter P. R. 9626 patentirten Dampfdruckreduzirventil (Zusatz zu P. R. 9626). 18. Dezember 1879. — A 346.",1
4,"10203. — GRÖBE, C., in Berlin N., Kesselstr. 42 II. Kurzer Cylinderkessel mit innerer Feuerung unter Benutzung eines rauchverzehrenden Regenerators in Kombination mit einem System von Walzenkesseln. 20. Januar 1880. — A 332.",1
5,"10238. — LANGENSIEPEN, R., in Buckau-Magdeburg. Selbstthätiger Dampfkesselspeise-Apparat. 24. Dezember 1879. — A 392.",1
6,"(†) 10357. — KNAPPE, J., in Berlin SO., Skalitzerstrasse 26. Wasserstandsglas mit selbstthätiger Absperrung beim Bruche des Glases. 4. Febr. 1880. — A 454.",1
7,"10366. — KRAMER, W., in Halle a. S. Wasserstandszeiger mit selbstthätigem Schluſs beim Bruche des Wasserstandsglases. 26. Febr. 1880. — A 392.",1
8,"10477. — LESER, GEBR., G. WITTMANN, Nachfolger in Hamburg. Neuerungen an Probirhähnen für Wasserstandszeiger (Zusatz zu P. R. 9313). 21. Februar 1880. — A 414.",1
9,"10504. — RENAUDOT, M., in Paris; Vertreter: C. KESSELER in Berlin W., Mohrenstr. 63. Sicherheitsventil mit Laufgewicht. 20. Februar 1880. — A 393.",1
10,"10548. — SAINT-PIERRE, E., in Rueil, Frankreich; Vertreter: R. LÜDERS in Görlitz. Neuerungen an Sicherheitsventilen. 17. Februar 1880. — A 472.",1
11,"10555. — HOLSTE, C., in London; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstr. 80. Neuerungen an dem unter P. R. 6234 patentirten HAAG'schen Kondensationsstopfe. 12. September 1879. — A 473.",1
12,"10603. — POND, G. H., und J. O. BRADFORD, in New-York; Vertreter: LENZ & SCHMIDT in Berlin. Verschluſsköpfe für Dampfkessel mit koncentrisch in einander befindlichen Flamm- und Siederöhren in der durch Patent Nr. 10020 geschützten Einrichtung. 4. Jan. 1880. — A 473.",1
13,"10628. — WIGAND, C., in Bielefeld und F. BECKER. in M.-Gladbach. Ueberhitzer, Verdichter und Aufnahmegefäſs für Wasserdämpfe und Luft. 7. Dezember 1879. — A 473.",1
14,"10699. — DE CAMBIAIRE, L. in Lavaur, Frankreich; Vertreter: R. J. SCHMUTZLER in Berlin W., Linkstrasse 37. Neuerungen an Dampfkesseln für Dampfspurwagen. 29. August 1879. — A 473.",1
15,"10784. — GRIMM, D., in Nürnberg. Neuerungen an dem unter P. R. 7273 patentirten automatischen Apparate zur Rückführung des Abdampfes in den Dampfkessel (Zusatz zu P. R. 7273). 28. Dezember 1879. — A 473.",1
16,"10792. — PERL, A., in Danzig. Neuerungen an dem unter P. R. 9120 patentirten, beim Bruche des Glases selbstthätig schlieſsenden Wasserstandzeiger für Dampfkessel (Zusatz zu P. R. 9120). 31. Januar 1880. — A 474.",1
17,"(†) 10797. — SALZMANN, CH., in Leipzig. Automatisches Entlüftungsventil. 19. Februar 1880. — A 495.",1
18,"10807. — MCNIEL, E. H., in Groton, Staat New-York, V. St. A.; Vertreter: C. KESSELER in Berlin W., Mohrenstr. 63. Neuerungen an rauchverzehrenden Dampfkessel-Feuerungen. 20. März 1880. — A 474.",1
19,"10811. — VOSS, F. G., in Chemnitz in Sachsen. Dampfkesselspeiserufer. 24. März 1880. — A 474.",1
20,"10813. — PARSON, H. E., und P. GÖPEL, in New-York; Vertreter: J. BRANDT & G. W. NAWROCKI in Berlin W., Leipzigerstr. 124. Apparat zum Reinigen der Kesselröhren mittels Dampfes. 9. März 1880. — A 474.",1
21,"10876. — NICOL, J. M., in Algier; Vertreter: HETZLER, KOLB & KARCHER in Beckingen a. Saar. Cirkulations-Dampfkessel. 3. Januar 1880. — A 505.",1
22,"10944. — TOMSON, E., in Stolberg bei Aachen. Vertikaler Dampfkessel. 31. Dezember 1879. — A 580.",1
23,"10955. — BOURRY, E. A., in St. Gallen, Schweiz; Vertreter: F. HOFFMANN, Reg.-Baumeister in Berlin N., Kesselstr. 7. Neuerungen in der Konstruktion von Röhrenkesseln. (Zusatz zu P. R. 5899.) 5. Februar 1880. — A 549.",1
24,"11037. — BRAMLAGE, A., in Lohne, Oldenburg. Dampfkessel mit vertikalen, den Unterkessel durchdringenden Flammrohren. 8. Februar 1880. — A 517.",1
25,"(†) 11042. — KOPP, R., in Huttrop bei Steele. Verschiebbarer Kopf an Wasserstandsgläsern zum Einsetzen der Glasröhre. 29. Febr. 1880. — A 518.",1
26,"11163. — SCHAUWECKER, FR., in Weiden, Bayern. Speisevorrichtung, verbunden mit Absperrspeise- und Speiseregulirungsapparat für Dampfkessel und für Behälter, gefüllt mit gespannten Dämpfen. 16. März 1880. — A 581.",1
27,"11170. — STELLWAG, F., in Herborn, Nassau. Apparat und Verfahren zur Rückführung des Abdampfes einer Maschine in den Dampfkessel. 1. Januar 1880. — A 593.",1
