id,entry,complete_patent
1,"41378. — MOEHRING, H., und A. PFLÜGER in Frankfurt a. M., ersterer: Ulmerstraſse 7. Schiebersteuerung mit Längs- und Querbewegung des Schiebers. (I. Zusatz zum Patent 37554.) 27. Mai 1887.",1
2,"41449. — BROTHERHOOD, P., in Lambeth-Surrey, England; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstraſse 80. Benutzung hohler Kurbelstangen als Dampfauslaſs-Kanäle bei den durch Patent 25596 geschützten Mehr - Cylinder - Maschinen. (II. Zusatz zum Patent 25596.) 18. März 1887.",1
3,"41464. — SPANDAU, E., in Magdeburg, Gr. Schulstraſse 14 III. Brause-Einrichtung für Kondensatoren. 1. Juni 1887.",1
4,"41476. — LATOWSKI, R., Eisenbahn-Maschinenmeister i. P. in Breslau, Gräbschnerstraſse 60. Pumpenvorrichtung für die Steuerung von Motoren. 26. Februar 1887.",1
5,"41477. — ERICSSON, J., in New-York, 262 Broadway; Vertreter: F. E. THODE & KNOOP in Dresden, Amalienstraſse 3. Neuerung an Verbunddampfmaschinen. 5. April 1887. — A 3.",1
6,"41479. — PARSONS, CH. A., Mitinhaber der Firma CLARKE, CHAPMAN, PARSONS & CO. in Gateshead, Durham, England; Vertreter: F. E. THODE & KNOOP in Dresden, Amalienstraſse 3. Neuerungen an rotirenden Dampfmotoren. (Zusatz zum Patent 33066.) 28. Mai 1887.",1
7,"41480. — SANGERHÄUSER AKTIEN-MASCHINENFABRIK UND EISENGIESSEREI VORM. HORNUNG & RABE in Sangerhausen und F. J. WEISS in Basel, Schweiz; Vertreter: ROBERT R. SCHMIDT in Berlin SW., Königgrätzerstraſse 43. Rückschlagventil im Wasserzuflufsrohr für Kondensatoren mit anhängender Wassersäule. (Zusatz zum Patent 39345.) 5. Juni 1887.",1
8,"41620. — RECKE, O., in Rheydt, Reg.-Bez. Düsseldorf. Neuerungen an zwangläufigen Ventilsteuerungen. (Zusatz zum Patent 36007.) 16. April 1887. — A 3.",1
9,"41719. — PROELL, Dr. W. R., in Dresden. Neuerungen an den durch die Patente Nr. 1919 und 11062 geschützten Expansions-Regulir-Apparaten. Abhängig von den Patenten Nr. 1919 und 11062. (Zusatz zum Patent 29705.) 25. Februar 1887. — A 69.",1
10,"41817. — BRENNICKE & CO., P., in Berlin SW., Markgrafenstraſse 19. Neuerung an Dampfmotoren. 3. Juni 1886. — A 35.",1
11,"42041. — WING, L. J., und TH. A. RICHARDS in New-York, V. St. A.; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstraſse 101. Dampfmaschine mit schwingenden Cylindern. 24. Mai 1887. — A 139.",1
