id,entry,complete_patent
1,"6. 297 687. Fa Josef Berthóty, Berlin-Hohenschönhausen. Maschine zur Herstellung von Drahtgeflecht. 30/4 14. — A 386.",1
2,"6. 302 228. Fa Louis Kuppenheim, Pforzheim. Maschine zur Herstellung von Ringgeflecht. 4/10 14. — A 938.",1
3,"6. 303 504. Fa Louis Kuppenheim, Pforzheim. Maschine zur Herstellung von Ringgeflecht; Zus. z. Pat. 302 228. 15/7 16.",1
4,"16. 302 063. Fa Heinrich Schmuck, Weißenburg i/B. Plättmühle. 15/9 16. — A 892.",1
5,"18. 301 496. D. Mustad & Sön, Kristiania; Vertr.: Pat.-Anwälte Dr R. Wirth, C. Weihe, Dr H. Weil, M. M. Wirth, Frankfurt a/M., u. Dipl-Ing. T. R. Koehnhorn, Berlin S.W. 68. Abschneide-, Halte- und Fördervorrichtung für Kaltschmiede-Hufnagelmaschinen. 26/5 15. Norwegen 28/5 14. — A 837.",1
6,"20. 296 911. Leo Spiegel, Neheim, Ruhr, Möhnestr. 74. Maschine zur Herstellung von Nägeln mit vollen aufgepreßten Kopfplatten. 7/10 13. — A 254.",1
7,"20. 299 288. Bernard Fürth, Wien; Vertr.: Dr A. Levy u. Dr F. Heinemann, Pat.-Anwälte, Berlin S.W. 11. Verfahren zur Herstellung von Reißbrettstiften durch Ausstanzen aus einer Kopfplatte. 18/7 14. — A 563.",1
8,"1. 296 393. Westfälische Stahlwerke, Bochum. Vorrichtung zur Herstellung von Reifen mit profilierter Außenfläche durch Walzen gegen die Innenfläche eines Formringes. 31/10 15. — A 134.",1
9,"10. 296 999. Gebr. Hinselmann, Essen, Ruhr. Verfahren zur Herstellung von Schüttelrutschen im Walzverfahren. 11/7 14. — A 255.",1
10,"10. 302 090. Friedrich Wilmes, Iserlohn, Kurze Str. 3. Verfahren zum Auswalzen der Schenkel von Sporen. 22/8 16. — A 892.",1
11,"5. 296 538. Robert Dreyer, Hannover, Dreyerstr. 10. Vorrichtung zum gefahrlosen Behandeln von Textilgut in Waschmaschinen, Schleudermaschinen udgl. mit flüchtigen Lösungsmitteln. 2/4 14. — A 174.",1
12,"5. 303 106. Martini & Hüneke, Maschinenbau-Akt.-Ges., Berlin. Verfahren und Einrichtung zur Sicherstellung geschlossener Arbeitsgefäße, insbesondere von Waschmaschinen beim Arbeiten mit flüchtigen Lösungsmitteln. 4/7 12.",1
13,"9. 298 254. Karl Bruno Landgraf, Gera, Reuß, Untermhaus. Leitwalze für Breitfärbe-, Imprägniermaschinen udgl. 9/2 16. — A 469.",1
14,"13. 299 521. Fa H. Krank, Aachen. Vorrichtung zum Färben von Garnwickeln, insbesondere Wollgarnkreuzspulen auf gelochten Hülsen mit kreisender Flotte; Zus. z. d. Patenten 290 526 u. 294 524. 18/1 14. — A 610.",1
15,"13. 300 479. Fa H. Krank, Aachen. Vorrichtung zum Färben von Garnwickeln, insbesondere Wollgarnkreuzspulen auf gelochten Hülsen mit kreisender Flotte; Zus. z. Pat. 299 521. 18/1 17. — A 708.",1
16,"15. 297 358. J. G. Lindner, Maschinenfabrik, Crimmitschau i/Sa. Vorrichtung zum Färben von Strähngarn mit umkehrbar kreisender Flotte. 7/2 14. — A 333.",1
17,"15. 297 359. Hippolite Bueghs, Turnhout, Belg.; Vertr.: M. Löser u. Dipl-Ing. O. H. Knoop, Pat.-Anwälte, Dresden. Vorrichtung zum Bleichen oder Färben von schwerem Strähngarn aus Flachs, Werg, Jute odgl. 16/4 13. — A 333.",1
18,"15. 299 436. Gebrüder Schmid, Basel, Schweiz; Vertr.: D. Siedentopf u. Dipl-Ing. W. Fritze, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zum Besprizen von Garn in Strähnenform. 8/7 16. Schweiz 29/1 16. — A 596.",1
19,"15. 299 507. Arthur Pelzer, Görlitz. Verfahren und Garnträger zum Färben von Strähngarn. 5/10 16. — A 610.",1
20,"17. 302 923. Arthur Pelzer, Görlitz, Schmidtstr. 5. Küpenfärbevorrichtung. 1/1 16.",1
21,"17. 303 476. Robert Förster u. Gustav Otto, Cottbus. Färbevorrichtung. 17/10 16.",1
22,"17. 303 568. Arthur Pelzer, Görlitz, Schmidtstr. 5. Küpenfärbevorrichtung; Zus. z. Pat. 302 923. 6/2 16.",1
23,"19. 296 771. C. G. Haubold jr. G. m. b. H., Chemnitz, Sa. Schleudertrommel für Fasergut. 17/4 14. — A 216.",1
24,"19. 299 854. Gebrüder Heine, Viersen, Rhld. Schleudermaschine mit elektrischem Antrieb, insbesondere zum Färben, Bleichen, Waschen, Imprägnieren und Nitrieren von Textilgut; Zus. z. Pat. 291 645. 18/12 13. — A 630.",1
25,"23. 299 876. Peter Ewerhard, Marbach a/D., Nieder-Österr., u. Johann Baumann, Stattersdorf b/St. Pölten; Vertr.: J. Alpiß u. F. Reinhold, Pat.-Anwälte, Berlin S.W. 11. Strähngarn-Mercerisiermaschine. 6/12 14. Österreich 6/12 13. — A 630.",1
26,"25. 303 529. John Tattersall u. Tattersall & Holdsworth's Globe Works & Stores N. V., Enschede, Holland; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Trockenvorrichtung für Garnketten. 1/7 13.",1
27,"36. 299 803. Hans Mühleder, Zürich, Schweiz; Vertr.: C. Wessel, Pat.-Anw., Berlin S.W. 61. Garnträger. 21/3 16. Schweiz 10/4 15. — A 630.",1
