id,entry,complete_patent
1,"55711. — COOMES, M. F., Arzt, und A. W. HYDE in Louisville, 6281/2 Fourth Street bezw. 828 Second Street, Grafschaft Jefferson, Staat Kentucky, V. St. A.; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Verfahren zur Bereitung von Stahl. 26. Februar 1890. — A 252.",1
2,"56181. — VERSEN, B., in Dortmund, Heiligerweg 8. Verfahren und Vorrichtung zur Herstellung von Bessemer-Birnen-Böden. (Zusatz zum Patente Nr. 30634.) 15. Mai 1890. — A 363.",1
3,"56195. — ADAMS, CH., in Pittsburgh, 110 Diamond Street, Pennsylvania, V. St. A.; Vertreter: F. EDMUND THODE & KNOOP in Dresden, Amalienstraſse 5. Unmittelbare Darstellung von Eisen aus seinen Erzen. 9. Juli 1890. — A 461.",1
4,"56205. — HERBERTZ, F. A., in Köln a. Rh. Schmelzofen mit Dampfstrahl. 12. August 1890. — A 461.",1
5,"(†) 56395. — GINK, H., in Rosenberg, Oberpfalz. Bessemerbirne mit schlitzförmigen Windeinströmungsöffnungen. 2. März 1890. — A 461.",1
6,"56772. — STEIN, S., in Bonn, Clemensstr. 4. Verarbeitung von Erzschlacken in Flammöfen. (2. Zusatz zum Patente Nr. 47132.) 10. Juli 1890. — A 461.",1
7,"57164. — LÜHRMANN, F. W., in Düsseldorf. Aufgebevorrichtung für Schachtöfen. 25. Juli 1890. — A 663.",1
8,"57691. — BROWN, A. E., in Cleveland, Ohio, V. St. A.; Vertreter: G. BRANDT in Berlin S.W., Kochstraſse 4. Hochofenbeschickungsapparat. 3. Oktober 1890. — A 785.",1
9,"57729. — BATES, F. G., in Philadelphia, Pennsylvania, V. St. A.; Vertreter: C. FEHLERT & G. LOUBIER, in Firma C. KESSELER, in Berlin N.W., Dorotheenstr. 32. Zusatz von Kryolith beim Cementiren von Eisen. 20. Mai 1890. — A 785.",1
10,"57880. — COOMES, M. F., und A. W. HYDE in Louisville, Staat Kentucky, V. St. A.; Vertreter: TH. LORENZ in Berlin S.W., Hornstr. 11. Bad zum Härten von Stahl und Eisen. 12. November 1890. — A 785.",1
11,"57883. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Erzeugung von Eisen unmittelbar aus Erzen. 26. November 1890. — A 785.",1
