id,entry,complete_patent
1,"198255. Felten & Guilleaume-Lahmeyerwerke Act.-Ges., Frankfurt a/M. Elektromagnetische Fangbremse an Aufzügen udgl. 11/4 07. — A 1646.",1
2,"198323. Reich, Alwin, Berlin, Zimmerstr. 34. Einrichtung zum Steuern von elektrisch betriebenen Aufzügen odgl. 12/10 06. — A 1695.",1
3,"198360. Troppenz, Emil, Berlin, Gartenstr. 66. Sicherheits-Türverschluß an Aufzugschachttüren. 24/11 07. — A 1694.",1
4,"198487. Sabli, Robert, Basel; Vertr.: Dr W. Brückmann, Rechtsanw., Berlin S.W. 61. Vorrichtung zum Ausschalten von elektrischen Hebezeugen, Fahrzeugen udgl. 29/4 06. — A 1695.",1
5,"198556 (†). Burckhardt & Ziesler, Chemnitz. Selbsttätig wirkende Verschlußvorrichtung zwischen den Fahrkörben eines Paternosteraufzuges; Zus. z. Pat. 189187. 26/5 06. — A 1746.",1
6,"198602. Heiling, Heinrich, Daldrup b/Dülmen, Westf. Fangvorrichtung für Förderkörbe udgl. 13/6 07. — A 1747.",1
7,"198783. Altena, Heinrich, Oberhausen, Rhld., u. Otto Eigen, Duisburg, Prinzenstr. 34. Schalenaufhängung bei Förder- und Aufzugsanlagen mit Ober- und Unterseil. 19/12 06. — A 1789.",1
8,"198820. Pieron, H., & Co., Remscheid. Schubvorrichtung mit Sicherheitsseil gegen das Abstürzen von Förderkörben bei Aufzügen. 18/4 07. — A 1790.",1
9,"199254. Benrather Maschinenfabrik Akt.-Ges., Benrath. Steuervorrichtung für elektrisch angetriebene Hebezeuge odgl. 19/8 06. — A 1904.",1
10,"199266. Duisburger Maschinenbau-Akt.-Ges. vorm. Bechem & Keetman, Duisburg. Schrägaufzug mit gekrümmter Fahrbahn und über eine Leitrolle geführtem Fahrseil. 25/4 07. — A 1904.",1
11,"199504 (†). Greaser, Daniel Fouse, Munhall, V. St. A.; Vertr.: A. Wiele, Pat.-Anw., Nürnberg. Fangvorrichtung für Aufzüge. 26/3 07. — A 1948.",1
12,"199505. Basarke, Bruno, Chemnitz, Albertstr. 3. Schachtverschluß für Aufzüge. 14/7 07. — A 1948.",1
13,"199596. Smith, William Edward, St. Petersburg; Vertr.: Dr B. Alexander-Katz, Pat.-Anw., Berlin S.W. 13. Fördervorrichtung in senkrechter, geneigter oder wagerechter Bahn. 7/6 07. — A 1947.",1
14,"199629. Hastenrath, Heinr., Cöln, Drachenfelsstr. 41. Fangvorrichtung für Aufzüge und Fördereinrichtungen. 18/6 07. — A 1994.",1
15,"199725. Otis Elevator Company Limited, London; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Schaltvorrichtung für elektrische Aufzüge mit Druckknopfsteuerung. 6/3 06. — A 1995.",1
16,"199989. Reno, Jesse Wilford, New-York; Vertr.: P. Müller, Pat.-Anw., Berlin S.W. 61. Treppenaufzug mit an einander gelenkten Stufen. 25/12 06. — A 2044.",1
17,"200080. Rothehäuser, Georg, Werden, Ruhr. Fangvorrichtung für Förderkörbe. 30/4 07. — A 2085.",1
18,"200525. Allgemeine Elektricitäts-Gesellschaft, Berlin. Sicherheitsvorrichtung für elektrisch betriebene Fördermaschinen. 13/5 06. — A 2180.",1
19,"200606. Jäger, Wilhelm, Halle a/S., Artilleriestr. 6. Fördervorrichtung für Säcke udgl. 29/6 07. — A 2179.",1
20,"200607. Mc Cully, Charles, London u. William Farnsworth, Nottingham, Engl.; Vertr.: Dr W. Haußknecht u. V. Fels, Pat.-Anwälte, Berlin W. 9. Fang- vorrichtung für Förderanlagen. 19/10 07. — A 2197.",1
21,"200608. Flohr, Carl, Fa., Berlin. Türsperrung an Aufzugs-Schachttüren. 31/12 07. — A 2179.",1
22,"200848. Felten & Guilleaume-Lahmeyerwerke Act.-Ges., Frankfurt a/M. Einrichtung zur Erzielung gleicher Auslaufwege an elektrisch betriebenen Aufzügen und ähnlichen Anlagen. 16/1 06. — A 2229.",1
23,"201284. Schrader, Wolfgang, Berlin, Chausseestr. 35. Paternosteraufzug. 24/11 07. — A 2344.",1
