id,entry
1,"34351. — VÖGELE, JOSEPH, Firma, in Mannheim. Aufschneidbarer Weichenspitzenverschlufs mit veränderlichem Drehpunkt. 30. Juli 1885."
2,"34353. — BENTLEY, E. M., in Brooklyn, New-York, und W. H. KNIGHT in Cleveland, Ohio, V. St. A.; Vertreter: C. PIEPER in Berlin SW., Gneisenaustrafse 110. Schaltung bei elektrischen Eisenbahnen. 7. Oktober 1884."
3,"34354. — LIPPMANN, G. H., in Zwickau in Sachsen. Kombinirte Kuppelung für Zugstangen, elektrische und Luft-Leitungen bei Eisenbahnwagen. 27. Februar 1885."
4,"34357. — WAGGON-FABRIK LUDWIGSHAFEN in Ludwigshafen a. Rh., Bayern, und H. UHRY in Strafsburg, Elsafs. Bewegliche Endachsen für dreiachsige Eisenbahnfahrzeuge. 3. Mai 1885."
5,"34370. — DARLING, J., in Glasgow, 11 Bothwell Street, Nordbritannien; Vertreter: C. PIEPER in Berlin SW., Gneisenaustr. 110. Kuppelung für Eisenbahnfahrzeuge. 25. März 1885."
6,"34371. — BÜSSING, H., in Braunschweig. Endkompensation für Weichengestänge mit Bruchstift. 5. April 1885."
7,"34374. — GAST, J., in Berlin NO., Greifswalder strafse 22. Neuerung an mechanisch blockirten Signalstellböcken. 24. Mai 1885."
8,"34380. — WÄHRER, A., in Schopfheim im Badischen Wiesenthale. Schlagbaum-Barrière. 19. Juni 1885."
9,"34383. — LERÈDE, & CO., Firma L., in Paris; Vertreter: F. C. GLASER, Königl. Kommissionsrath in Berlin, Lindenstr. 80. Neuerung an Kugelgelenken der Röhrenkuppelung für Luftbremsen. 2. Juli 1885."
10,"34423. — SCHLEIFER, M., in Berlin. Neuerungen an der unter Nr. 31144 patentirten selbsttätigen Nachstellvorrichtung für Bremsklötze. (Zusatz zum PATENT 31144.) 29. Juni 1884."
11,34468. — MASCHINENBAUANSTALT HUMBOLDT in Kalk bei Köln. Kombination von Greifer- und Bremshebel bei Strafsenbahnen mit Seilbetrieb. 15. Februar 1885.
12,"34481. — HILLERSCHEIDT, O., in Berlin N., Schönhauser-Allee 44. Weichenspitzenverschlufs mit Abscheerstift. 22. Mai 1885."
13,"34549. — BAARE, F., in Bochum i. W. Verfahren der Radreifenbefestigung für Eisenbahnräder. 28. April 1885."
14,"30550. — BRAUN, J., in Mratin, Post Mieschitz, Böhmen; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Neuerungen an dynamoelektrischen Maschinen. 6. Juli 1884. — A 241."
15,"30562. — CHAIMSONOVITZ, E. P., in Leytonstone, County of Essex, England; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Verbindung der Elektroden von galvanischen Batterien mit Commutatoren oder Unterbrechern. 30. Dezember 1883. — A 192."
16,"30609. — OESTERREICH, Postrath, in Berlin SW., Yorkstr. 3. Automatischer Umschalter zur Verbindung mehrerer Fernsprechleitungen unter einander. 10. Mai 1884. — A 166."
17,"30624. — PHILIPPART, G., in Paris; Verteter: J. BRANDT in Berlin SW., Anhaltstr. 6. Regulirung von Elektromotoren, welche durch Accumulatoren betrieben werden. 14. Oktober 1883. — A 192."
18,(†) 30701. — WOHLFARTH & KROENIG in Chemnitz. Anwendung von Kurvenscheiben mit stetig sich ändernden Momentenarmen zur Erzielung eines konstanten Drehungsmomentes bei veränderlicher elektromotorischer Kraft. 3. Juli 1884. — A 192.
19,"30726. — THOMSON, Sir W., Professor der Universität in Glasgow, Grafschaft Lanark, Nordbritannien; Vertreter: C. PIEPER in Berlin SW., Gneisenaustr. 110. Neuerungen in Apparaten und Methoden zur Registrirung und Integrirung elektrischer Ströme. 29. März 1884. — A 268."
20,"(†) 30728. — BARRIER, J. J. F. TOURVIEILLE und E. LEGAY in Dévallois, Seine, Frankreich; Vertreter: J. BRANDT & G. W. v. NAWROCKI in Berlin W., Friedrichstrafse 78. Accumulator, genannt „Elektrodok“. 8. Juni 1884. — A 166."
21,"30729. — SIEMENS & HALSKE in Berlin SW., Markgrafenstrafse 94. Dynamo-elektrische Maschine. 9. Juli 1884. — A 268."
22,"(†) 30734. — PÜRTHNER, J. C., in Wien; Vertreter: J. BRANDT in Berlin SW., Anhaltstrafse 6. Neuerung an Selbstunterbrechern. 17. August 1884. — A 206."
23,"(†) 30965. — VAN DER WEYDE, P. H., in Brooklyn, County of Kings, New-York, V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstrafse 47. Elektrische Anti-Inductions-Stromleitung. 10. Juni 1884. — A 223."
24,"(†) 30996. — BECK, CH. F., in Philadelphia, V. St. A.; Vertreter: F. ENGEL in Hamburg. Elektrische Lampe mit Inductionsfunken. 27. Mai 1884. — A 268."
25,"31055. — CROMPTON, R. E. B., Mansion House Buildings, Queen Victoria Street, London und T. CRABB, Arc Works, Chelmsford, County of Essex; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Regulirvorrichtung für Bogenlampen. 17. November 1883. — A 308."
26,"31056. — ALLEN, CH. E., in Adams, County of Berkshire, Massach., V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Apparat zur Verstärkung elektrischer Undulationen. 26. März 1884. — A 308."
