id,entry
1,"237489. Vereinigte Dampfturbinen-Gesellschaft m. b. H., Berlin. Regelungsvorrichtung an Anzapfturbinen mit einstellbarem Anzapfdrucke. 21/10 10. - A 1825."
2,"237490. Major, Heinrich Karl, Königsberg i/Pr., Kaiserstr. 7. Regelungsvorrichtung für die Düsen von Dampfturbinen. 23/2 11. - A 1825."
3,"237541. Aktiebolaget Ljungströms Ångturbin, Liljeholmen b/Stockholm; Vertr.: A. Specht, Pat.-Anw., Hamburg 1. Radialturbine für Dampf- oder Gasbetrieb mit seitlich von den Radkränzen verlegten ringförmigen Labyrinthdichtungen, die an festen oder sich drehenden Teilen angebracht sind. 13/11 09. - A 1826."
4,"237750. Nielsen, Lars, Wilhelmsburg. Vorrichtung zum Einsetzen und Feststemmen der Schaufeln von Dampfturbinenrädern mittels mechanisch bewegter Stempel. 28/12 07. - A 1915."
5,"238140. Krupp, Fried., Akt.-Ges., Germaniawerft, Kiel-Gaarden. Vorrichtung zum Regeln des von einer Hilfsturbine in die Zwischenstufe einer Hauptturbine überströmenden Dampfes. 1/1 11. - A 1958."
6,"238257. Sulzer, Gebrüder, Winterthur u. Ludwigshafen a/Rh.; Vertr.: A du Bois-Reymond, M. Wagner u. G. Lemke, Pat.-Anwälte, Berlin S.W. 68. Einrichtung zum Antrieb der Kondensationspumpen bei Dampfturbinenanlagen. 8/9 10. - A 1958."
7,"238680. Rothert, Carl, Frauendorf - Stettin, Herrenwieserstr. 90. Schaufelversteifung. 14/12 10. - A 2053."
8,"239196. Brown, Boveri & Cie Akt.-Ges., Mannheim-Käferthal. Regelung mehrstufiger Dampfturbinen; Zus. z. Pat. 193697. 16/7 10. - A 2151."
9,"239197. Kienast, Arnold, Leipzig, Kaiser Wilhelmstr. 1. Aus zwei Blechwänden zusammengesetzte Turbinenschaufel. 8/7 10. - A 2151."
10,"239198. Maschinenbau-Anstalt Humboldt, Cöln-Kalk. Federnde Welle mit fliegend angeordnetem Laufrad für Kraftmaschinen, insbesondere Dampfturbinen oder Kreiselpumpen, Gebläse usw. 18/2 11. - A 2152."
11,"239653. Heller, Louis, u. Carl Völker, Weilerswist. Vorrichtung zur Regelung von Dampf- oder Gasturbinen mit ablaßweiser Einführung des Treibmittels unter Verwendung einer Hilfsmaschine für das Einlaßorgan. 24/12 10. - A 2247."
12,"240116. Konstantjevic, Rudolf, Giuseppe Mazenik u. Felix Gessi, Triest; Vertr.: Lamberts, Zeisig u. Dr Lotterhos, Pat.-Anwälte, Berlin S.W. 61. Dampfturbine mit sich kreuzenden Leit- und Laufradschaufeln. 14/8 09. - 2350."
