id,entry
1,"66755. — LACOSTE, J., in Toulouse; Vertreter: R. LÜDERS in Görlitz. Ausschankapparat. 26. Mai 1892."
2,"66756. — HERZ, A., in München, Auf der Insel Nr. 2. Bierglasdeckel. 29. Mai 1892."
3,"66766. — HARRIS, J. N., Apotheker, in 34 Clifton Road, Selhurst Road, South Norwood, County of Surrey; Vertreter: C. PIEPER und H. SPRINGMANN in Berlin N.W., Hindersinstr. 3. Maschine zum Verschliessen von Konservebüchsen. 3. März 1892."
4,"66767. — GUILLEAUME, F., und E. GOLTSTEIN, beide in Bonn. Konservenbüchsenverschluss. 9. April 1892."
5,"66779. — FLAMM, O., und M. NÄGLER in Charlottenburg, Knesebeckstr. 5. Flasche mit Vorrichtung zur Kennzeichnung des stattgehabten Oeffnens. 31. Mai 1892."
6,"66781. — GERSCHNER, H., in Dresden-Altstadt, Pfotenhauerstr. 38. Maschine zum Verschliessen von Flaschen mit Bügelverschluss. 23. Juni 1892."
7,"61492. — MC GLASSON, R., in Selhurst, Surrey, England; Vertreter: WIRTH & CO. in Frankfurt am Main. Schraubenpropeller mit verstellbaren Flügeln. 30. April 1891. — A 562."
8,"61557. — AZZERONI, G., Southwark, Surrey, England; Vertreter: SPECHT, ZIESE & Co. in Hamburg. Steuerapparat. 3. Juli 1891. — A 589."
9,"61570. — SIMPSON, J., in Liverpool, Rumford Place, Grafschaft Lancaster; Vertreter: F. EDMUND THODE & KNOOP in Dresden. Reactionspropeller. 13. Dezember 1890. — A 443."
10,"61594. — SMITH, W. TH. L., in Spring Lodge, Dean Road, South Croydon, Surrey, England; Vertreter: J. MOELLER in Würzburg. Treibvorrichtung für Schiffe. 9. Juli 1891. — A 443."
11,"61601. — HÜBNER, P., in Kiel, Annenstr. 52a. Rettungsboot. 1. August 1891. — A 462."
12,"61731. — SPILKER, G., in Nordwalde i. W. Floss aus Feldgeschirren. 1. März 1891. — A 443."
13,"61741. — BOESELAGER, O. J. B., in Mount Angel, Oregon; Vertreter: C. FEHLERT und G. LOUBIER in Berlin N.W., Dorotheenstr. 32. Vorrichtung zum Fortbewegen, Steuern und Anhalten von Schiffen. 21. August 1891. — A 462."
14,"61889. — GUTEHOFFNUNGSHÜTTE, AKTIENVEREIN FÜR BERGBAU UND HÜTTENBETRIEB in Oberhausen II. Maststuhlung für Fluss- und Kanalfahrzeuge. 21. August 1891. — A 562."
15,"61912. — HURRELL, M. H., in Fair View, Dartmouth, Grafschaft Devon, England; Vertreter: J. MOELLER in Würzburg. Von der Lancirstation aus zu steuernder Torpedo. 22. März 1891. — A 463."
16,"62439. — THARIN, A., in Brüssel, 17 rue Birmingham; Vertreter: R. DEISSLER in Berlin C., Alexanderstr. 38. Schraubendampfer mit keilförmigen, am Vordertheil des Schiffskörpers angeordneten durchbrochenen Flächen. 19. Juli 1891. — A 629."
