id,entry
1,"21857. — HEINSBERGER KORB- UND WEIDEN-INDUSTRIE, OSCAR SCHLEICHER, in Heinsberg. Reinigungsmaschine für Flechtrohr. 12. Oktober 1882. — A 321."
2,"22886. — HAMBURG-BERGEDORFER STUHLROHR-FABRIK VON LÜTCKE & Co., Offene Handelsgesellschaft, in Hamburg. Neuerung an Schälmaschinen für Rohr, Weiden u. s. w. 6. Juni 1882. — A 406."
3,"23130. — RAYMON, F. F., in Newton, Massach., V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstrafse 47. Neuerungen an Flechtrohr-Hobelmaschinen. 19. März 1882. — A 486."
4,"23131. — RAYMON, F. F., in Newton, Massach., V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstrafse 47. Neuerungen an Flechtrohr-Bearbeitungsmaschinen. 19. März 1882. — A 543."
5,"24617. — GIESE & Co., GEBR., in Offenbach a. M. Maschine zur Herstellung von Flaschenhüllen aus Stroh. 4. März 1883. — A 3784."
6,"25617. — VON WISSMANN, Rittmeister a. D., in Döbschütz bei Reichenbach O.-L. und A. ROSCHER in Reichenbach O.-L. Weidenschälmaschine. 12. Juni 1883. — A 1684."
7,"21259. — LUCKIIARDT, J., in Berlin S., Ritterstr. 22. Dose mit maulartiger Oeffnung. 16. Juli 1882. — A 231."
8,"21271. — WEYLANDT, A., in Berlin SW., Friedrichstrafse 225. Bügelverschlufs für Taschen- und Medaillonstempel. 21. März 1882. — A 231."
9,"(†) 21331. — FREYMÜLLER, W., in Celle in Hannover. Pfeifenreiniger. 22. August 1882. — A 158."
10,"(†) 21574. — BRAND, A., in Wien, Fünfhaus, Zinkgasse 13; Vertreter: E. GUGEL in München. Verfahren zur Herstellung von Stoffknöpfen mit Pappdeckel-Untertheil und Drahtöse. 25. Juni 1882. — A 217."
11,"21579. — HARTKOPF, R., in Solingen. Neuerung an Cigarrenscheren. 17. August 1882. — A 217."
12,"(†) 21672. — CÖLLEN, C., in Hamburg. Neuerung an Rauch-Etuis. 23. August 1882. — A 217."
13,"21676. — HERBERHOLZ, R. in Barmen, Hubertusstrafse 2. Knopfbefestigung ohne Nähen. 5. September 1882. — A 259."
14,"(†) 21677. — KUHN, H., in Hombruch bei Barop. Circulirpfeife. 5. September 1882. — A 246."
15,"(†) 21678. — NOEH, H., in Berlin, Grimmstr. 38. Feuerzeug. 20. September 1882. — A 291."
16,"(†) 21679. — LEHMANN, A., in Berlin, Manteuffelstrafse 116. Fassung für Maschettenknöpfe, Schlipssnadeln u. dgl. 22. September 1882. — A 259."
17,"(†) 21747. — HOMMEL, C., in Bockenheim bei Frankfurt a. M. Neuerung an Cigarrenspitzen mit durch den Rauch sichtbar werdenden Bildern. 10. August 1882. — A 321."
18,"21851. — STRÖSSENREUTHER, J. C., in Nürnberg. Neuerung an Cigarrenspitzen. 8. September 1882. — A 292."
19,"(†) 21941. — NEIDIG, W., in Hanau. Verschlufs für Hemden- und Manschettenknöpfe. 14. Juli 1882. — A 246."
20,"21945. — LUCKIIARDT, J., in Berlin S., Ritterstr. 22. Neuerung an Dosen mit maulartiger Oeffnung. (I. Zusatz zu P. R. 21259.) 20. August 1882. — A 333."
21,"(†) 21946. — LA GRANGE, R. J., in Philadelphia, Pennsylvanien, V. St. A.; Vertreter: ROBERT R. SCHMIDT in Berlin W., Potsdamerstr. 141. Neuerungen an Schmuckringen. (I. Zusatz zu P. R. 21017.) 13. September 1882. — A 259."
