id,entry
1,"266 533. Krupp, Fried., Akt.-Ges., Essen, Ruhr. Ofen mit Regenerativfeuerung, der durch Gase von geringem Heizwert beheizt wird. 9/12 11. — A 2430."
2,"267 090. Eickworth & Sturm G. m. b. H., Dortmund. Wärmeofen. 23/7 12. — A 2544."
3,"267 141. Trippenfee, Albert, Grünstadt, Pfalz. Rekuperator mit in der Längsrichtung laufenden Rauchkanälen und in der Querrichtung darüber liegenden Luftkanälen. 28/2 12. — A 2544."
4,"268 697. Poetter G. m. b. H., Düsseldorf. Stoßofen für Hochofengasfeuerung. 15/8 11."
5,"269 164. Hoeller, Wilhelm, Obercassel b/Bonn. Düse mit Spreizfläche zur Mischung von Gas und Luft für Gasfeuerungen. 28/12 11."
6,"256 197. Fried, Aloys, Barmen u. Maschinenbau-Anstalt Humboldt Akt.-Ges., Cöln-Kalk. Müllverbrennungsöfen. 13/6 07. — A 405."
7,"256 404. Müllverbrennungsgesellschaft m. b. H. Vesuvio, München. Entschlackungsmaschine für Müllverbrennungsöfen mit Vorrichtung zum Festhalten des Schlackenkuchens und zum Abstreifen von Schlackenstücken. 7/9 11. — A 453."
8,"256 566. Gemeinde Wien, städtisches Elektrizitätswerk, Wien; Vertr.: C. Gronert u. W. Zimmermann, Pat.-Anwälte, Berlin S.W. 61. Müllverbrennungsöfen mit Dampfkesselanlage und Hilfsfeuerungen, die mit Öl oder Gas betrieben werden. 11/12 10. — A 453."
9,"257 576. Körting, Gebr., Akt.-Ges., Linden b/Hannover. Leichenverbrennungsöfen mit Ölfeuerung. 30/6 11. — A 660."
10,"258 066. Siemens, Friedrich, Berlin, Mittelstr. 21. Leicheneinäscherungsöfen mit Regeneratoren und einem Gaserzeuger. 18/8 11. — A 762."
11,"258 562. Birault, C., Paris; Vertr.: A. du Bois-Reymond, M. Wagner u. G. Lemke, Pat.-Anwälte, Berlin S.W. 11. Müllverbrennungsöfen. 7/10 11. — A 866."
12,"259 304. Fried, Aloys, Barmen, Friedrich-Wilhelm-Str. 4 u. Maschinenbau-Anstalt Humboldt Akt.-Ges., Cöln-Kalk. Einrichtung zur Ausnützung der Abgase bei Müllverbrennungsanlagen zum Zwecke der Dampferzeugung. 7/1 10. — A 1020."
13,"259 447. Müll-Schmelze und -Verkoksung G. m. b. H., Berlin. Müllverbrennungsofen. 14/7 11. — A 1075."
14,"263 725. Bunzlauer Werke Lengersdorff & Comp., Bunzlau, Schlesien. Verfahren und Vorrichtungen zur Einäscherung von Leichen mit Verbrennungsgasen und erhitzter Luft mit nur einer Wärmequelle. 6/7 11. — A 1924."
15,"263 783. Haase, Arthur, Arnsdorf b/Dresden. Einführvorrichtung für Öfen. 3/7 12. — A 1924."
16,"267 142. Heurtey, René, Paris; Vertr.: H. Neuendorf, Pat.-Anw., Berlin W. 57. Verbrennungsofen für Müll und sonstige Abfallstoffe mit einem Drehrost. 19/3 12. — A 2544."
17,"267 474. Leask, Norman, Egremont, Engl.; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Beschickungsvorrichtung für Müllverbrennungsöfen. 6/7 11. — A 2658. Priorität aus der Anmeldung in England vom 7/7 10 anerkannt."
18,"267 547. Kühnau, Richard, Chemnitz i/Sa., Crusius-str. 5. Sargeinführvorrichtung für Verbrennungsöfen. 27/5 11. A 2658."
19,"267 548. Kühnau, Richard, Chemnitz i/Sa., Crusius-str. 5. Sargeinführvorrichtung für Verbrennungsöfen mit auf dem Einführungswagen in senkrechter Richtung beweglichem Sargträger; Zus. z. Pat. 267 547. 29/11 11. — A 2659."
20,"267 752. Müllverbrennungsgesellschaft m. b. H. Vesuvio, München. Beschickungsvorrichtung für Müllöfen. 8/2 13."
21,"256 727. Heller, Fritz, Kasnau b/Pilsen, Böhmen; Vertr.: Pat.-Anwälte Dr R. Wirth, Dipl.-Ing. C. Weihe, Dr H. Weil, Frankfurt a/M. 1 u. W. Dame, Berlin S.W. 68. Gaserzeuger mit Luftzuführung in verschiedene Zonen der Brennstoffsäule. 29/3 12. — A 513."
22,"257 532 (†). Zanella, Umberto, Mailand; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl.-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Vergasung kleinkörniger oder staubförmiger Brennstoffe in Gaserzeugern. 14/5 11. — A 660. Priorität aus der Anmeldung in Italien vom 14/5 10 anerkannt."
23,"258 018 (†). Alston, Charles Henry Thomas, u. Percival Turner Houston, London; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Vorrichtung zur Regelung der Dampfzuführung in das Zugrohr von Gaserzeugern. 27/2 12. — A 762."
24,"258 238. Kerpely, von, Anton, Wien; Vertr.: L. Glaser, O. Hering u. E. Peiß, Pat.-Anwälte, Berlin S.W. 68. Schachtabschluß für mit höherer Windpressung arbeitende Drehrostgaserzeuger; Zus. z. Pat. 242 017. 23/12 11. — A 816."
25,"258 442. Heinecke, Ernst, Wernigerode a/Harz. Gaserzeuger mit zylindrischem Schacht. 9/3 12. — A 866."
26,"258 988. Grundhöfer, Wilhelm, Willich, Bahnhofstr. 3. Einrichtung zur Ermöglichung eines ununterbrochenen Betriebes bei Druckgaserzeugern. 5/12 11. — A 968."
27,"259 448. Pineau, Etienne, Nantes; Vertr.: Dipl.-Ing. H. Caminer, Pat.-Anw., Berlin S.W. 68. Einrichtung zur Verhinderung des Zusammenbackens des Brennstoffes in dem Brennstoffeinführungsrohr von Gaserzeugern mit Unterbeschickung. 6/6 12. — A 1075."
28,"260 856 (†). Climie, William, Borrowstounneß, Linlithgowshire, Schottl.; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Gaserzeuger. 5/9 11. — A 1326."
29,"260 952. Glasgow, Arthur Graham, Richmond, V. St. A.; Vertr.: C. Fehlert, G. Loubier, F. Harmsen, A. Büttner u. E. Meißner, Pat.-Anwälte, Berlin S.W. 61. Wassergasanlage. 15/8 11. — A 1380."
30,"261 048. Ragot, Eugène, Bettaincourt, u. Paul Pierre-Hervotte, Joinville, Frankr.; Vertr.: R. Deißler, Dr G. Döllner, M. Seiler, E. Maemecke u. Dipl.-Ing. W. Hildebrandt, Pat.-Anwälte, Berlin S.W. 61. Gaserzeuger mit Wasserverschluß am unteren Schachtende und unteren Gasabzug. 4/11 11. — A 1380."
31,"263 672. Goehtz, Hermann, Hannover-Döhren, Willmerstr. 14. Drehrost für Gaserzeuger. 2/8 12. — A 1881."
