id,entry
1,"158471. Compagnie Internationale de l’Electro-Typographe Méray & Rozár, Paris; Vertr.: Pat.-Anwälte Dr R. Wirth, Frankfurt a/M. 1 u. W. Dame, Berlin S.W. 13. Am Ende eines Schriftſaßes ſelbſttätig wirkende Ausrückvorrichtung für mittels Regiſtrerſtreifens arbeitende Typen-Gieß- und Seßmaſchinen. 7/6 03. — A 448."
2,"158535 (†). Steiner, Salamon, Szombathely u. Leopold Ullmann, Budapeſt; Vertr.: K. Deißler, Dr G. Döllner u. M. Seiler, Pat.-Anwälte, Berlin S.W. 61. Winkelhaken, bei dem die bewegliche Backe durch einen in die Öffnungen der mit Einteilung verſehenen Seitenwand einfallenden, federbelaſteten Stift feſtgeſtellt wird. 28/11 03. — A 608."
3,"158566 (†). Electro-Typograph, Syſtem Méray-Rozár, G. m. b. H., Nürnberg. Verfahren zum zeilenweiſe erfolgenden Gießen der Ausſchlußſtücke bei vereinigten mittels Lochregiſters betriebenen Typen = Gieß- und Seßmaſchinen. 28/10 02. — A 551."
4,"158567. Lanston Monotype Machine Company, Philadelphia; Vertr.: A. du Bois-Reymond u. M. Wagner, Pat.-Anwälte, Berlin S.W. 13. Einſtellvorrichtung für den Maternrahmen ſolcher Typen-Gieß- und Seßmaſchinen, bei welchen der Maternrahmen durch zwei zueinander ſenkrecht gerichtete Bewegungen über der Gußform eingeſtellt wird. 16/12 03. — A 682."
5,"158893 (†). Hundhauſen, Rudolf, Halenſee b/Berlin. Gießvorrichtung für typographiſche Maſchinen mit Schmelztopf und Metallpumpe. 10/1 03. — A 646."
6,"159110. Monoline, Maſchinenfabrik, Akt.-Geſ., Berlin. Zeilenwagen für Matrizenſeß- und Zeilengießmaſchinen des Monolineſyſtems. 12/11 03. — A 646."
7,"159543. Mergenthaler Seßmaſchinen-Fabrik G. m. b. H., Berlin. Zweiteilige Gießform mit durch Einſaßſtücke verſtellbarem Gießſchliß. 3/12 03. — A 818."
8,"159694. Lamp’l, Paul Julius, Wiesbaden, Goetheſtr. 3. Zur Herſtellung von Buchdruckſetzmaterial dienendes Form- und Gießwerkzeug. 1/2 02. — A 762."
9,"159722 (†). McClintock, Frank, Mount Vernon, V. St. A.; Vertr.: F. T. Glaſer, L. Glaſer, D. Hering u. C. Peiß, Pat.-Anwälte, Berlin S.W. 68. Vorrichtung zum Heben und Einſchieben der vorläufigen Ausſchlußſtücke an Maſchinen zum Ausſchließen von Letternzeilen. 21/5 02. — A 844."
10,"159824 (†). Bell, Jerome Bonaparte, Wilmington, V. St. A.; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Pat.-Anwälte, Berlin N.W. 40. Zeilengießmaſchine für gemiſchten Saß. 26/4 02. — A 845."
11,"160064. Bourdillat, Gaſton, Paris; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Vorrichtung zum Preſſen von Buchſtabenkörpern für Schreibmaſchinen. 14/1 04. — A 845."
12,"160315. Wolters, Otto Adolf, Hannover, Lemförderſtr. 5. Maſchine zum Betriebe von Klaviaturmaſchinen. 8/10 03. — A 887."
13,"160810. Syndicaat tot Exploitatie van het procédé ter vervaardiging van ſtereotypie platen, Haag; Vertr.: C. Boehm, Pat.-Anw., Berlin S. 42. Verfahren zur Herſtellung von Stereotypplatten zu Druckzwecken. 7/4 03. — A 981."
