id,entry
1,"89452. Beeren, F., Rixdorf, Delbrückstr. 39/41. Verfahren zur Behandlung von Gußformen. 1/1 96. — A 872."
2,"89453. Stowronet, R., Breslau, Morißstr. 10. Schmelztiegel mit zwei Schmelzzellen. 5/4 96. — A 872."
3,"89582. Maschinenfabrik C. Franke, Berlin S.O., Köpnickerstr. 151. Gußform für Accumulatorengitter; Zus. z. Pat. 86556. 17/5 96. — A 888."
4,"89684. Wierich, F., Düsseldorf, Neußerstr. 115. Zahnräderformmaschine. 20/12 95."
5,"89930. Delettrez, L., Paris; Vertr.: Dr R. Worms u. S. Rhodes, Berlin N.W., Dorotheenstr. 60. Aufsatz für Schmelztiegel. 19/11 95. —"
6,"89967. Kaizt, K., Duisburg, Friedrich Wilhelmstr. 102. Gießpfanne. 14/6 96."
7,"90563. Brögelmann, Hirschlaff & Co., Berlin W., Leipzigerstr. 115/116. Verfahren zur Anwendung von Magnetstrom während des Gießprozesses. 13/6 96."
8,"90716. Rent, F., Augsburg. Zahnräderformmaschine. 21/4 96."
9,"85495. Holzapfel & Hilgers, Berlin S.O., Köpenickerstr. 33a. Kupplung der Dorne für Formen zum Pressen von Glasgegenständen mit geraden oder sich kreuzenden Kanälen. 10/3 95. — A 256."
10,"85569. Gätcke, F. C., Altona-Bahrenfeld, Marktstr. 15. Verfahren zum Abkühlen geschmolzener Glasmasse. 14/5 95. — A 257."
11,"85629. Buchner, E., Weiden u. K. Schubert, Amberg, Bayr. Vorrichtung zum Festhalten von Glasplatten beim Aeßen. 16/5 95. — A 257."
12,"85691. Erdel, F., Mögeldorf b/Nürnberg. Verfahren zur Herstellung dauerhafter Münzabdrücke aus Staniol. 25/5 95. — A 257."
13,"85810. Maussier, P. B., St. Galmier, Loire; Vertr.: F. C. Glaser u. L. Glaser, Berlin S.W., Lindenstr. 80. Maschine zur Herstellung von Flaschen u. dgl. aus Glas oder plastischem Material. 3/8 94. — A 351."
