id,entry
1,stellung von Kleidertaschen. 28/9 00. — A 1342.
2,"123380. Willmann j., H., Oberndorf a/N., Württ. Befestigungsvorrichtung für Hosenträger. 18/12 00. — A 1342."
3,"123702. Martens, Dr E., Graudenz. Kleidungsstück. 22/7 99. — A 1342."
4,"123703. Ström, G., u. A. Ström, Paris; Vertr.: G. Dedreux u. A. Weickmann, Pat.-Anwälte, München. In eine Hose zu verwandelnde Reisedecke. 12/10 00. — A 1343."
5,"123704. Kaudelka, K., Dresden, Paul Gerhardstr. 11. Kragenverschluß. 18/11 00. — A 1469."
6,"124851. Martens, Dr E., Graudenz. Kleidungsstück aus doppelwandigem, luftundurchlässigem Stoff; Zus. z. Pat. 123702. 26/9 99. — A 1570."
7,"126021. Fiedler, Frl. M., Hannover, Luisenstr. 1. Gürtelschützer. 5/4 00."
8,"126022. Warren, J. Th., London; Vertr.: S. H. Rhodes, Pat. - Anw., Berlin S.W. 12. Wetterschutzdecke für die Hände von Fahrern. 20/10 00."
9,"126023. Bohris, C., Frankfurt a M., Kirchnerstr. 3. Ausgleichtissen zur Verdeckung der Krümmung sog. O-Beine. 17/11 00."
10,"126024. Neumann, P., Nürnberg, Kohlengasse 19. Federnde Druckknopfbefestigung für Kravatten. 16/2 01."
11,"126055. Pullman, J., Teddington; Vertr.: Dr. B. Alexander-Katz, Pat.-Anw., Görlitz. Wickelgamasche. 18/12 00."
12,"126056. Küppers, P., Wegberg, Kreis Erkelenz. Kravattenhalter. 9/2 01."
13,"126142. Meyer, C., Cassel, Milchlingstr. 2. Hosenförmiges, jackartiges wasserdichtes Schutzkleid für Reiter. 7/3 01."
14,"126455. Goldschmidt, E., Wien; Vertr.: H. Pataky u. W. Pataky, Berlin N.W. 6. Einfassung für Roßhaargewebe. 19/12 00."
15,"126705. Petersen, Frl. M., Hamburg, Deichstr. 33. Kragenknopf mit Kravattenhalter. 3/5 01."
16,"126843. Sachs Söhne, A., Berlin. Damengürtel mit Kleiderraffern. 19/12 00."
17,"127149. Irving, M. A., geb. Imbert, Victoria; Vertr.: E. W. Hopkins, Pat. - Anw., Berlin C. 25. Vorrichtung zum Zusammenhalten und Befestigen von Kleidungsstücken. 9/1 01."
18,"127608. Dudzus, M., Pankow. Kravattenhalter. 23/12 00."
19,"128133. Dome, Ch. H., Prescott; Vertr.: M. Schmetz, Pat. - Anw., Aachen. Befestigungsvorrichtung für Hosenträger. 19/5 01."
20,"128382. Offene Handels-Ges. Barton & Teubel, Hermsdorfstadt, Kreis Landeshut i/Schl. Zierschleife. 21/4 01."
21,"117980. von Bischoffshausen, A. Baronin, geb. Freiin von Bodenhausen, Kassel, Kölnische Allee 91. Verschlußstreifen mit fertigen Knopfslöchern. 9/11 99. — A 407."
22,"118020 (†). Plüschke, E., Teplitzwoda, Kr. Münsterberg, Schles. Taschenverschluß; Zus. z. Pat. 110216. 6/7 00. — A 447."
23,"118893 (†). Bunge, E., Lübeck, Fackenburger Allee 1d. Sicherheitsvorrichtung für Kleidertaschen. 26/5 00. — A 529."
24,"119289. Gensichen, E., u. E. Ehrke, Stettin. Sicherheitsverschluß für Taschen in Kleidungsstücken. 26/7 00. — A 627."
25,"119290. Robin, J. Th., New-York; Vertr.: E. Dalchow, Pat. - Anw., Berlin N.W. 6. Korsettverschluß. 21/11 99. — A 627."
26,"119367. Wagener & Schilling, Oberkaufungen b/Kassel. Korsettschließe. 29/5 00. — A 671."
27,"120178 (†). Hime, R., Briarleigh; Vertr.: A. Gerson u. G. Sachse, Pat.-Anwälte, Berlin S.W. 48. Gamaschenverschluß. 3/6 00. — A 837."
28,"120871 (†). Galli, A., O. Mohr u. E. Trumpf, Halberstadt. Verschluß für Beinkleider. 15/4 00. — A 837."
29,"120973. Doolittle, J. P., East Toronto; Vertr.: Dr R. Wirth, Pat.-Anw., Frankfurt a/M. 1. Schließhaken für Kleider u. dgl. 30/6 00. — A 873."
30,"121360. Stegmann, A., Ruhrort. Taschenverschluß. 20/10 00. — A 1019."
31,"121952. Rieckmann, A., London; Vertr.: Rob. R. Schmidt, Pat.-Anw., Berlin S.W. 46. Für Handschuhe und andere Gebrauchsgegenstände bestimmter Verschluß. 18/4 00. — A 1056."
32,"122129. Pedersen, Th., Kragerö; Vertr.: A. Specht u. J. D. Petersen, Pat.-Anwälte, Hamburg 1. Haken und Oesenverschluß. 6/12 00. — A 1089."
33,"122195. Conrad Nachf., R., Schweidnitz. Vorrichtung zur Befestigung von Zweiloch-Kleiderknöpfen u. dgl. 28/9 00. — A 1165."
34,"122365 (†). Washburne, J. V., Waterbury; Vertr.: C. H. Knoop, Pat.-Anw., Dresden. Werkzeug zur Vereinigung der Theile eines Handschuh- oder sonstigen Kleiderverschlusses. 29/8 00. — A 1165."
35,"123381. Browning, T. J., geb. Clarke, Frankford; Vertr.: E. Pataky, E. Wolf u. A. Sieder, Pat.-Anwälte, Berlin S. 42. Aus Draht gebogene Haken und Oesen. 16/1 01. — A 1343."
36,"124447. Aktiebolaget Platons knappfästare, Jönköping; Vertr.: Fr. Messert u. Dr L. Sell, Pat. - Anwälte, Berlin N.W. 7. Vorrichtung zur Befestigung von Knöpfen und Anhängseln an Kleidungsstücken o. dgl. 13/11 00. — A 1571."
37,"124852. Hunaeus, Dr P., Linden-Hannover. Schnürlochöse mit Rand aus Celluloid oder ähnlichem Stoff. 15/11 00. — A 1571."
38,"124904. Stück, L., Halle a/S., Hedwigstr. 1. Verschluß für Kleidertaschen. 1/2 01. — A 1617."
39,"126025. Tetzlaff, R., Greiz i/V. Rockbundverschluß. 13/3 01."
