id,entry
1,"30419. — MANHÈS, P., in Lyon, Frankreich; Vertreter: R. LÜDERS in Görlitz. Verfahren zur Behandlung gold- und silberhaltiger Mineralien und anderer Stoffe. 22. Juli 1884."
2,"26286. — MARTHAUS, A., in Oschatz. Neuerungen an Filz-, Fach- und ähnlichen Maschinen. (II. Zusatz zu P. R. 22799.) 12. April 1883. — A 247."
3,"26384. — VERO, CH., und J. EVERITT in London; Vertreter: J. MOELLER in Würzburg, Domstrasse 34. Neuerungen in der Erzeugung plattirter Filzkörper für Hüte. 26. August 1883. — A 219."
4,"(†) 26688. — BACKHOFF & Co., H., in Dresden-Altstadt. Verfahren und Einrichtung, um auf der LINON-Presse LINON-Façons und Filzhüte mittelst Dampfheizung herzustellen. 27. April 1883. — A 320."
5,27833. — GRAHL & HOEHL in Dresden. Maschine zum Façoniren von Hutkrämpen und zum Pressen von Hüten mittelst hydraulischen Druckes. 20. Dezember 1883. — A 553.
6,"29423. — BRACHER, G. ST., in New-York, V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstrasse 47. Neuerung in der Behandlung von Stuhlrohr und Verwendung desselben zum Einfassen von Hutschweifsleder und für andere Zwecke. 16. April 1884. — A 742."
7,"30474. — CHEETHAM, F. W., in Hyde, Grafschaft Chester, England; Vertreter: WIRTH & Co. in Frankfurt a. M. Einfassung des Schweifsleders an Hüten. 22. Juli 1884."
8,"26107. — GIESING, C. J., Oberlehrer an der Kgl. Realschule in Döbeln. Rechenapparat. 31. Juli 1883. — A 266."
9,"26163. — STEVENS, J., in Neenah, Wisconsin, V. St. A.; Vertreter: J. BRANDT in Berlin W., Königgrätzerstrasse 131. Neuerungen an selbstthätigen Wägevorrichtungen. 23. Mai 1883. — A 279."
10,"26184. — SHAVER, G. F., in Erie, Pennsylvanien, V. St. A.; Vertreter: BRYDGES & Co. in Berlin SW., Königgrätzerstr. 107. Wechselsystem für akustische Telephone. 1. März 1883. — A 248."
11,"26196. — SCHMIDT & HAENSCH, F., in Berlin. Photometer. 20. Juli 1883. — A 248."
12,26254. — KALLMEYER & BLOM in Ottensen. Neuerung an oberschaligen Tafelwaagen. 10. August 1883. — A 248.
13,"26260. — WEIDTMAN, J., in Dortmund. Kontrolapparat für Bergwerksmaschinen. 20. Juli 1883. — A 248."
14,"26273. — WÖLNER, E., in Liverpool, County of Lancaster, England; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Zeigerwaage mit hydraulischer Regulirung. 15. September 1883. — A 206."
15,"(†) 26500. — MITCHELL, W. H., in Boston, Amerika; Vertreter: WIRTH & Co. in Frankfurt a. M. Stellzirkel. 27. Juni 1883. — A 249."
16,"(†) 26501. — WACHS, A., und O. LÜDOLFF in Leipzig, Hallesche Strasse 12. Hülfsinstrument zum perspektivischen Zeichnen. 11. Juli 1883. — A 298."
17,"26513. — SPETZLER, F., in Grabow a. d. Oder, Giefsereistr. 43. Neuerungen an Indikatoren. 7. September 1883. — A 354."
18,"26517. — HENSLER, J., in Battenberg, Reg.-Bez. Wiesbaden. Entfernungsmesser. 18. September 1883. — A 298."
19,"(†) 26552. — DE MESMAEKER, L. J., in Brüssel; Vertreter: C. PIEPER in Berlin SW., Gneisenaustrasse 109/110. Droschkenkontrolapparat. 22. Juli 1883. — A 298."
20,"26559. — SVENSON, DR. F. S., in Lund; Vertreter: J. BRANDT & G. W. V. NAWROCKI in Berlin W., Leipzigerstr. 124. Neuerungen an Stangenzirkeln. 27. September 1883. — A 341."
21,"(†) 26606. — FUESS, R., in Berlin SW., Alte Jacobstrasse 108. Quecksilber-Maximum- und Minimum - Thermometer. 21. Juli 1883. — A 249."
22,"26614. — BERNHARDT, C. O., und G. F. ROSENMÜLLER in Dresden N., Hauptstrasse 18. Geschwindigkeits-Mefs- und Registrirapparat. 14. September 1883. — A 299."
23,"26640. — HEYDE, C. G. TH., und C. O. BÜTTNER in Dresden. Rechenmaschine. 25. September 1883. — A 367."
24,"(†) 26680. — ANGERSTEIN, H., in Schalke i. W. Probestecher für chemische Produkte. 29. August 1883. — A 320."
25,"26686. — OPESSI, A., in Turin; Vertreter: J. BRANDT & G. W. V. NAWROCKI in Berlin W., Leipzigerstr. 124. Neuerungen an Centesimal-Brückenwaagen ohne Geleisunterbrechung. 9. Februar 1883. — A 341."
26,"26695. — KLOTH, M., Kataster-Assistent in Schleswig. Transparente Mafsstäbe und Rechentafeln, sowie das Verfahren zu ihrer Herstellung. 8. August 1883. — A 267."
27,"26715. — HESSE, F. G., in Oakland, Kalifornien, V. St. A.; Vertreter: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Neuerungen an Flüssigkeitsmessern. 14. August 1883. — A 367."
28,"26737. — SOCIÉTÉ CENTRALE D'UTILISATION DE LA CHALEUR SOLAIRE in Paris; Vertreter: C. PIEPER in Berlin SW., Gneisenaustr. 109/110. Neuerungen an Apparaten zur Nutzbarmachung der Sonnenwärme. 11. April 1883. — A 341."
