id,entry
1,"181 243. Poure & Cie, Boulogne-sur-Mer, Frankr.; Vertr.: G. Dedreux u. A. Weickmann, Pat.-Anwälte, München. Briefordner mit einer Druckplatte. 20/1 06."
2,"181 244. Fabrik Stolzenberg, Deutsche Bureau-Einrichtungs-Gesellschaft m. b. H., DoS, Baden. Deckleiste für Schnellhefter und Briefordner. 1/3 06."
3,"181 245. Mühlethaler, Emil, Bern; Vertr.: Dr B. Alexander-Katz, Pat.-Anw., Berlin N.W. 6. Zeitungshalter. 13/4 06."
4,"168 901. Wulze, Dr Adolf, Charlottenburg, Salzufer 8. Verfahren zum Erwärmen oder Verdampfen von Flüssigkeiten. 12/6 04. — A 819."
5,"169 191. Dampfkessel- und Gasometer-Fabrik vorm. A. Wilke & Co. Akt.-Ges., Braunschweig. Destillationsvorrichtung. 30/7 05. — A 863."
6,"170 584. Forbes, John Sims, Philadelphia; Vertr.: C. Fehlert, G. Loubier, F. Harmsen u. Büttner, Pat.-Anwälte, Berlin S.W. 61. Apparat zur ununterbrochenen Destillation bzw. Verdampfung von Flüssigkeiten. 25/5 04. — A 1130."
7,"171 715. Tillie, Samuel Morris, Philadelphia; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Verfahren zur Beseitigung der Krustenbildung an den Heizflächen beim Eindampfen von Kristalle ausscheidenden Lösungen. 22/11 04. — A 1422."
8,"172 103. Neel, William David, Chicago; Vertr.: A. Specht u. J. Stuckenberg, Pat.-Anwälte, Hamburg 1. Verfahren zur Ausscheidung fester Körper aus Flüssigkeiten. 16/6 04. — A 1543."
9,"174 175. Fischer, Ernst, Dresden, Hammerstr. 10. Einrichtung zum schnellen Verdichten des Schaumes während des Kochens leicht schäumender Flüssigkeiten. 27/6 05. — A 2031."
10,"175 791. v. Seemen, Erich, Rheinfelden, Schweiz; Vertr.: D. Ogle, Pat.-Anw., Lörrach. Verdampfeinrichtung mit einem der direkten Beheizung entzogenen, unten in den Absetzraum des Verdampfers ausmündenden Mittelraum. 22/8 05. — A 2395."
11,"175 792. Kubierschky, Dr Konrad, Braunschweig, An der Paulikirche 6. Heizkörper für Verdampfer, bestehend aus einer stehenden Heizkammer mit zwei Gruppen stehender Siederöhren. 10/12 05. — A 2395."
12,"177 304. Kestner, Paul, Lille; Vertr.: C. Pataky u. C. Wolf, Pat.-Anwälte, Berlin S. 42. Verfahren zur Konzentration von Flüssigkeiten in Rohren. 21/11 02."
13,"178 556. Schelzig, Oscar, Dresden-Löbtau. Verdampfungskörper für Zuckerlösungen und andere Flüssigkeiten. 15/11 03."
14,"179 046. Diamand, Dr Bernard, Zdaweiche, O/S."
15,Verfahren zur Regelung des Minderdruckes in Destilliergefäßen. 26/11 05.
16,"180 115. Prache, Charles Louis, u. Charles Gustave Victor Bouillon, Paris; Vertr.: F. C. Glaser, L. Glaser, D. Hering u. C. Petsch, Pat.-Anwälte, Berlin S.W. 68. Verfahren zur Konzentration von Flüssigkeit. 25/3 05."
17,"180 553. Maschinenfabrik F. H. Meyer, Hannover-Hainholz. Verfahren zur Verdampfung bzw. Destillation von Flüssigkeiten. 28/10 03."
18,"173 238. Sauerbrey, Richard, Staßfurt. Stetig wirkende Lösevorrichtung für Salze. 20/7 05. — A 1804."
19,"177 292. Lloyd, John Uri, Cincinnati, Ohio, V. St. A.; Vertr.: C. W. Hopkins u. K. Osius, Pat.-Anwälte, Berlin S.W. 11. Extraktions- und Destillierapparat. 1/12 04."
20,"177 953. Dessoliers, Hippolyte, Ténès u. Paul Régnier, Mustapha, Algerien. Vorrichtung zum Auslaugen von Stoffen mittels Flüssigkeiten im Gegenstrom unter Hin- und Herbewegung der auszulaugenden Masse in der Auslaugeflüssigkeit. 28/8 04."
21,"180 598. Besemfelder, Dr C., Charlottenburg, Kantstr. 70, u. Fa Wilhelm Schuler, Isny, Württ. Apparat zur Erzielung klarer Extrakte in unterbrochenem oder ununterbrochenem Arbeitsgang. 13/10 05."
22,"168 034. Banfi, Guiseppe, Mailand; Vertr.: C. Fehlert, G. Loubier, Fr. Harmsen u. A. Büttner, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Herstellung gereinigter Tier- bzw. Knochenkohle mittels einer Säure. 1/12 04. — A 736."
23,"169 745. Baker-Bethany, Bau von Maschinen- und Fabrikanlagen, G.m.b.H., Artern i/Th. Schleudermaschine. 21/10 03. — A 1131."
24,"170 350. Kathol, William, Ballsburg, Effer County, V. St. A.; Vertr.: Karl Merz, Pat.-Anw., Frankfurt a/M. Filter mit vom Filterabflußrohr getragenen, frei herabhängenden Filtersäcken. 15/5 04. — A 1217. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 20/3 83 die Priorität auf Grund der Anmeldung in den Vereinigten Staaten von Amerika vom 3/7 03 anerkannt."
25,"170 656. Neumann, August, Berlin, Augsburgerstr. 97. Hochdruck-Sandsäulenfilter mit Strahlwaschvorrichtung. 5/2 05. — A 1268."
26,"171 145. Berk, Heinrich, Chemnitz i/S., Wiesenstr. 24. Filter für Maschinenöle udgl. mit aufrecht stehendem Filterkörper. 21/2 05. — A 1367."
27,"171 291. Federer, V., Bischheim, Els. Schleuder zum Scheiden von Flüssigkeiten von darin"
