id,entry
1,"4. 306 943. Patentierte Ölreinigungs-Fabrik Akt.-Ges., Budapest; Vertr.: R. H. Horn, Pat.-Anw., Berlin S.W. 11. Verfahren zum Reinigen von gebrauchten Ölen. 11/10 16. Ungarn 2/5 16. — A 656."
2,"4. 309 095. Dipl.-Ing. Emil Diehl u. Eugen Heß, Düsseldorf. Verfahren zur Abscheidung von Fettstoffen. Öl u dgl. 28/7 16. — A 962."
3,"1. 306 282. Standard Oil Company, Whiting, Indiana, V. St. A.; Vertr.: H. Springmann, E. Herse, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Umwandlung höher siedender in niedriger siedende Kohlenwasserstoffe. 18/12 14. — A 546."
4,"1. 308 197. Allgemeine Gesellschaft für chemische Industrie m. b. H., Berlin. Verfahren zur Umwandlung zähflüssiger Mineralöle oder Rückstände der Mineralöldestillation in minderviskose Kohlenwasserstoffe von annähernd gleichem spezifischen Gewicht wie das Ausgangsmaterial. 30/6 15. — A 807."
5,"1. 308 768. Leo Steinschneider, Brünn-Königsfeld; Vertr.: Dr. Franz Düring, Pat.-Anw., Berlin S.W. 61. Stehender Destillatvorwärmer für die Petroleum-, Teer- u dgl. Industrien. 14/10 17. Österreich 7/8 u. 11/12 13. — A 908."
6,"2. 309 850. Richard Neumann, Brünn, Österr.; Vertr.: D. Siedenivpf u. Dipl.-Ing. W. Fritze, Pat.-Anwälte, Berlin S.W. 68. Doppelrohrkühler für paraffinhaltige Öle. 21/2 18. Österreich 9/8 17."
7,"2. 310 850. A. L. G. Dehne Maschinenfabrik, Halle a/S. Verfahren und Vorrichtung zum Reinigen von Rohparaffin. 17/3 18."
8,"3. 305 349. A. Riebeck'sche Montanwerke Akt.-Ges., Halle a/S. Verfahren zur Gewinnung von Montanwachs aus Braunkohle. 9/8 16. — A 406."
9,"4. 306 283. Explosions-Turbine-Studien-Ges. m. b. H., Berlin-Wilmersdorf. Betriebsstoff für Verbrennungskraftmaschinen; Zus. z. Pat. 298 309. 21/2 14."
10,"1. 303 786. Dr. Leopold Singer, Düsseldorf, Kühlwetterstr. 38. Verfahren zur Herstellung von kältebeständigen Teerölen oder Teerfettölen aller Art. 6/10 16. — A 195."
11,"1. 306 836. Tetralin Ges. m. b. H., Berlin. Schmierölersatz. 7/3 16. — A 640."
12,"1. 308 385. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Schmierölersatz. 3/10 15. — A 880."
13,"1. 309 862. Vgt-Guldenwerke Chemische Fabrik Akt.-Ges., Riesteritz b/Wittenberg. Kühl- und Bohrmittel. 11/2 17."
14,"2. 304 909. Chemische Fabrik Stockhausen & Cie., Crefeld. Verfahren zur Herstellung von Emulsionen organischer Chloride mit mehr als einem Kohlenstoffatom. 9/10 07. — A 370."
15,"2. 306 059. Schülke & Mayr u. Dr Hermann Kantowicz, Moorfurtweg 13/15, Hamburg. Verfahren zur Herstellung haltbarer wäßriger Lösungen von Kohlenwasserstoffen, deren Homologen und Substitutionsprodukten. 7/7 12. — A 512."
16,"2. 309 574. J. Simon & Dürkheim, Offenbach a/M. Verfahren zur Herstellung von Seifen, welche die Kohlenwasserstoffe der Benzolreihe in wasserlöslicher Form enthalten; Zus. z. Pat. 267 439. 10/10 16. — A 1036."
17,"2. 309 890. A. Heumann u. Comp. u. Dr M. Melamid, Altstetten b/Zürich, Schweiz; Vertr.: C. Fehlert, G. Loubier, F. Harmsen, E. Meißner u. Dr.-Ing. G. Breitung, Pat.-Anwälte, Berlin S.W. 61. Verfahren, um Mineralöle dauernd wasserlöslich bzw. emulgierbar zu machen. 15/11 10."
18,"2. 310 541. Chemische Fabrik Flörsheim Dr H. Noerdlinger, Flörsheim a/M. Verfahren zur Herstellung eines Ersatzes für Türkischrotöl. 19/12 15."
19,"1. 307 320. Bremen-Besigheimer Ölfabriken, Bremen. Verfahren zur Erhöhung des Schmelzpunktes von Fetten und Ölen nach dem Kontaktverfahren. 18/12 10. — A 707."
20,"1. 310 387. Wilhelm Happach, Malmö, Schwed., u. Sudfeldt & Co., Melle, Hannover; Vertr.: P. Brögelmann, Pat.-Anw., Berlin W. 66. Verfahren zum Bleichen der durch die Spaltung der Fette mittels Sulfonsäuren des Petroleums erhaltenen Fettsäuren. 2/12 13."
21,"1. 310 455. Wilhelm Happach, Malmö, Schwed., u. Sudfeldt & Co., Melle, Hannover; Vertr.: P. Brögelmann, Pat.-Anw., Berlin W. 66. Verfahren zum Spalten von Fetten und Ölen in Glyzerin und Fettsäuren. 29/11 11."
22,"1. 305 702. Dr E. Stiepel, Berlin-Steglitz, Luisenstr. 2. Verfahren zur Geruchsverbesserung von Seifen. 11/10 16. — A 446."
23,"1. 307 581. Dr K. Endriß, Stuttgart, u. Heinrich Schuster, Lendfiedel, Württbg. u. Dr Heinrich Spindler, Böblingen b/Stuttgart. Verfahren zur Herstellung von unlösliche Metallverbindungen enthaltenden Seifen. 19/7 16. — A 825."
24,"2. 304 093. Dr Carl G. Schwalbe, Eberswalde. Verfahren zum Füllen von Seifen. 24/5 16. — A 223."
25,"1. 304 824. Josef Werner, Nienburg a/d/Weser. Vorrichtung zur Wiedergewinnung von Seife aus Seifenlaugen. 5/6 17. — A 350."
