id,entry
1,"treter: TH. LORENZ in Berlin S.W., Hornstr. 11. Feuerungsanlage mit unterer Brennmaterialzuführung. 2. März 1892. — A 620."
2,"68629. — STOTT, J. A., und A. H. STOTT JR. in Manchester, England; Vertreter: A. MÜHLE und W. ZIOLECKI in Berlin W., Friedrichstrafse 78. Wasserröhrenkessel mit sich kreuzenden Röhren. 1. Mai 1892. — A 668."
3,"68640. — ZARGES, H., in Grofs-Gerau, Niedergasse. Signalapparat für tiefsten und höchsten Wasserstand in Dampfkesseln. 20. September 1892. — A 668."
4,"68657. — GRIMSHAW, W. D., in Plantation Mills, Accrington, Grafschaft Lancaster, England; Vertreter: C. PIEPER und H. SPRINGMANN in Berlin N.W., Hindersinstr. 3. Beschickungsvorrichtung für Feuerungen. 8. Juni 1892. — A 621."
5,"69060. — STEINMÜLLER, L. & C., in Gummersbach, Rheinprovinz. Tenbrink - Feuerung für Wasserröhren-Dampfkessel. (Zusatz zum Patente Nr. 40131.) 25. März 1892. — A 720."
6,"69078. — WEBSTER, W., in Philadelphia, Pennsylvanien, V. St. A.; Vertreter: C. PATAKY in Berlin S., Prinzenstr. 100. Vorwärmer mit Ventilanordnungen zur Erhaltung der Spannung innerhalb bestimmter Grenzen. 14. Juli 1891. — A 721."
7,"69080. — STRONG, G. S., in New-York, Broadway 45, V. St. A.; Vertreter: C. PATAKY in Berlin S., Prinzenstr. 100. Feuerbüchse aus gewelltem Blech für Dampfkessel. 29. Dezember 1891. — A 743."
8,"69082. — HERRMANN, E., & COHEN, Firma, in Paris; Vertreter: A. BAERMANN in Berlin N.W., Luisenstr. 43/44. Feuerungsanlage. (2. Zusatz zum Patente Nr. 41144.) 18. Juni 1892. — A 721."
9,"69083. — WILKINSON, A., in Bridgeport, Montgomery County, Pennsylvania, V. St. A.; Vertreter: C. FEHLERT und G. LOUBIER in Berlin N.W., Dorotheenstr. 32. Feuerungsanlage für staubförmiges Brennmaterial. 10. August 1892. A 721."
10,"69086. — SCHILLING & CO. in Dresden, Ostra-Allee Nr. 7. Vorrichtung zur äufseren Reinigung von Feuerrohren. 9. Oktober 1892. — A 721."
11,"69088. — SUTTON, J., und J. W. BUCKLEY, beide in Formby, Grafschaft Lancaster, England; Vertreter: H. PATAKY und W. PATAKY in Berlin N.W., Luisenstr. 25. Feuerungsanlage. 30. November 1892. — A 722."
12,"69113. — BERENDT, M., in Hamburg, Stubbenhuk 20, M. DU ROI DROEGE in Hamburg, Rathhausmarkt 8, E. HADENFELDT in Hamburg, Rödingsmarkt 65, und Dr. jur. SEMLER in Hamburg, Johannisstr. 21. Dampfkessel aus 3 cylindrischen Heizröhrenkesseln mit gemeinsamer Rauchkammer. 24. August 1892. — A 743."
13,"69257. — WERNECKE, W., in Magdeburg-Sudenburg, Helmstedterstr. 12. Rohrkratzer. 1. November 1892. — A 722."
14,"69273. — GEHRE, M., in Rath bei Düsseldorf. Anordnung von Dampfüberhitzerröhren bei Wasserröhrenkesseln. (Zusatz zum Patente Nr. 62058.) 5. August 1892. — A 801."
15,"69279. — GROSSMANN, H., und F. SCHULTE in Dortmund. Beim Rohrbruch selbstthätig schlieſsendes Ventil für Dampfleitungen. (Zusatz zum Patente Nr. 67012.) 14. Oktober 1892. — A 769."
16,69588. — AKTIENGESELLSCHAFT FÜR KOHLENSTAUB-FEUERUNGEN in Berlin. Vorfeuerung zum
17,Verbrennen staubförmigen Materials. 15. März 1892. — A 826.
18,"69599. — BREBECK, F. C., in Barmen. Prellplatten für Dampfkessel-Flammrohre. 23. August 1892. — A 827."
19,"69649. — LUTZ, J., in Darmstadt. Kessel mit sichelförmigem Querschnitt und in seiner Höhlung liegenden Wasserröhren. 1. November 1892. — A 852."
20,"69660. — SCHMIDT, W., in Wilhelmshöhe bei Cassel. Dampfüberhitzer mit Gleichstrom im ersten und Gegenstrom im zweiten Theile. (Zusatz zum Patente Nr. 59992.) 29. Mai 1892. — A 911."
21,"69668. — BRATOLUBOFF, A., in Moskau; Vertreter: R. DEISSLER und J. MAEMECKE in Berlin C., Alexanderstr. 38. Dampfüberhitzer mit in einem schlechten Wärmeleiter eingebetteten Röhren. 18. August 1892. — A 852."
22,"69697. — MICHALK, W., in Deuben bei Dresden. Einrichtung für Wasserstandsanzeiger, Probir- und Ablafshähne zwecks Erzielung doppelten Verschlusses. 13. Dezember 1892. — A 911."
23,"69800. — ZAHIKIAN, G., in London; Vertreter: A. BAERMANN in Berlin N.W., Luisenstr. 43/44. Vorrichtung zur Erzielung einer schraubenförmigen Bewegung des Wassers in Dampfkesselröhren. 15. Oktober 1892. — A 911."
24,"70040. — MORISON, D. B., in Hartlepool, England; Vertreter: A. SPECHT und J. D. PETERSEN in Hamburg. Speisevorrichtung für Dampfkessel mit Vorwärmung durch das Kesselwasser. (Zusatz zum Patente Nr. 67392.) 25. Dezember 1892. — A 911."
25,70066. — MAGDEBURGER VEREIN FÜR DAMPFKESSEL - BETRIEB in Magdeburg - Sudenburg. Elastisch befestigte Schutzhülse für Wasserstandsgläser an Dampfkesseln und anderen Gefäfsen unter Druck. 10. April 1892. — A 909.
26,"70093. — WITKOWITZER BERGBAU- UND EISENHÜTTEN-GEWERKSCHAFT in Witkowitz; Vertreter: A. MÜHLE und W. ZIOLECKI in Berlin W., Friedrichstr. 78. Dampfkessel mit kurzen querliegenden Heizröhrenkesseln und einem darüber liegenden Längskessel. 21. April 1892. — A 912."
27,"70205. — GRAF, F., in Aachen. Wasserröhrenrost mit besonderem Wasserbehälter. (Zusatz zum Patente Nr. 51315.) 28. August 1892. — A 969."
28,"70213. — PRÉGARDIEN, J., in Deutz. Dampfkessel mit Tenbrinkfeuerung von in der Breite unbeschränkter Rostfläche. 25. Dezember 1892. — A 970."
29,"70317. — BRÜNLER, O., in Leipzig-Eutritzsch. Anzünde-Vorrichtung für Dampf-Erzeuger mit innerer Feuerung. 16. November 1892. — A 934."
30,"70380. — LÜHRMANN, F. W., in Düsseldorf, Mozartstrafse 16. Vorrichtung zum Trocknen und Ueberhitzen von Dampf. 19. August 1892. — A 993."
31,"70386. — STEVENS, F. T., in Bryants-Pond, County Oxford, V. St. A.; Vertreter: C. F. REICHELT und W. MAJDEWICZ in Dresden. Cylinderkessel mit darin untergebrachtem Heizröhrenkessel. 4. November 1892. — A 993."
32,"70619. — VON ROLF, W., in Düsseldorf. Zusammengesetzter Flammrohr- und Wasserröhrenkessel. 28. Juni 1892. — A 994."
33,"70621. — GEHRE, M., in Rath bei Düsseldorf. Kammern mit mehrfachen freien Wasseroberflächen für Wasserröhrenkessel. 5. August 1892. — A 986."
34,"70695. — ASHLIN, H. C., in London; Vertreter:"
