id,entry
1,"37993. — HINTZ, R. R., in Groſs-Lichterfelde. Vorrichtung zur selbstthätigen Regelung der Verbrennung bei Kesselfeuerungen. 12. März 1886."
2,"38030. — ARCHER, J. B., in Washington N. E. 26 B. Street, Kolumbien, V. St. A.; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstr. 80. Gasfeuerung für Dampfkessel. 11. Mai 1886."
3,"38034. — LOUPPE, A., in Darnétal, Dep. Seine inférieure, Frankreich; Vertreter: LENZ & SCHMIDT in Berlin W., Genthinerstr. 8. Schutzglasplatte für Wasserstandsgläser. 14. Juli 1886."
4,38045. — LEIPZIGER RÖHRENDAMPFKESSEL-FABRIK BREDA & CO. in Schkeuditz. Röhrendampfkessel. 13. Februar 1886.
5,"38073. — KARCHER, AUG., und G. VON DER HEYDT in Zeche Westhausen, Bodelschwingh, Kreis Dortmund. Neuerung an Sicherheitsvorrichtungen für Dampfkessel. (Zusatz zum Patent 35918.) 4. Mai 1886."
6,"38128. — BOUTCHER, E., und E. H. BOUTCHER in London 91 West Street, Bermondsey; Vertreter: F. E. THODE & KNOOP in Dresden, Amalienstr. 3. Röhrenrost für Dampfkessel-Feuerungen. 18. Juli 1886."
7,"38129. — FISCHER, F. W., in Gera, Reuſs. Gesteuertes Speiseventil zur selbstthätigen Regelung der Speisung von Dampfkesseln. 18. Juli 1886."
8,"38162. — WICKSTEED, CH., in Kettering, Grfsch Northampton, England; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstr. 101. Sechskantige Röhren für Dampfkessel, Kondensatoren und ähnliche Apparate. 11. Juni 1886."
9,"38164. — HONIGMANN, M., in Grevenberg b. Aachen. Neuerung an der Vorrichtung zur Nutzbarmachung der Wärme des abgehenden Maschinendampfes. (Zusatz zum Patent 37622.) 4. Juli 1886."
10,"38166. — MÖRTH, F., in Wien VII., Neubaugasse 49; Vertreter: L. PUTZRATH in Berlin SW., Dessauerstr. 33. Dampfkesselfeuerung für flüssige Kohlenwasserstoffe. 14. Juli 1886."
11,38167. — DÜSSELDORF-RATINGER RÖHRENKESSEL-FABRIK DÜRR & CO. in Ratingen. Einsetzen von Führungsplatten in Speisewasser-Vorwärmer. 15. Juli 1886.
12,"38256. — BECKER, G., in Maesstricht, Rue derrière les Moulins; Vertreter: E. SCHULTZ in Berlin W., Köthenerstr. 14. Neuerungen an dem unter Nr. 36535 patentirten Dampfmotor mit geschlossener Feuerung. (Zusatz zum Patent 36535.) 21. Juli 1886."
13,"38329. — MÜLLER, A. W., in Danzig, Lastadie Nr. 37/38. Vorrichtung zur Regelung der Feuerung bei Dampfkesseln für Heizungsanlagen. 14. Februar 1886."
14,"38331. — ROEBRUCK, J., in Aachen, Kleinkölnstr. 1. Neuerung an Sicherheitsapparaten für Dampfkessel. (II. Zusatz zum Patent 31035.) 4. Mai 1886."
15,"38333. — GARBUTT, F. C., in Los Angeles, California, V. St. A.; Vertreter: C. FEHLERT & G. LOUBIER, in Firma: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Anordnung von Umlaufrohren bei Heizröhren - Dampfkesseln. 14. Mai 1886."
16,"38443. — GHEGAN, J. J., in Newark, New-Jersey V. St. A.; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstr. 101. Elektrischer Wasserstandsanzeiger und Kontrolapparat. 18. August 1886."
17,"38481. — DUPUIS, D., in M.-Gladbach. Aus einem liegenden und einem stehenden Kegel zusammengesetzter Dampfkessel. 9. Juli 1886."
18,"38482. — SENING, F. A., und J. G. A. DONNELEY in Hamburg. Durchstofsvorrichtung für Wasserstandszeiger und Probirventile. 25. August 1886."
19,"38489. — STAUBER, FERD., in Eilenburg. Neuerung an Sicherheits- und Signal-Apparaten für Dampfkessel. (Zusatz zum Patent 36109.) 10. August 1886."
20,"38554. — ENO, J. A., in Newark, 296 Mulbery Str., Essex, Staat New-Jersey, V. St. A.; Vertreter: C. FEHLERT & G. LOUBIER, in Firma: C. KESSELER in Berlin SW., Königgrätzerstr. 47. Anordnung von Wasserröhren unter einem Walzenkessel. 29. Mai 1886."
21,"38564. — PYKE, D., in Philadelphia, Girard Avenue Nr. 2903, V. St. A.; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstr. 80. Wasserstandzeiger mit drei parallelen Glasröhren. 10. August 1886."
22,"38567. — BOND JR., J., in Richmond Henrico County, V. St. A.; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstrafse 80. Vorrichtung zum Reinigen des Wassers in Dampfkesseln. 31. August 1886."
23,"38568. — HAUSSMANN, P., in Magdeburg, Stromstrafse 3. Dampfwasser-Ableiter mit Scheibenkolben. 1. September 1886."
