id,entry
1,"109430. Kluge, F., Barmen. Schaltvorrichtung an Ventilatoren. 8/2 99. — A 642."
2,"(†) 109462. von Perbandt-Windheim, E., u. Frau Dr L. Koch geb. Stolcke, Berlin, Urbanstr. 27 bzw. Bayreutherstr. 27. Verschlußvorrichtung für Dienthüren. 16/6 99. — A 642."
3,"109500. Demmer, Gebrüder, Eisenach. Wasserbadkocheinrichtung. 9/3 99. — A 642."
4,"109542. Grove, D., Berlin, Friedrichstr. 24. Beneckvorrichtung für Staubfänger. 14/5 99. — A 681."
5,"109926. Troppen, J., Deutz-Köln a/Rh. Ventilationsvorrichtung; Zus. z. Pat. 83747. 28/3 99. — A 731."
6,"109953. Wendel, E. F. F., Alversgehofen, Poststr. 18c. Herdplatte mit um einen Bolzen drehbaren Ringen; Zus. z. Pat. 105358. 17/5 99. — A 731."
7,"110052. Bachmann, F. F., A. Vogt, E. C. Weiner, Dr J. Kirchner, A. König u. Dr A. Jörg, Wien; Vertr.: E. Fehlert u. G. Loubier, Berlin, Dorotheenstr. 32. Elektrische Heizvorrichtung aus Kunststeinmasse zur regelbaren Erwärmung eines Metallkörpers von innen nach außen. 4/10 98. — A 731."
8,"110394. Witkowicz, W., Kiew; Vertr.: C. v. Ossowski, Berlin, Potsdamerstr. 3. Ein beweglicher Heizkörper. 22/1 99. — A 836."
9,"110750. Barckmann, G. F. W., u. C. F. Barckmann, Hamburg, Eilbeckerweg 57. Flüssigkeitserhitzer. 5/2 99. — A 837."
10,"110751. Beutier, L., u. Ch. Bernier, Paris; Vertr.: D. Krueger, Dorotheenstr. 31, u. H. Heimann, Neue Wilhelmstr. 13, Berlin. Windschutz-Absaugvorrichtung für Gasfeuerungen. 15/3 99. — A 837."
11,"110905. Actien-Gesellschaft der hollerschen Carlshütte, Carlshütte b/Rendsburg. Zugregelungsvorrichtung für Heizöfen. 24/8 98. — A 938."
12,"110906. Schuppmann, E. A., Firma, Berlin, Kaiserstr. 31. Regelungsvorrichtung. 14/5 99. — A 939."
13,"111102. „Ilse“ Bergbau-Aktiengesellschaft, Grube Ilse, N/L. Dauerbrandofen für Brikettfeuerung; Zus. z. Pat. 106533. 22/8 99. — A 967."
14,"111905. Voß sen., A., Sarstedt. Zugregler für Dauerbrandöfen; Zus. z. Pat. 90303. 13/1 99. — A 1125."
15,"111967. Fischer, W., Dortmund, Ardeystr. Vorrichtung zum Abdichten und Festlegen von Ofenrohren. 13/1 99. — A 1083."
16,"112634. Heil, G. A., Trier. Ofenrohrverbindung. 31/3 99. — A 1150."
17,"113244. Bormann & Heß, Hamburg, Rappstr. 21. Dauerbrandofen; Zus. z. Pat. 102389. 26/10 98. — A 1226."
18,"113488. Voß sen., A., Sarstedt. Ein Zugregler für Oefen. 24/10 99. — A 1359."
19,"114544. Prüm, P., Haus Lohe b/Stolberg, Rhld. Backoder Bratofen. 26/10 99. — A 1526."
20,"114643. Förster, F., Naumburg a/S. Kochherd. 3/1 1900. — A 1483."
21,"114996. Eisengießerei Aktien-Gesellschaft vorm. Keyling & Thomas, Berlin, Ackerstr. 129. Ofen mit selbstthätiger Zugregelung. 16/4 99. — A 1573."
22,"115005. Linzen, C., Unna i/W., C. Demmer, K. Disselkamp, Ed. Disselkamp u. E. Disselkamp, Barmen. Heizofen für Braunkohle. 13/6 99. — A 1574."
23,"116203. Meßner, C., & Co., Nürnberg-Glaishammer. Regelungsvorrichtung für Zimmeröfen. 20/2 1900."
24,"116395. Oldenburgische Eisenhütten-Gesellschaft, Augustfehn, Großh. Oldenburg. Verschlußvorrichtung für Ofenthüren. 13/4 1900."
25,"116615. Ahrens, A., geb. Laikauf, München, Ehrengutstr. 3. Vorrichtung an Zimmeröfen, Kochherden u. dgl. Feuerungen zur Verhinderung des Herausfallens von Brennstoffresten beim Oeffnen der Ofenthür. 13/6 99."
26,"117791. Hartikainen, A., Rantasalmi, Finland; Vertr.: C. Hanke von Harttaus, Berlin, Linienstr. 149. Feuerkasten für Sparherde. 24/9 99."
27,"111557. Kreuznacher Metallwarenfabrik Gebr. Hoffmann, Kreuznach. Flüssigkeitserhitzer. 2/7 99. — A 1038."
28,"112458. Laible & Hettler, Ulm a/D. Zwangläufige Verbindung eines Gas- und Wasserhahnes. 7/12 98. — A 1134."
29,"112470. Vaillant, J., Remscheid, Berghauserstr. Steuerung des Gaseintrittsventiles an Flüssigkeitserhitzern mittels Schwimmers. 15/10 99. — A 1150."
30,"113536. Bechem & Post, G. m. b. H., Hagen i/W. Badeofen. 24/8 99. — A 1359."
31,"116065. Butzke & Co. Aktiengesellschaft für Metall-Industrie, Berlin, Ritterstr. 12. Zündhahn für Gasheizöfen. 15/3 1900."
32,"116228. Dürr, F., Berlin, Alt-Moabit 97. Flüssigkeitserhitzer. 2/11 99."
33,"116271. Reden, D., Dortmund, Bornstr. 22. Flüssigkeitserhitzer. 28/2 1900."
34,"117329. Philipp, C. H., Wien; Vertr.: Dr R. Wirth, Frankfurt a/M. Die Feuerung umschließender Behälter für die Erzeugung von warmem Wasser bzw. Dampf. 27/2 1900."
35,"111745. Neumann, A., Breslau, Neudorffstr. 66. Vorrichtung zur Ableitung des Niederschlagwassers für Heizregister mit waagerechten Heizröhren und Dampfwendekammern. 22/8 99. — A 1039."
36,"113606. Körting, Gebr., Körtingsdorf b/Hannover."
