id,entry
1,"12. 291 892. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Herstellung von gelben unlöslichen Azofarben auf der Faser. 30/6 14. — A 494."
2,"12. 293 358. Actien-Gesellschaft für Anilin-Fabrikation, Berlin-Treptow. Verfahren zur Darstellung grüner substantiver Trisazofarbstoffe; Zus. z. Pat. 288 278. 14/7 15. — A 799."
3,"12. 293 375. Chemische Fabrik Griesheim-Elektron, Frankfurt a/M. Verfahren zur Erzeugung echter schwarzer Färbungen auf der Faser. 7/9 15. — A 799."
4,"12. 294 780. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Erzeugung echter türkisch-rotähnlicher Färbungen. 20/3 14. — A 1074."
5,"12. 294 798. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Erzeugung von Azofarbstoffen auf der Faser. 26/11 14. — A 1074."
6,"12. 294 931. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herstellung von schwarzen Färbungen auf Wolle; Zus. z. Pat. 291 021. 9/12 15. — A 1099."
7,"12. 295 072. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herstellung waschechter Färbungen auf der Faser. 18/10 14. — A 1121."
8,"12. 296 141. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Erzeugung echter Färbungen auf Baumwolle und verwandten Fasern. 31/5 14."
9,"12. 296 142. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herstellung von Färbungen. 10/2 16."
10,"13. 291 076. Chemische Fabrik Griesheim-Elektron, Frankfurt a/M. Zur Farbstoffherstellung geeignete Präparate in trockner oder Pastenform. 15/11 14. — A 354."
11,"1. 290 598. Ernst Dzieyk, Berlin, Bremer Str. 48. Verfahren zur Herstellung staubfreier, trockener Vordruckfarben für Stickereien u dgl. 29/7 14. — A 254."
12,"1. 290 975. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herstellung echter Drucke auf der Textilfaser. 7/7 14. — A 338."
13,"1. 291 802. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Neuerung beim Druck von Textilstoffen. 3/8 15. — A 494."
14,"1. 292 589. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Neuerung beim Druck von Textilstoffen. 22/6 15. — A 620."
15,"1. 294 666. Wynandus Roessingh, Veenendaal, Holland; Vertr.: Ernst Heuß, Soden a/Taunus. Verfahren zum Bedrucken von Geweben mit Fließfarben. 16/6 14. — A 1043."
16,"1. 295 670. Marie Zaesle, geb. Hlavac u. Paul Albert Zaesle, Pribram, Böhmen; Vertr.: Dr F. Düring, Pat.-Anw., Berlin S.W. 61. Verfahren zur Herstellung eines Verdickungsmittels für Druckfarben und Appretur. 9/4 14. Österreich 1/7 13."
17,"3. 292 171. A. Crone & Co., Coesfeld, Westf. Verfahren zur Herstellung von Reserven unter Küpenfarbstoffen. 31/10 15. — A 552."
18,"3. 293 359. Durand & Huguenin A.-G., Basel, Schweiz; Vertr.: A. Doll, Pat.-Anw., Berlin S.W. 48. Verfahren zum Weiß- oder Buntreservieren von mit Chromfarben unter Zusatz einer Chrombeize zu färbenden Waren. 13/7 15. — A 799."
19,"5. 293 400. Eduard Zeidler, Guntramsdorf, Nieder-Österr.; Vertr.: Dr A. Zimmermann, Pat.-Anw., Berlin-Halensee. Verfahren zur Herstellung von gemusterten Geweben mit stellenweisen Rauheffekten. 21/4 14. Österreich 30/3 14. — A 799."
20,"2. 292 117. Georg Henning, Bergedorf b/Hamburg. Vorrichtung zur Einführung des flüssigen Peches odgl. in die Büschelbohrungen der Besen- und Bürstenkörper; Zus. z. Pat. 272 646. 20/10 15. — A 552."
21,"2. 294 546. Adolf Kuhn, Stuttgart-Cannstatt. Besenkopfbefestigung. 17/9 15. — A 1018."
22,"4. 291 296. Emil Schwarz, Chicago, V. St. A.; Vertr.: Pat.-Anwälte Dipl-Ing. H. Cminer, Berlin W. 66, u. Dipl-Ing. K. Wenzel, Frankfurt a/M. Vorrichtung zum Reinigen von Behältern, Flaschen, Kannen udgl. durch nachgiebige Reinigungsglieder in Form von hohlen Schraubenfedern. 15/12 14. — A 396."
23,"7. 295 243. Anton Zahoransky, Todtnau i/B. Vorrichtung an Bürsteneinstanzmaschinen zum Trennen der Borsten des abgeteilten Bündels von den übrigen Borsten im Zuführungskanal. 27/1 15. — A 1156."
24,"16. 291 652. Fa A. Maschmeijer jr., Amsterdam, Omval; Vertr.: Dr V. Alexander-Katz u. Dipl-Ing. E. Bier-reth, Pat.-Anwälte, Berlin S.W. 48. Verfahren zur Herstellung von Pinseln. 30/5 15. — A 453."
25,"17. 291 110. Frau Gräfin Olga Clementine Zedtwitz, Biblin, Böhmen; Vertr.: Dipl-Ing. A. Kuhn, Pat.-Anw., Berlin S.W. 61. Füllpinsel mit abnehmbarem Kopf. 14/8 14. — A 354."
26,"21. 291 931. Hans Fritzsche, Rostock, Warnoufer 7. Zahnbürste. 4/2 14. — A 512."
27,"6. 292 142 (†). Dr C. Otto & Comp., G. m. b. H., Dahlhausen, Ruhr. Verfahren und Einrichtung zur Beheizung von Koksöfen mit einer Aufeinanderfolge von unvollständiger und vollständiger Verbrennung. 2/7 15. — A 552."
