id,entry,patent_id,name,location,description,date
1,"12. 291 892. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Herstellung von gelben unlöslichen Azofarben auf der Faser. 30/6 14. — A 494.",291892,Farbwerke vorm. Meister Lucius & Brüning,Höchst a/M,Verfahren zur Herstellung von gelben unlöslichen Azofarben auf der Faser,30/6 14
2,"12. 293 358. Actien-Gesellschaft für Anilin-Fabrikation, Berlin-Treptow. Verfahren zur Darstel- lung grüner substantiver Trisazo- farbstoffe; Zus. z. Pat. 288 278. 14/7 15. — A 799.",293358,Actien-Gesellschaft für Anilin-Fabrikation,Berlin-Treptow,Verfahren zur Darstellung grüner substantiver Trisazofarbstoffe,14/7 15
3,"12. 293 375. Chemische Fabrik Griesheim-Elektron, Frank- furt a/M. Verfahren zur Erzeugung ech- ter schwarzer Färbungen auf der Faser. 7/9 15. — A 799.",293375,Chemische Fabrik Griesheim-Elektron,Frankfurt a/M,Verfahren zur Erzeugung echter schwarzer Färbungen auf der Faser,7/9 15
4,"12. 294 780. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Erzeugung echter türkisch-rotähnlicher Färbun- gen. 20/3 14. — A 1074.",294780,Farbwerke vorm. Meister Lucius & Brüning,Höchst a/M,Verfahren zur Erzeugung echter türkisch-rotähnlicher Färbungen,20/3 14
5,"12. 294 798. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Er- zeugung von Azofarbstoffen auf der Faser. 26/11 14. — A 1074.",294798,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Verfahren zur Erzeugung von Azofarbstoffen auf der Faser,26/11 14
6,"12. 294 931. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Her- stellung von schwarzen Färbungen auf Wolle; Zus. z. Pat. 291 021. 9/12 15. — A 1099.",294931,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Verfahren zur Herstellung von schwarzen Färbungen auf Wolle,9/12 15
7,"12. 295 072. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Her- stellung waschechter Färbungen auf der Faser. 18/10 14. — A 1121.",295072,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Verfahren zur Herstellung waschechter Färbungen auf der Faser,18/10 14
8,"12. 296 141. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Erzeugung echter Färbungen auf Baumwolle und verwandten Fasern. 31/5 14.",296141,Farbwerke vorm. Meister Lucius & Brüning,Höchst a/M,Verfahren zur Erzeugung echter Färbungen auf Baumwolle und verwandten Fasern,31/5 14
9,"12. 296 142. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Her- stellung von Färbungen. 10/2 16.",296142,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Verfahren zur Herstellung von Färbungen,10/2 16
10,"13. 291 076. Chemische Fabrik Griesheim-Elektron, Frank- furt a/M. Zur Farbstoffherstellung ge- eignete Präparate in trockner oder Pastenform. 15/11 14. — A 354.",291076,Chemische Fabrik Griesheim-Elektron,Frankfurt a/M,Zur Farbstoffherstellung geeignete Präparate in trockner oder Pastenform,15/11 14
11,"1. 290 598. Ernst Dzieyk, Berlin, Bremer Str. 48. Ver- fahren zur Herstellung staubfreier, trockener Vordruckfarben für Sticke- reien udgl. 29/7 14. — A 254.",290598,Ernst Dzieyk,"Berlin, Bremer Str. 48","Verfahren zur Herstellung staubfreier, trockener Vordruckfarben für Stickereien udgl",29/7 14
12,"1. 290 975. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Her- stellung echter Drucke auf der Textil- faser. 7/7 14. — A 338.",290975,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Verfahren zur Herstellung echter Drucke auf der Textilfaser,7/7 14
13,"1. 291 802. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Neuerung beim Druck von Textilstoffen. 3/8 15. — A 494.",291802,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Neuerung beim Druck von Textilstoffen,3/8 15
14,"1. 292 589. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Neuerung beim Druck von Textilstoffen. 22/6 15. — A 620.",292589,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh,Neuerung beim Druck von Textilstoffen,22/6 15
15,"1. 294 666. Wynandus Roessingh, Veenendaal, Holland; Vertr.: Ernst Heuß, Soden a/Taunus. Verfah- ren zum Bedrucken von Geweben mit Fließfarben. 16/6 14. — A 1043.",294666,Wynandus Roessingh,"Veenendaal, Holland",Verfahren zum Bedrucken von Geweben mit Fließfarben,16/6 14
16,"1. 295 670. Marie Zaesle, geb. Hlaveče u. Paul Albert Zaeslé, Pribram, Böhmen; Vertr.: Dr F. Düring, Pat.-Anw., Berlin S.W. 61. Verfahren zur Herstellung eines Verdickungsmittels für Druckfarben und Appretur. 9/4 14. Österreich 1/7 13.",295670,"Marie Zaesle, geb. Hlaveče u. Paul Albert Zaeslé","Pribram, Böhmen",Verfahren zur Herstellung eines Verdickungsmittels für Druckfarben und Appretur,9/4 14
17,"3. 292 171. A. Crone & Co., Coesfeld, Westf. Ver- fahren zur Herstellung von Reserven unter Küpenfarbstoffen. 31/10 15. — A 552.",292171,A. Crone & Co.,"Coesfeld, Westf",Verfahren zur Herstellung von Reserven unter Küpenfarbstoffen,31/10 15
18,"3. 293 359. Durand & Huguenin A.-G., Basel, Schweiz; Vertr.: A. Loll, Pat.-Anw., Berlin S.W. 48. Ver- fahren zum Weiß- oder Buntreservie- ren von mit Chromfarben unter Zu- satz einer Chrombeize zu färbenden Waren. 13/7 15. — A 799.",293359,Durand & Huguenin A.-G.,"Basel, Schweiz",Verfahren zum Weiß- oder Buntreservieren von mit Chromfarben unter Zusatz einer Chrombeize zu färbenden Waren,13/7 15
19,"5. 293 400. Eduard Zeidler, Guntramsdorf, Nieder- Österr.; Vertr.: Dr A. Zimmermann, Pat.-Anw., Berlin-Halensee. Verfahren zur Herstel- lung von gemusterten Geweben mit stellenweisen Rauheffekten. 21/4 14. Österreich 30/3 14. — A 799.",293400,Eduard Zeidler,"Guntramsdorf, Nieder-Österr.",Verfahren zur Herstellung von gemusterten Geweben mit stellenweisen Rauheffekten,21/4 14
20,"2. 292 117. Georg Henning, Bergedorf b/Hamburg. Vorrichtung zur Einführung des flüs- sigen Peches odgl. in die Büschelboh- rungen der Besen- und Bürstenkörper; Zus. z. Pat. 272 646. 20/10 15. — A 552.",292117,Georg Henning,Bergedorf b/Hamburg,Vorrichtung zur Einführung des flüssigen Peches odgl. in die Büschelbohrungen der Besen- und Bürstenkörper,20/10 15
21,"2. 294 546. Adolf Kuhn, Stuttgart-Cannstatt. Besen- kopfbefestigung. 17/9 15. — A 1018.",294546,Adolf Kuhn,Stuttgart-Cannstatt,Besenkopfbefestigung,17/9 15
22,"4. 291 296. Emil Schwarz, Chicago, V. St. A.; Vertr.: Pat.-Anwälte Dipl-Ing. H. Caminer, Berlin W. 66, u. Dipl-Ing. K. Wenzel, Frankfurt a/M. Vor- richtung zum Reinigen von Behältern, Flaschen, Kannen udgl. durch nachgie- bige Reinigungsglieder in Form von hohlen Schraubenfedern. 15/12 14. — A 396.",291296,Emil Schwarz,"Chicago, V. St. A.","Vorrichtung zum Reinigen von Behältern, Flaschen, Kannen udgl. durch nachgiebige Reinigungsglieder in Form von hohlen Schraubenfedern",15/12 14
23,"7. 295 243. Anton Zahoransky, Todtnau i/W. Vor- richtung an Bürsteneinstanzmaschinen zum Trennen der Borsten des abgeteil- ten Bündels von den übrigen Borsten im Zuführungskanal. 27/1 15. — A 1156.",295243,Anton Zahoransky,Todtnau i/W.,Vorrichtung an Bürsteneinstanzmaschinen zum Trennen der Borsten des abgeteilten Bündels von den übrigen Borsten im Zuführungskanal,27/1 15
24,"16. 291 652. Fa A. Maschmeijer jr., Amsterdam, Omval; Vertr.: Dr B. Alexander-Katz u. Dipl-Ing. E. Bier- reth, Pat.-Anwälte, Berlin S.W. 48. Verfahren zur Herstellung von Pinseln. 30/5 15. — A 453.",291652,Fa A. Maschmeijer jr.,"Amsterdam, Omval",Verfahren zur Herstellung von Pinseln,30/5 15
25,"17. 291 110. Frau Gräfin Olga Clementine Zedtwitz, Li- blin, Böhmen; Vertr.: Dipl-Ing. A. Kuhn, Pat.-Anw., Berlin S.W. 61. Füllpinsel mit abnehm- barem Kopf. 14/8 14. — A 354.",291110,Frau Gräfin Olga Clementine Zedtwitz,"Liblin, Böhmen",Füllpinsel mit abnehmbarem Kopf,14/8 14
26,"21. 291 931. Hans Fritzsche, Rostock, Warnoufer 7. Zahnbürste. 4/2 14. — A 512.",291931,Hans Fritzsche,"Rostock, Warnoufer 7",Zahnbürste,4/2 14
27,"6. 292 142 (†). Dr C. Otto & Comp., G. m. b. H., Dahl- hausen, Ruhr. Verfahren und Einrichtung zur Beheizung von Koksöfen mit einer Aufeinanderfolge von unvollständi- ger und vollständiger Verbrennung. 2/7 15. — A 552.",292142,"Dr C. Otto & Comp., G. m. b. H.","Dahlhausen, Ruhr",Verfahren und Einrichtung zur Beheizung von Koksöfen mit einer Aufeinanderfolge von unvollständiger und vollständiger Verbrennung,2/7 15
