id,entry,patent_id,name,location,description,date
1,"66 755. — LACOSTE, J., in Toulouse; Vertreter: R. LÜDERS in Görlitz. Ausschankapparat. 26. Mai 1892.",66755,"LACOSTE, J.",Toulouse,Ausschankapparat,26. Mai 1892
2,"66 756. — HERZ, A., in München, Auf der Insel Nr. 2. Bierglasdeckel. 29. Mai 1892.",66756,"HERZ, A.","München, Auf der Insel Nr. 2",Bierglasdeckel,29. Mai 1892
3,"66 766. — HARRIS, J. N., Apotheker, in 34 Clifton Road, Selhurst Road, South Norwood, County of Surrey; Vertreter: C. PIEPER und H. SPRINGMANN in Berlin N.W., Hindersinstr. 3. Maschine zum Verschlieſsen von Konservebüchsen. 3. März 1892.",66766,"HARRIS, J. N.","34 Clifton Road, Selhurst Road, South Norwood, County of Surrey",Maschine zum Verschlieſsen von Konservebüchsen,3. März 1892
4,"66 767. — GUILLEAUME, F., und E. GOLTSTEIN, beide in Bonn. Konservenbüchsenverschluſs. 9. April 1892.",66767,"GUILLEAUME, F., und E. GOLTSTEIN",Bonn,Konservenbüchsenverschluſs,9. April 1892
5,"66 779. — FLAMM, O., und M. NÄGLER in Charlottenburg, Knesebeckstr. 5. Flasche mit Vorrichtung zur Kennzeichnung des stattgehabten Oeffnens. 31. Mai 1892.",66779,"FLAMM, O., und M. NÄGLER","Charlottenburg, Knesebeckstr. 5",Flasche mit Vorrichtung zur Kennzeichnung des stattgehabten Oeffnens,31. Mai 1892
6,"66 781. — GERSCHNER, H., in Dresden-Altstadt, Pfotenhauerstr. 38. Maschine zum Verschlieſsen von Flaschen mit Bügelverschluſs. 23. Juni 1892.",66781,"GERSCHNER, H.","Dresden-Altstadt, Pfotenhauerstr. 38",Maschine zum Verschlieſsen von Flaschen mit Bügelverschluſs,23. Juni 1892
7,"61 492. — MC GLASSON, R., in Selhurst, Surrey, England; Vertreter: WIRTH & CO. in Frankfurt am Main. Schraubenpropeller mit verstellbaren Flügeln. 30. April 1891. — A 562.",61492,"MC GLASSON, R.","Selhurst, Surrey, England",Schraubenpropeller mit verstellbaren Flügeln,30. April 1891
8,"61 557. — AZZERONI, G., Southwark, Surrey, England; Vertreter: SPECHT, ZIESE & CO. in Hamburg. Steuerapparat. 3. Juli 1891. — A 589.",61557,"AZZERONI, G.","Southwark, Surrey, England",Steuerapparat,3. Juli 1891
9,"61 570. — SIMPSON, J., in Liverpool, Rumford Place, Grafschaft Lancaster; Vertreter: F. EDMUND THODE & KNOOP in Dresden. Reactionspropeller. 13. Dezember 1890. — A 443.",61570,"SIMPSON, J.","Liverpool, Rumford Place, Grafschaft Lancaster",Reactionspropeller,13. Dezember 1890
10,"61 594. — SMITH, W. TH. L., in Spring Lodge, Dean Road, South Croydon, Surrey, England; Vertreter: J. MOELLER in Würzburg. Treibvorrichtung für Schiffe. 9. Juli 1891. — A 443.",61594,"SMITH, W. TH. L.","Spring Lodge, Dean Road, South Croydon, Surrey, England",Treibvorrichtung für Schiffe,9. Juli 1891
11,"61 601. — HÜBNER, P., in Kiel, Annenstr. 52 a. Rettungsboot. 1. August 1891. — A 462.",61601,"HÜBNER, P.","Kiel, Annenstr. 52 a",Rettungsboot,1. August 1891
12,"61 731. — SPILKER, G., in Nordwalde i. W. Floſs aus Feldgeschirren. 1. März 1891. — A 443.",61731,"SPILKER, G.",Nordwalde i. W.,Floſs aus Feldgeschirren,1. März 1891
13,"61 741. — BOESELAGER, O. J. B., in Mount Angel, Oregon; Vertreter: C. FEHLERT und G. LOUBIER in Berlin N.W., Dorotheenstr. 32. Vorrichtung zum Fortbewegen, Steuern und Anhalten von Schiffen. 21. August 1891. — A 462.",61741,"BOESELAGER, O. J. B.","Mount Angel, Oregon","Vorrichtung zum Fortbewegen, Steuern und Anhalten von Schiffen",21. August 1891
14,"61 889. — GUTEHOFFNUNGSHÜTTE, AKTIENVEREIN FÜR BERGBAU UND HÜTTENBETRIEB in Oberhausen II. Maststuhlung für Fluſs- und Kanalfahrzeuge. 21. August 1891. — A 562.",61889,"GUTEHOFFNUNGSHÜTTE, AKTIENVEREIN FÜR BERGBAU UND HÜTTENBETRIEB",Oberhausen II,Maststuhlung für Fluſs- und Kanalfahrzeuge,21. August 1891
15,"61 912. — HURRELL, M. H., in Fair View, Dartmouth, Grafschaft Devon, England; Vertreter: J. MOELLER in Würzburg. Von der Lancirstation aus zu steuernder Torpedo. 22. März 1891. — A 463.",61912,"HURRELL, M. H.","Fair View, Dartmouth, Grafschaft Devon, England",Von der Lancirstation aus zu steuernder Torpedo,22. März 1891
16,"62 439. — THARIN, A., in Brüssel, 17 rue Birmingham; Vertreter: R. DEISSLER in Berlin C., Alexanderstr. 38. Schraubendampfer mit keilförmigen, am Vordertheil des Schiffskörpers angeordneten durchbrochenen Flächen. 19. Juli 1891. — A 629.",62439,"THARIN, A.","Brüssel, 17 rue Birmingham","Schraubendampfer mit keilförmigen, am Vordertheil des Schiffskörpers angeordneten durchbrochenen Flächen",19. Juli 1891
17,"62 951. — FISCHER, B., in Mannheim. Aus Hohlcylindern zusammengesetztes Fluſsfahrzeug. 18. Juli 1891. — A 630.",62951,"FISCHER, B.",Mannheim,Aus Hohlcylindern zusammengesetztes Fluſsfahrzeug,18. Juli 1891
18,"63 061. — TRESIDDER, T. J., ehemaliger Kapitän des Königlichen Groſsbritannischen Ingenieur-Korps, in Atlas Steel Works, Sheffield, Yorkshire, England; Vertreter: J. MOELLER in Würzburg. Verfahren zum Härten der Oberfläche von Panzerplatten. 10. September 1891. — A 739.",63061,"TRESIDDER, T. J.","Atlas Steel Works, Sheffield, Yorkshire, England",Verfahren zum Härten der Oberfläche von Panzerplatten,10. September 1891
19,"63 495. — KIESER, K., in Aschaffenburg, Roſsmarkt 38. Stromschiff mit auf der Stromsohle rollender Fortbewegungswalze. 29. September 1891. — A 739.",63495,"KIESER, K.","Aschaffenburg, Roſsmarkt 38",Stromschiff mit auf der Stromsohle rollender Fortbewegungswalze,29. September 1891
20,"63 499. — CLAPHAM, TH. D., in Ashurot, Neu-Zealand; Vertreter: R. LÜDERS in Görlitz. Mit einem Kolben-Luftkompressor verbundene Ruderdolle. 23. Oktober 1891. — A 739.",63499,"CLAPHAM, TH. D.","Ashurot, Neu-Zealand",Mit einem Kolben-Luftkompressor verbundene Ruderdolle,23. Oktober 1891
21,"63 510. — CHECHONG, A., in Berlin W., Magdeburgerstr. 33. Steuervorrichtung für Dampfschiffe. 19. Juli 1891. — A 739.",63510,"CHECHONG, A.","Berlin W., Magdeburgerstr. 33",Steuervorrichtung für Dampfschiffe,19. Juli 1891
22,"63 515. — VON EMDEN, A., in Kiel. Vorrichtung zur Regelung des Schwingungswinkels von Schiffsbetten, entsprechend der Stärke des Seegangs. 9. September 1891. — A 740.",63515,"VON EMDEN, A.",Kiel,"Vorrichtung zur Regelung des Schwingungswinkels von Schiffsbetten, entsprechend der Stärke des Seegangs",9. September 1891
23,"63 568. — HILL, E. J., Nr. 11 Victoria Street, Westminster, England; Vertreter: WIRTH & CO. in Frankfurt a. M. Einrichtung an Davits zum Zuwasserbringen des Bootes auf ebenem Kiel. 22. Juli 1861. — A 867.",63568,"HILL, E. J.","Nr. 11 Victoria Street, Westminster, England",Einrichtung an Davits zum Zuwasserbringen des Bootes auf ebenem Kiel,22. Juli 1861
24,"63 661. — MYERS, CH, E. MYERS und J. DAVIES in Manchester, England; Vertreter: C. FEHLERT & G. LOUBIER in Berlin N.W., Dorotheenstraſse 32. Schiffsschraube. 9. September 1891. — A 867.",63661,"MYERS, CH, E. MYERS und J. DAVIES","Manchester, England",Schiffsschraube,9. September 1891
