id,entry,patent_id,name,location,description,date
1,"55711. — COOMES, M. F., Arzt, in Louisville, 628¹/₂ Fourth Street bezw. 828 Second Street, Grafschaft Jefferson, Staat Kentucky, V. St. A.; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Verfahren zur Bereitung von Stahl. 26. Februar 1890. — A 252.",55711,"COOMES, M. F.","Louisville, 628¹/₂ Fourth Street bezw. 828 Second Street, Grafschaft Jefferson, Staat Kentucky, V. St. A.",Verfahren zur Bereitung von Stahl,26. Februar 1890
2,"56181. — VERSEN, B., in Dortmund, Heiligerweg 8. Verfahren und Vorrichtung zur Herstellung von Bessemer-Birnen-Böden. (Zusatz zum Patente Nr. 30634.) 15. Mai 1890. — A 363.",56181,"VERSEN, B.","Dortmund, Heiligerweg 8",Verfahren und Vorrichtung zur Herstellung von Bessemer-Birnen-Böden,15. Mai 1890
3,"56195. — ADAMS, CH., in Pittsburg, 110 Diamond Street, Pennsylvania, V. St. A.; Vertreter: F. EDMUND THODE & KNOOP in Dresden, Amalienstraſse 5. Unmittelbare Darstellung von Eisen aus seinen Erzen. 9. Juli 1890. — A 461.",56195,"ADAMS, CH.","Pittsburg, 110 Diamond Street, Pennsylvania, V. St. A.",Unmittelbare Darstellung von Eisen aus seinen Erzen,9. Juli 1890
4,"(†) 56205. — HERBERTZ, F. A., in Köln a. Rh. Schmelzofen mit Dampfstrahl. 12. August 1890. — A 461.",56205,"HERBERTZ, F. A.",Köln a. Rh.,Schmelzofen mit Dampfstrahl,12. August 1890
5,"(†) 56395. — GINK, H., in Rosenberg, Oberpfalz. Bessemerbirne mit schlitzförmigen Windeinströmungsöffnungen. 2. März 1890. — A 461.",56395,"GINK, H.","Rosenberg, Oberpfalz",Bessemerbirne mit schlitzförmigen Windeinströmungsöffnungen,2. März 1890
6,"56772. — STEIN, S., in Bonn, Clemensstr. 4. Verarbeitung von Erzschlacken in Flammöfen. (2. Zusatz zum Patente Nr. 47132.) 10. Juli 1890. — A 461.",56772,"STEIN, S.","Bonn, Clemensstr. 4",Verarbeitung von Erzschlacken in Flammöfen,10. Juli 1890
7,"57164. — LÜHRMANN, F. W., in Düsseldorf. Aufgebevorrichtung für Schachtöfen. 25. Juli 1890. — A 663.",57164,"LÜHRMANN, F. W.",Düsseldorf,Aufgebevorrichtung für Schachtöfen,25. Juli 1890
8,"57691. — BROWN, A. E., in Cleveland, Ohio, V. St. A.; Vertreter: G. BRANDT in Berlin S.W., Kochstraſse 4. Hochofenbeschickungsapparat. 3. Oktober 1890. — A 785.",57691,"BROWN, A. E.","Cleveland, Ohio, V. St. A.",Hochofenbeschickungsapparat,3. Oktober 1890
9,"57729. — BATES, F. G., in Philadelphia, Pennsylvania, V. St. A.; Vertreter: C. FEHLERT & G. LOUBIER, in Firma C. KESSELER & Co., in Berlin N.W., Dorotheenstr. 32. Zusatz von Kryolith beim Cementiren von Eisen. 20. Mai 1890. — A 785.",57729,"BATES, F. G.","Philadelphia, Pennsylvania, V. St. A.",Zusatz von Kryolith beim Cementiren von Eisen,20. Mai 1890
10,"57880. — COOMES, M. F., und A. W. HYDE in Louisville, Staat Kentucky, V. St. A.; Vertreter: TH. LORENZ in Berlin S.W., Hornstr. 11. Verfahren zum Härten von Stahl und Eisen. 12. November 1890. — A 785.",57880,"COOMES, M. F., und A. W. HYDE","Louisville, Staat Kentucky, V. St. A.",Verfahren zum Härten von Stahl und Eisen,12. November 1890
11,"57883. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Erzeugung von Eisen unmittelbar aus Erzen. 26. November 1890. — A 785.",57883,THE CARBON IRON COMPANY,"New-York, V. St. A.",Verfahren zur Erzeugung von Eisen unmittelbar aus Erzen,26. November 1890
12,"57887. — LANGER, TH., in Nimburg, Böhmen; Vertreter: R. LÜDERS in Görlitz. Schmelzender Einsatz für Härtezwecke. (Zusatz zum Patente Nr. 55544.) 24. Januar 1891. — A 663.",57887,"LANGER, TH.","Nimburg, Böhmen",Schmelzender Einsatz für Härtezwecke,24. Januar 1891
13,"58804. — MACKINTIRE, J., in Sheffield, 27 Victoria Road, Broomhall Park, Grafsch. York, England; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Schmelzen von Eisen mit Zuschlägen. 20. November 1890. — A 939.",58804,"MACKINTIRE, J.","Sheffield, 27 Victoria Road, Broomhall Park, Grafsch. York, England",Schmelzen von Eisen mit Zuschlägen,20. November 1890
14,"59295. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtung zum Mischen feuerflüssiger Stoffe. 3. Februar 1891. — A 1087.",59295,"MANNESMANN, R.","Berlin N.W., Pariser Platz 6",Verfahren und Einrichtung zum Mischen feuerflüssiger Stoffe,3. Februar 1891
15,"59930. — SIEMENS, F., in Dresden. Flammofen zur Herstellung von Fluſseisen, zum Schmelzen von Metallen, sowie zum Glühen und Rösten von Erzen. 29. Oktober 1890.",59930,"SIEMENS, F.",Dresden,"Flammofen zur Herstellung von Fluſseisen, zum Schmelzen von Metallen, sowie zum Glühen und Rösten von Erzen",29. Oktober 1890
16,"60019. — DANGO & DIENENTHAL in Siegen-Sieghütte, Westf. Windform. 17. Februar 1891.",60019,DANGO & DIENENTHAL,"Siegen-Sieghütte, Westf.",Windform,17. Februar 1891
17,"60078. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Gewinnung eines hochgekohlten Eisens unmittelbar aus Erzen unter Benutzung eines Kupolofens. 26. November 1890.",60078,THE CARBON IRON COMPANY,"New-York, V. St. A.",Verfahren zur Gewinnung eines hochgekohlten Eisens unmittelbar aus Erzen unter Benutzung eines Kupolofens,26. November 1890
18,"60265. — DANTON, J. D., in Paris; Vertreter: F. C. GLASER, Königl. Geh. Kommissionsrath, in Berlin S.W., Lindenstr. 80. Verfahren zur Herstellung von Roheisen. 23. Mai 1890.",60265,"DANTON, J. D.",Paris,Verfahren zur Herstellung von Roheisen,23. Mai 1890
19,"60268. — IMBERT, A., und G. JULLIEN in Paris, Chaussée d'Antin Nr. 58 bis; Vertreter: F. EDMUND THODE & KNOOP in Dresden. Verfahren zur Herstellung von Metallblöcken aus ungeschmolzenem Metall. 8. Januar 1891.",60268,"IMBERT, A., und G. JULLIEN","Paris, Chaussée d'Antin Nr. 58 bis",Verfahren zur Herstellung von Metallblöcken aus ungeschmolzenem Metall,8. Januar 1891
20,"60528. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtung, um feste Körper in feuerflüssige Bäder einzuführen und dieselben und feuerflüssige Bäder auf einander einwirken zu lassen. 17. Februar 1891.",60528,"MANNESMANN, R.","Berlin N.W., Pariser Platz 6","Verfahren und Einrichtung, um feste Körper in feuerflüssige Bäder einzuführen und dieselben und feuerflüssige Bäder auf einander einwirken zu lassen",17. Februar 1891
21,"(†) 55465. — ZIMMERMANN, E., in Hanau, Neue Schenknagel mit abnehmbarer Stütze. 10. Mai 1890. — A 192.",55465,"ZIMMERMANN, E.",Hanau,Neue Schenknagel mit abnehmbarer Stütze,10. Mai 1890
22,"55476. — SCHULER, J., in Bochum. Schienenstoſsverbindung. 10. August 1890. — A 169.",55476,"SCHULER, J.",Bochum,Schienenstoſsverbindung,10. August 1890
