id,entry,patent_id,name,location,description,date
1,"6. 297 687. Fa Josef Berthold, Berlin-Hohenschönhausen. Maschine zur Herstellung von Drahtgeflecht. 30/4 14. — A 386.",297687,Fa Josef Berthold,Berlin-Hohenschönhausen,Maschine zur Herstellung von Drahtgeflecht,30/4 14
2,"6. 302 228. Fa Louis Kuppenheim, Pforzheim. Maschine zur Herstellung von Ringgeflecht. 4/10 14. — A 938.",302228,Fa Louis Kuppenheim,Pforzheim,Maschine zur Herstellung von Ringgeflecht,4/10 14
3,"6. 303 504. Fa Louis Kuppenheim, Pforzheim. Maschine zur Herstellung von Ringgeflecht; Zus. z. Pat. 302 228. 15/7 16.",303504,Fa Louis Kuppenheim,Pforzheim,Maschine zur Herstellung von Ringgeflecht,15/7 16
4,"16. 302 063. Fa Heinrich Schmuck, Weißenburg i/B. Plättmühle. 15/9 16. — A 892.",302063,Fa Heinrich Schmuck,Weißenburg i/B,Plättmühle,15/9 16
5,"18. 301 496. O. Mustad & Sön, Kristiania; Vertr.: Pat.-Anwälte Dr R. Wirth, Frankfurt a/M., Dr M. M. Wirth, Frankfurt a/M. u. Dipl.-Ing. T. R. Wirth, Berlin S.W. 68. Abscheide- und Fördervorrichtung für Kaltschmiede-Hufnagelmaschinen. 26/5 15. Norwegen 28/5 14. — A 837.",301496,O. Mustad & Sön,Kristiania,Abscheide- und Fördervorrichtung für Kaltschmiede-Hufnagelmaschinen,26/5 15
6,"20. 296 911. Leo Spiegel, Neheim, Ruhr, Möhnestr. 74. Maschine zur Herstellung von Nägeln mit vollen aufgepreßten Kopfplatten. 7/10 13. — A 254.",296911,Leo Spiegel,"Neheim, Ruhr, Möhnestr. 74",Maschine zur Herstellung von Nägeln mit vollen aufgepreßten Kopfplatten,7/10 13
7,"20. 299 288. Bernard Fürth, Wien; Vertr.: Dr A. Levy u. Dr F. Heinemann, Pat.-Anwälte, Berlin S.W. 11. Verfahren zur Herstellung von Reißbrettſtiften durch Ausſtanzen aus einer Kopfplatte. 18/7 14. — A 563.",299288,Bernard Fürth,Wien,Verfahren zur Herstellung von Reißbrettſtiften durch Ausſtanzen aus einer Kopfplatte,18/7 14
8,"1. 296 393. Westfäliſche Stahlwerke, Bochum. Vorrichtung zur Herstellung von Reifen mit profilierter Außenfläche durch Walzen gegen die Innenfläche eines Formringes. 31/10 15. — A 134.",296393,Westfäliſche Stahlwerke,Bochum,Vorrichtung zur Herstellung von Reifen mit profilierter Außenfläche durch Walzen gegen die Innenfläche eines Formringes,31/10 15
9,"10. 296 999. Gebr. Hinselmann, Essen, Ruhr. Verfahren zur Herstellung von Schüttelrutschen im Walzverfahren. 11/7 14. — A 255.",296999,Gebr. Hinselmann,"Essen, Ruhr",Verfahren zur Herstellung von Schüttelrutschen im Walzverfahren,11/7 14
10,"10. 302 090. Friedrich Wilmes, Iserlohn, Kurze Str. 3. Verfahren zum Auswalzen der Schenkel von Sporen. 22/8 16. — A 892.",302090,Friedrich Wilmes,"Iserlohn, Kurze Str. 3",Verfahren zum Auswalzen der Schenkel von Sporen,22/8 16
11,"5. 296 538. Robert Dreyer, Hannover, Dreyerstr. 10. Vorrichtung zum gefahrloſen Behandeln von Textilgut in Waſchmaſchinen udgl. mit flüchtigen Löſungsmitteln. 2/4 14. — A 174.",296538,Robert Dreyer,"Hannover, Dreyerstr. 10",Vorrichtung zum gefahrloſen Behandeln von Textilgut in Waſchmaſchinen udgl. mit flüchtigen Löſungsmitteln,2/4 14
12,"5. 303 106. Martini & Hüneke, Maschinenbau-Akt.-Ges., Berlin. Verfahren und Einrichtung zur Sicherung geſchloſſener Arbeitsgefäße, inſbeſondere von Waſchmaſchinen beim Arbeiten mit flüchtigen Löſungsmitteln. 4/7 12.",303106,"Martini & Hüneke, Maschinenbau-Akt.-Ges.",Berlin,"Verfahren und Einrichtung zur Sicherung geſchloſſener Arbeitsgefäße, inſbeſondere von Waſchmaſchinen beim Arbeiten mit flüchtigen Löſungsmitteln",4/7 12
13,"9. 298 254. Carl Bruno Landgraf, Gera, Reuß, Untermhaus. Breitwalze für Breitfärbe-, Imprägniermaschinen udgl. 9/2 16. — A 469.",298254,Carl Bruno Landgraf,"Gera, Reuß, Untermhaus","Breitwalze für Breitfärbe-, Imprägniermaschinen udgl.",9/2 16
14,"13. 299 521. Fa H. Krank, Aachen. Vorrichtung zum Färben von Garnwickeln, inſbeſondere Wollgarnkreuzſpulen auf gelochten Hülsen mit freiſender Flotte; Zuſ. z. d. Patenten 290 526 u. 294 524. 13/1 14. — A 610.",299521,Fa H. Krank,Aachen,"Vorrichtung zum Färben von Garnwickeln, inſbeſondere Wollgarnkreuzſpulen auf gelochten Hülsen mit freiſender Flotte",13/1 14
15,"13. 300 479. Fa H. Krank, Aachen. Vorrichtung zum Färben von Garnwickeln, inſbeſondere Wollgarnkreuzſpulen auf gelochten Hülsen mit freiſender Flotte; Zuſ. z. Pat. 299 521. 18/1 17. — A 708.",300479,Fa H. Krank,Aachen,"Vorrichtung zum Färben von Garnwickeln, inſbeſondere Wollgarnkreuzſpulen auf gelochten Hülsen mit freiſender Flotte",18/1 17
16,"15. 297 358. J. G. Lindner, Maschinenfabrik, Crimmitschau i/Sa. Vorrichtung zum Färben von Wollgarn mit umkehrbar freiſender Flotte. 7/2 14. — A 333.",297358,"J. G. Lindner, Maschinenfabrik",Crimmitschau i/Sa,Vorrichtung zum Färben von Wollgarn mit umkehrbar freiſender Flotte,7/2 14
17,"15. 297 359. Hippolite Bueghs, Turnhout, Belg.; Vertr.: W. Keler u. Dipl.-Ing. O. H. Knoop, Pat.-Anwälte, Berlin S.W. 11. Vorrichtung zum Bleichen oder Färben von ſchwerem Strähngarn aus Flachs, Werg, Jute odgl. 16/4 13. — A 333.",297359,Hippolite Bueghs,"Turnhout, Belg.","Vorrichtung zum Bleichen oder Färben von ſchwerem Strähngarn aus Flachs, Werg, Jute odgl.",16/4 13
18,"15. 299 436. Gebrüder Schmid, Basel, Schweiz; Vertr.: D. Siedentopf u. Dipl.-Ing. W. Fritze, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zum Beſpritzen von Garn in Strähnenform. 8/7 16. Schweiz 29/1 16. — A 596.",299436,Gebrüder Schmid,"Basel, Schweiz",Vorrichtung zum Beſpritzen von Garn in Strähnenform,8/7 16
19,"15. 299 507. Arthur Pelzer, Görlitz. Verfahren und Strähngarnträger zum Färben von Strähngarn. 5/10 16. — A 610.",299507,Arthur Pelzer,Görlitz,Verfahren und Strähngarnträger zum Färben von Strähngarn,5/10 16
20,"17. 302 923. Arthur Pelzer, Görlitz, Schmidtſtr. 5. Küpenfärbevorrichtung. 1/1 16.",302923,Arthur Pelzer,"Görlitz, Schmidtſtr. 5",Küpenfärbevorrichtung,1/1 16
