id,entry,patent_id,name,location,description,date
1,"237 489. Vereinigte Dampfturbinen-Gesellschaft m. b. H., Berlin. Regelungsvorrichtung an Anzapfturbinen mit einstellbarem Anzapfdrucke. 21/10 10. — A 1825.",237489,Vereinigte Dampfturbinen-Gesellschaft m. b. H.,Berlin,Regelungsvorrichtung an Anzapfturbinen mit einstellbarem Anzapfdrucke,21/10 10
2,"237 490. Major, Heinrich Karl, Königsberg i/Pr., Kaiserstr. 7. Regelungsvorrichtung für die Düsen von Dampfturbinen. 23/2 11. — A 1825.",237490,"Major, Heinrich Karl","Königsberg i/Pr., Kaiserstr. 7",Regelungsvorrichtung für die Düsen von Dampfturbinen,23/2 11
3,"237 541. Aktiebolaget Ljungströms Angturbin, Liljeholmen b/Stockholm; Vertr.: A. Specht, Pat.-Anw., Hamburg 1. Radialturbine für Dampf- oder Gasbetrieb mit seitlich von den Radkränzen verlegten ringförmigen Labyrinthdichtungen, die an festen oder sich drehenden Teilen angebracht sind. 13/11 09. — A 1826.",237541,Aktiebolaget Ljungströms Angturbin,Liljeholmen b/Stockholm,"Radialturbine für Dampf- oder Gasbetrieb mit seitlich von den Radkränzen verlegten ringförmigen Labyrinthdichtungen, die an festen oder sich drehenden Teilen angebracht sind",13/11 09
4,"237 750. Nielsen, Lars, Wilhelmsburg. Vorrichtung zum Einstecken und Festklemmen der Schaufeln mittels mechanisch bewegter Stempel. 28/12 07. — A 1915.",237750,"Nielsen, Lars",Wilhelmsburg,Vorrichtung zum Einstecken und Festklemmen der Schaufeln mittels mechanisch bewegter Stempel,28/12 07
5,"238 140. Krupp, Fried., Akt.-Ges. Germaniawerft, Kiel-Gaarden. Vorrichtung zum Regeln des von einer Hilfsturbine in die Zwischenstufe einer Hauptturbine überströmenden Dampfes. 1/1 11. — A 1958.",238140,"Krupp, Fried., Akt.-Ges. Germaniawerft",Kiel-Gaarden,Vorrichtung zum Regeln des von einer Hilfsturbine in die Zwischenstufe einer Hauptturbine überströmenden Dampfes,1/1 11
6,"238 257. Sulzer, Gebrüder, Winterthur u. Ludwigshafen a/Rh.; Vertr.: A. du Bois-Reymond, M. Wagner u. G. Lemke, Pat.-Anwälte, Berlin S.W. 68. Einrichtung zum Antrieb der Kondensationspumpen bei Dampfturbinenanlagen. 8/9 10. — A 1958.",238257,"Sulzer, Gebrüder",Winterthur u. Ludwigshafen a/Rh.,Einrichtung zum Antrieb der Kondensationspumpen bei Dampfturbinenanlagen,8/9 10
7,"238 680. Rothert, Carl, Frandendorf-Stettin, Herrenwieserstr. 90. Schaufelversteifung. 14/12 10. — A 2053.",238680,"Rothert, Carl","Frandendorf-Stettin, Herrenwieserstr. 90",Schaufelversteifung,14/12 10
8,"239 196. Brown, Boveri & Cie. Akt.-Ges., Mannheim-Käferthal. Regelung mehrstufiger Dampfturbinen; Zus. z. Pat. 193697. 16/7 10. — A 2151.",239196,"Brown, Boveri & Cie. Akt.-Ges.",Mannheim-Käferthal,Regelung mehrstufiger Dampfturbinen,16/7 10
9,"239 197. Kienast, Arnold, Leipzig, Kaiser Wilhelmstr. 1. Aus zwei Blechwänden zusammengesetzte Turbinenschaufel. 8/7 10. — A 2151.",239197,"Kienast, Arnold","Leipzig, Kaiser Wilhelmstr. 1",Aus zwei Blechwänden zusammengesetzte Turbinenschaufel,8/7 10
10,"239 198. Maschinenbau-Anstalt Humboldt, Cöln-Kalk. Federnde Welle mit fliegend angeordnetem Laufrad für Kraftmaschinen, insbesondere Dampfturbinen oder Kreiselpumpen, Gebläse usw. 18/2 11. — A 2152.",239198,Maschinenbau-Anstalt Humboldt,Cöln-Kalk,"Federnde Welle mit fliegend angeordnetem Laufrad für Kraftmaschinen, insbesondere Dampfturbinen oder Kreiselpumpen, Gebläse usw",18/2 11
