id,entry,patent_id,name,location,description,date
1,"198255. Felten & Guilleaume-Lahmeyerwerke Act.-Ges., Frankfurt a/M. Elektromagnetische Bremse an Aufzügen udgl. 11/4 07. — A 1646.",198255,Felten & Guilleaume-Lahmeyerwerke Act.-Ges.,Frankfurt a/M.,Elektromagnetische Bremse an Aufzügen udgl,11/4 07
2,"198323. Reich, Alwin, Berlin, Zimmerstr. 34. Einrichtung zum Steuern von elektrisch betriebenen Aufzügen odgl. 12/10 06. — A 1695.",198323,"Reich, Alwin","Berlin, Zimmerstr. 34",Einrichtung zum Steuern von elektrisch betriebenen Aufzügen odgl,12/10 06
3,"198360. Troppenz, Emil, Berlin, Gartenstr. 66. Sicherheits-Türverschluß an Aufzugschachttüren. 24/11 07. — A 1694.",198360,"Troppenz, Emil","Berlin, Gartenstr. 66",Sicherheits-Türverschluß an Aufzugschachttüren,24/11 07
4,"198487. Sahli, Robert, Basel; Vertr.: Dr W. Brückmann, Rechtsanw., Berlin S.W. 61. Vorrichtung zum Ausschalten von elektrischen Hebezeugen, Fahrzeugen udgl. 29/4 06. — A 1695.",198487,"Sahli, Robert",Basel,"Vorrichtung zum Ausschalten von elektrischen Hebezeugen, Fahrzeugen udgl",29/4 06
5,"198556 (†). Burkhardt & Ziesler, Dülmen, Westf. Selbsttätig wirkende Verschlußvorrichtung zwischen den Fahrkörben eines Paternosteraufzuges; Zus. z. Pat. 189187. 26/5 06. — A 1746.",198556,Burkhardt & Ziesler,"Dülmen, Westf.",Selbsttätig wirkende Verschlußvorrichtung zwischen den Fahrkörben eines Paternosteraufzuges,26/5 06
6,"198602. Heiling, Heinrich, Daldrup b/Dülmen, Westf. Fangvorrichtung für Förderkörbe udgl. 13/6 07. — A 1747.",198602,"Heiling, Heinrich","Daldrup b/Dülmen, Westf.",Fangvorrichtung für Förderkörbe udgl,13/6 07
7,"198783. Altena, Heinrich, Oberhausen, Rhld. u. Otto Eigen, Duisburg, Prinzenstr. 34. Schalenaufhängung bei Förder- und Aufzugsanlagen mit Ober- und Unterseil. 19/12 06. — A 1789.",198783,"Altena, Heinrich, u. Otto Eigen","Oberhausen, Rhld. u. Duisburg, Prinzenstr. 34",Schalenaufhängung bei Förder- und Aufzugsanlagen mit Ober- und Unterseil,19/12 06
8,"198820. Pieron, H., & Co., Remscheid. Schutzvorrichtung mit Sicherheitsseil gegen das Abstürzen von Förderkörben bei Aufzügen. 18/4 07. — A 1790.",198820,"Pieron, H., & Co.",Remscheid,Schutzvorrichtung mit Sicherheitsseil gegen das Abstürzen von Förderkörben bei Aufzügen,18/4 07
9,"199254. Benrather Maschinenfabrik Act.-Ges., Benrath. Steuervorrichtung für elektrisch angetriebene Hebezeuge odgl. 19/8 06. — A 1904.",199254,Benrather Maschinenfabrik Act.-Ges.,Benrath,Steuervorrichtung für elektrisch angetriebene Hebezeuge odgl,19/8 06
10,"199266. Duisburger Maschinenbau - Act. - Ges. vorm. Bechem & Keetman, Duisburg. Schrägaufzug mit gekrümmter Fahrbahn und über eine Leitrolle geführtem Fahrseil. 25/4 07. — A 1904.",199266,Duisburger Maschinenbau - Act. - Ges. vorm. Bechem & Keetman,Duisburg,Schrägaufzug mit gekrümmter Fahrbahn und über eine Leitrolle geführtem Fahrseil,25/4 07
11,"199504 (†). Greaser, Daniel Fouse, M. A.; Vertr.: A. Wiele, Pat.-Anw., Nürnberg. Fangvorrichtung für Aufzüge. 26/3 07. — A 1948.",199504,"Greaser, Daniel Fouse",M. A.,Fangvorrichtung für Aufzüge,26/3 07
12,"199505. Basarke, Bruno, Chemnitz, Albertstr. 3. Schachtverschluß für Aufzüge. 14/7 07. — A 1948.",199505,"Basarke, Bruno","Chemnitz, Albertstr. 3",Schachtverschluß für Aufzüge,14/7 07
13,"199596. Smith, William Edward, St. Petersburg; Vertr.: Dr B. Alexander-Katz, Pat.-Anw., Berlin S.W. 13. Fördervorrichtung in senkrechter, geneigter oder wagerechter Bahn. 7/6 07. — A 1947.",199596,"Smith, William Edward",St. Petersburg,"Fördervorrichtung in senkrechter, geneigter oder wagerechter Bahn",7/6 07
14,"199629. Hastenrath, Heinr., Cöln, Drachenfelsstr. 41. Fangvorrichtung für Aufzüge und Fördereinrichtungen. 18/6 07. — A 1994.",199629,"Hastenrath, Heinr.","Cöln, Drachenfelsstr. 41",Fangvorrichtung für Aufzüge und Fördereinrichtungen,18/6 07
15,"199725. Otis Elevator Company Limited, London; Vertr.: H. Neubart, Pat.-Anw., Berlin S.W. 61. Schaltvorrichtung für elektrische Aufzüge mit Druckknopfsteuerung. 6/3 06. — A 1995.",199725,Otis Elevator Company Limited,London,Schaltvorrichtung für elektrische Aufzüge mit Druckknopfsteuerung,6/3 06
16,"199989. Reno, Jesse Wilford, New-York; Vertr.: P. Müller, Pat.-Anw., Berlin S.W. 61. Treppenaufzug mit an einander gelenkten Stufen. 25/12 06. — A 2044. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 14/12 00 die Priorität auf Grund der Anmeldung in den Vereinigten Staaten von Amerika vom 11/1 06 anerkannt.",199989,"Reno, Jesse Wilford",New-York,Treppenaufzug mit an einander gelenkten Stufen,25/12 06
17,"200080. Rothehäuser, Georg, Werden, Ruhr. Fangvorrichtung für Förderkörbe. 30/4 07. — A 2085.",200080,"Rothehäuser, Georg","Werden, Ruhr",Fangvorrichtung für Förderkörbe,30/4 07
18,"200525. Allgemeine Elektricitäts - Gesellschaft, Berlin. Sicherheitsvorrichtung für elektrisch betriebene Fördermaschinen. 13/5 06. — A 2180.",200525,Allgemeine Elektricitäts - Gesellschaft,Berlin,Sicherheitsvorrichtung für elektrisch betriebene Fördermaschinen,13/5 06
19,"200606. Jäger, Wilhelm, Halle a/S., Artilleriestr. 6. Fördervorrichtung für Säcke udgl. 29/6 07. — A 2179.",200606,"Jäger, Wilhelm","Halle a/S., Artilleriestr. 6",Fördervorrichtung für Säcke udgl,29/6 07
20,"200607. Mc Cully, Charles, London u. William Farnsworth, Nottingham, Engl.; Vertr.: Dr W. Hauptknecht u. B. Fels, Pat.-Anwälte, Berlin S.W. 9. Fangvorrichtung für Förderanlagen. 19/10 07. — A 2197.",200607,"Mc Cully, Charles, u. William Farnsworth","London u. Nottingham, Engl.",Fangvorrichtung für Förderanlagen,19/10 07
