id,entry,patent_id,name,location,description,date
1,"12. 291 892. Farbwerke vorm. Meister Lucius & Brüning, Höchſt a/M. Verfahren zur Herſtellung von gelben unlöslichen Azofarben auf der Faser. 30/6 14. — A 494.",291892,Farbwerke vorm. Meister Lucius & Brüning,Höchſt a/M.,Verfahren zur Herſtellung von gelben unlöslichen Azofarben auf der Faser,30/6 14
2,"12. 293 358. Actien-Geſellſchaft für Anilin-Fabrikation, Berlin-Treptow. Verfahren zur Darſtellung grüner ſubſtantiver Trisazofarbſtoffe; Zuſ. z. Pat. 288 278. 14/7 15. — A 799.",293358,Actien-Geſellſchaft für Anilin-Fabrikation,Berlin-Treptow,Verfahren zur Darſtellung grüner ſubſtantiver Trisazofarbſtoffe,14/7 15
3,"12. 293 375. Chemiſche Fabrik Griesheim-Elektron, Frankfurt a/M. Verfahren zur Erzeugung echtſchwarzer Färbungen auf der Faser. 7/9 15. — A 799.",293375,Chemiſche Fabrik Griesheim-Elektron,Frankfurt a/M.,Verfahren zur Erzeugung echtſchwarzer Färbungen auf der Faser,7/9 15
4,"12. 294 780. Farbwerke vorm. Meister Lucius & Brüning, Höchſt a/M. Verfahren zur Erzeugung echter türkiſch-rotähnlicher Färbungen. 20/3 14. — A 1074.",294780,Farbwerke vorm. Meister Lucius & Brüning,Höchſt a/M.,Verfahren zur Erzeugung echter türkiſch-rotähnlicher Färbungen,20/3 14
5,"12. 294 798. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Erzeugung von Azofarbſtoffen auf der Faser. 26/11 14. — A 1074.",294798,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Erzeugung von Azofarbſtoffen auf der Faser,26/11 14
6,"12. 294 931. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herſtellung von ſchwarzen Färbungen auf Wolle; Zuſ. z. Pat. 291 021. 9/12 15. — A 1099.",294931,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Herſtellung von ſchwarzen Färbungen auf Wolle,9/12 15
7,"12. 295 072. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herſtellung waſchechter Färbungen auf der Faser. 18/10 14. — A 1121.",295072,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Herſtellung waſchechter Färbungen auf der Faser,18/10 14
8,"12. 296 141. Farbwerke vorm. Meister Lucius & Brüning, Höchſt a/M. Verfahren zur Erzeugung echter Färbungen auf Baumwolle und verwandten Fasern. 31/5 14. — A 1142.",296141,Farbwerke vorm. Meister Lucius & Brüning,Höchſt a/M.,Verfahren zur Erzeugung echter Färbungen auf Baumwolle und verwandten Fasern,31/5 14
9,"12. 296 142. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herſtellung von Färbungen. 10/2 16. — A 1142.",296142,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Herſtellung von Färbungen,10/2 16
10,"13. 291 076. Chemiſche Fabrik Griesheim-Elektron, Frankfurt a/M. Zur Farbſtoffherſtellung geeignete Präparate in trockner oder Paſtenform. 15/11 14. — A 354.",291076,Chemiſche Fabrik Griesheim-Elektron,Frankfurt a/M.,Zur Farbſtoffherſtellung geeignete Präparate in trockner oder Paſtenform,15/11 14
11,"1. 290 598. Ernſt Dzieyk, Berlin, Bremer Str. 48. Verfahren zur Herſtellung ſtaubfreier, trockener Vordruckfarben für Stickereien udgl. 29/7 14. — A 254.",290598,Ernſt Dzieyk,"Berlin, Bremer Str. 48","Verfahren zur Herſtellung ſtaubfreier, trockener Vordruckfarben für Stickereien udgl.",29/7 14
12,"1. 290 975. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Herſtellung echter Drucke auf der Textilfaſer. 7/7 14. — A 338.",290975,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Herſtellung echter Drucke auf der Textilfaſer,7/7 14
13,"1. 291 802. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Erneuerung beim Druck von Textilſtoffen. 3/8 15. — A 494.",291802,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Erneuerung beim Druck von Textilſtoffen,3/8 15
14,"1. 292 589. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Verfahren zur Erneuerung beim Druck von Textilſtoffen. 22/6 15. — A 620.",292589,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Verfahren zur Erneuerung beim Druck von Textilſtoffen,22/6 15
15,"1. 294 666. Wynandus Roesſingh, Veenendaal, Holland; Vertr.: Ernſt Heuß, Soden a/Taunus. Verfahren zum Bedrucken von Geweben mit Fließfarben. 16/6 14. — A 1043.",294666,Wynandus Roesſingh,"Veenendaal, Holland",Verfahren zum Bedrucken von Geweben mit Fließfarben,16/6 14
