id,entry,patent_id,name,location,description,date
1,"158471. Compagnie Internationale de l'Electro-Typographe Méray & Rozár, Paris; Vertr.: Pat.-Anwälte Dr. P. Wirth, Frankfurt a/M. Am Ende eines Schriftſatzes ſelbſttätig wirkende Ausrückvorrichtung für Typen-Gieß- und Setzmaschinen. 7/6 03. — A 448.",158471,Compagnie Internationale de l'Electro-Typographe Méray & Rozár,Paris,Am Ende eines Schriftſatzes ſelbſttätig wirkende Ausrückvorrichtung für Typen-Gieß- und Setzmaschinen,7/6 03
2,"158535 (†). Steiner, Salamon, Szombathely u. Leopold Ullmann, Budapest; Vertr.: K. Döllner u. M. Seiler, Pat.-Anwälte, Berlin S.W. 61. Winkelhaken, bei dem die bewegliche Backe durch einen in die Öffnungen der mit Einteilungen verſehenen Seitenwand einfallenden, federbelaſteten Stift feſtgeſtellt wird. 28/11 03. — A 608.",158535,"Steiner, Salamon, u. Leopold Ullmann",Szombathely u. Budapest,"Winkelhaken, bei dem die bewegliche Backe durch einen in die Öffnungen der mit Einteilungen verſehenen Seitenwand einfallenden, federbelaſteten Stift feſtgeſtellt wird",28/11 03
3,"158566 (†). Electro-Typograph, Syſtem G. m. b. H., Nürnberg. Verfahrungsweiſe zum zeilenweiſe erfolgenden Gießen der Ausſchlußſtücke bei vereinigten mittels Lochſtreifen angetriebenen Typen = Gieß- und Setzmaschinen. 28/10 02. — A 551.",158566,"Electro-Typograph, Syſtem G. m. b. H.",Nürnberg,Verfahrungsweiſe zum zeilenweiſe erfolgenden Gießen der Ausſchlußſtücke bei vereinigten mittels Lochſtreifen angetriebenen Typen = Gieß- und Setzmaschinen,28/10 02
4,"158567. Lanston Monotype Machine Company, Philadelphia; Vertr.: A. du Bois-Reymond u. M. Wagner, Pat.-Anwälte, Berlin S.W. 13. Einstellvorrichtung für die Matrizenrahmen ſolcher Typen-Gieß- und Setzmaschinen, bei welchen die Matrizenrahmen durch zwei zueinander gerichtete Bewegungen über der Gußform eingestellt wird. 16/12 03. — A 682.",158567,Lanston Monotype Machine Company,Philadelphia,"Einstellvorrichtung für die Matrizenrahmen ſolcher Typen-Gieß- und Setzmaschinen, bei welchen die Matrizenrahmen durch zwei zueinander gerichtete Bewegungen über der Gußform eingestellt wird",16/12 03
5,"158893 (†). Hundhauſen, Rudolf, Halenſee b/Berlin. Gießvorrichtung für typographiſche Maſchinen mit Schmelztopf und Metallpumpe. 10/1 03. — A 646.",158893,"Hundhauſen, Rudolf",Halenſee b/Berlin,Gießvorrichtung für typographiſche Maſchinen mit Schmelztopf und Metallpumpe,10/1 03
6,"159110. Monoline, Maſchinenfabrik, Akt.-Geſ., Berlin. Zeilenwagen für Matrizenſetz- und Zeilengießmaſchinen des Monolineſyſtems. 12/11 03. — A 646.",159110,"Monoline, Maſchinenfabrik, Akt.-Geſ.",Berlin,Zeilenwagen für Matrizenſetz- und Zeilengießmaſchinen des Monolineſyſtems,12/11 03
7,"159543. Mergenthaler Setzmaſchinen-Fabrik G. m. b. H., Berlin. Zweiteilige Gießform mit durch Einſatzſtücke verſtellbarem Gießſchlitz. 3/12 03. — A 818.",159543,Mergenthaler Setzmaſchinen-Fabrik G. m. b. H.,Berlin,Zweiteilige Gießform mit durch Einſatzſtücke verſtellbarem Gießſchlitz,3/12 03
8,"159694. Lamp'l, Paul Julius, Wiesbaden, Goetheſtr. 3. Zur Herſtellung von Buchdruckſetzmaterial dienendes Form- und Gießwerkzeug. 1/2 02. — A 762.",159694,"Lamp'l, Paul Julius","Wiesbaden, Goetheſtr. 3",Zur Herſtellung von Buchdruckſetzmaterial dienendes Form- und Gießwerkzeug,1/2 02
9,"159722 (†). Mc Clintock, Frank, Mount Vernon, N. Y. St. A.; Vertr.: T. C. Glaſer, L. Glaſer, D. Hering u. E. Peitz, Pat.-Anwälte, Berlin S.W. 68. Vorrichtung zum Heben und Einſchieben der vorläufigen Ausſchlußſtücke an Maſchinen zum Schließen von Letternzeilen. 21/5 02. — A 844.",159722,"Mc Clintock, Frank","Mount Vernon, N. Y. St. A.",Vorrichtung zum Heben und Einſchieben der vorläufigen Ausſchlußſtücke an Maſchinen zum Schließen von Letternzeilen,21/5 02
10,"159824 (†). Bell, Jerome Bonaparte, Wilmington, N. St. A.; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Pat.-Anwälte, Berlin N.W. 40. Setzmaſchine für gemiſchten Satz. 26/4 02. — A 845.",159824,"Bell, Jerome Bonaparte","Wilmington, N. St. A.",Setzmaſchine für gemiſchten Satz,26/4 02
11,"160064. Bourdillat, Gaston, Paris; Vertr.: A. Elliot, Pat.-Anw., Berlin S.W. 48. Vorrichtung zum Preſſen von Buchſtabenkörpern für Schreibmaſchinen. 14/1 04. — A 845.",160064,"Bourdillat, Gaston",Paris,Vorrichtung zum Preſſen von Buchſtabenkörpern für Schreibmaſchinen,14/1 04
12,"160315. Wolters, Otto Adolf, Hannover, Lemförderſtr. 5. Maſchine zum Betriebe von Klaviaturmaſchinen. 8/10 03. — A 887.",160315,"Wolters, Otto Adolf","Hannover, Lemförderſtr. 5",Maſchine zum Betriebe von Klaviaturmaſchinen,8/10 03
13,"160810. Syndicaat tot Exploitatie van het procédé ter vervaardiging van ſtereotypie platen, Haag; Vertr.: G. Boehm, Pat.-Anw., Berlin S. 42. Verfahren zur Herſtellung von Stereotypplatten zu Druckzwecken. 7/4 03. — A 981.",160810,Syndicaat tot Exploitatie van het procédé ter vervaardiging van ſtereotypie platen,Haag,Verfahren zur Herſtellung von Stereotypplatten zu Druckzwecken,7/4 03
14,"161237. Gilbert-Stringer, Henry James Sydney, Weſtbourne Park, Engl.; Vertr.: C. Gronert, u. W. Zimmermann, Pat.-Anwälte, Berlin S.W. 61. Vorrichtung zur Überführung der geſetzten Zeile in die Ausſchließvorrichtung bei dem Verfahren zur Herſtellung von Druckformen mittels Matrizenſetz- und Typengießmaſchine nach Patent 135374; Zuſ. z. Pat. 135374. 24/6 00. — A 1146.",161237,"Gilbert-Stringer, Henry James Sydney","Weſtbourne Park, Engl.",Vorrichtung zur Überführung der geſetzten Zeile in die Ausſchließvorrichtung bei dem Verfahren zur Herſtellung von Druckformen mittels Matrizenſetz- und Typengießmaſchine nach Patent 135374,24/6 00
15,"161525 (†). Mc Clintock, Frank, Mount Vernon, N. Y. St. A.; Vertr.: T. C. Glaſer, L. Glaſer, D. Hering u. E. Peitz, Pat.-Anwälte, Berlin S.W. 68. Letterauswerfer für Setzmaſchinen, bei dem die gezahnten Stoßſtangen mit einer von einer ſtändig umlaufenden Triebſcheibe durch Reibung mitgenommenen Lochſcheibe zeitweiſe in Eingriff kommen. 18/6 02. — A 1210.",161525,"Mc Clintock, Frank","Mount Vernon, N. Y. St. A.","Letterauswerfer für Setzmaſchinen, bei dem die gezahnten Stoßſtangen mit einer von einer ſtändig umlaufenden Triebſcheibe durch Reibung mitgenommenen Lochſcheibe zeitweiſe in Eingriff kommen",18/6 02
16,"161526 (†). Elektrizitäts-Akt.-Geſ. vormals Schuckert & Co., Nürnberg. Vorrichtung zum ſelbſttätigen Schließen eines elektrischen Stromkreiſes zwecks Abſtellens einer Lettern-Gieß- und Setzmaſchine bei fehlerhafter Ausſchließung einer Zeile. 3/1 04. — A 1173.",161526,Elektrizitäts-Akt.-Geſ. vormals Schuckert & Co.,Nürnberg,Vorrichtung zum ſelbſttätigen Schließen eines elektrischen Stromkreiſes zwecks Abſtellens einer Lettern-Gieß- und Setzmaſchine bei fehlerhafter Ausſchließung einer Zeile,3/1 04
