id,entry,patent_id,name,location,description,date
1,"149099. Hartmann & Braun, Akt.=Ges., Bockenheim. Anordnung zur Verhinderung von Stehfeuer zwiſchen Schalterleitungen. 28/1 02. — A 620.",149099,"Hartmann & Braun, Akt.=Ges.",Bockenheim,Anordnung zur Verhinderung von Stehfeuer zwiſchen Schalterleitungen,28/1 02
2,"149100. The Johnſon—Lundell Electric Traction Company Ltd, London; Vertr.: P. Müller, Pat.=Anw., Berlin S.W. 11. Schaltungsweiſe zur Regelung mehrerer elektriſcher Motoren mit Verbundfeldwicklung. 25/10 02. — A 689.",149100,The Johnſon—Lundell Electric Traction Company Ltd,London,Schaltungsweiſe zur Regelung mehrerer elektriſcher Motoren mit Verbundfeldwicklung,25/10 02
3,"149101. Accumulatoren-Werke System Pollak Akt.=Ges., Frankfurt a/M. Einrichtung für elektrische Zugbeleuchtung mit durchgehenden Hauptleitungen und zwei Sammlergruppen. 17/4 03. — A 690.",149101,Accumulatoren-Werke System Pollak Akt.=Ges.,Frankfurt a/M,Einrichtung für elektrische Zugbeleuchtung mit durchgehenden Hauptleitungen und zwei Sammlergruppen,17/4 03
4,"149238. Allgemeine Elektricitäts-Geſellſchaft, Berlin. Verfahren, Leitungen für Elektromotoren u. dgl. ſelbſtthätig zu gewünſchten Zeiten durch die ablaufende Aufzugswelle einer Weckeruhr zu unterbrechen oder herzustellen. 14/11 02. — A 690.",149238,Allgemeine Elektricitäts-Geſellſchaft,Berlin,"Verfahren, Leitungen für Elektromotoren u. dgl. ſelbſtthätig zu gewünſchten Zeiten durch die ablaufende Aufzugswelle einer Weckeruhr zu unterbrechen oder herzustellen",14/11 02
5,"149239. Allgemeine Elektricitäts-Geſellſchaft, Berlin. Zeitſtromſchließer. 2/5 03. — A 690.",149239,Allgemeine Elektricitäts-Geſellſchaft,Berlin,Zeitſtromſchließer,2/5 03
6,"149240. Tenner, Armin, Fa. Berlin. Zeitſtromſchließer. 26/6 03. — A 690.",149240,"Tenner, Armin, Fa.",Berlin,Zeitſtromſchließer,26/6 03
7,"149332. Thomas, Adolf, Deuben b/Dresden. Freiſtrom-Leitungsſicherung für elektriſche Anlagen. 9/11 02. — A 657.",149332,"Thomas, Adolf",Deuben b/Dresden,Freiſtrom-Leitungsſicherung für elektriſche Anlagen,9/11 02
8,"149386. Stuart, Harve Reed, Pittsburg, Pa.; Vertr.: H. E. Schmidt, Pat.=Anw., Berlin S.W. 61. Regler zum Aendern der zugeführten motoriſchen Kraft bei mehrphaſigen Elektromotoren. 30/10 02. — A 743.",149386,"Stuart, Harve Reed","Pittsburg, Pa.",Regler zum Aendern der zugeführten motoriſchen Kraft bei mehrphaſigen Elektromotoren,30/10 02
9,"149408. Adler, Abraham Sanford, New-York; Vertr.: Fr. Meffert u. Dr L. Sell, Pat.=Anwälte, Berlin N.W. 7. Anordnung zur Regelung eines Gleichſtromneßes. 27/5 03. — A 744.",149408,"Adler, Abraham Sanford",New-York,Anordnung zur Regelung eines Gleichſtromneßes,27/5 03
10,"149504. Siemens & Halske Akt.=Ges., Berlin. Kupplung für elektriſche Leitungen, deren gleiche Kupplungshälften unter ſich gleiche Kontaktſtücke beſitzen. 18/7 02. — A 657.",149504,Siemens & Halske Akt.=Ges.,Berlin,"Kupplung für elektriſche Leitungen, deren gleiche Kupplungshälften unter ſich gleiche Kontaktſtücke beſitzen",18/7 02
11,"149608. (†) Tomay, Henry, Ralph Royle Tomlinson, Darwen, Engl.; Vertr.: H. Betche, Pat.=Anw., Berlin S. 14. Elektrischer Schalter. Zuſ. z. Pat. 137435. 16/12 02. — A 745.",149608,"Tomay, Henry, Ralph Royle Tomlinson","Darwen, Engl.",Elektrischer Schalter,16/12 02
