id,entry,patent_id,name,location,description,date
1,"4. 306 943. Patentierte Ölreinigungs-Fabrik Akt.-Ges., Budapest; Vertr.: R. H. Korn, Pat.-Anw., Berlin S.W. 11. Verfahren zum Reinigen von gebrauchten Ölen. 11/10 16. — A 656.",306943,Patentierte Ölreinigungs-Fabrik Akt.-Ges.,Budapest,Verfahren zum Reinigen von gebrauchten Ölen,11/10 16
2,"4. 309 095. Dipl.-Ing. Emil Diehl u. G. Heß, Düsseldorf. Verfahren zur Abſcheidung von Fettſtoffen, Sludg l. 28/7 16. — A 962.",309095,Emil Diehl u. G. Heß,Düsseldorf,"Verfahren zur Abſcheidung von Fettſtoffen, Sludg l",28/7 16
3,"1. 306 282. Standard Oil Company, Whiting, Indiana, V. St. A.; Vertr.: H. Springmann, Pat.-Anw., Berlin S.W. 68. Verfahren zur Umwandlung höher ſiedender in niedriger ſiedende Kohlenwaſſerſtoffe. 18/12 14. — A 546.",306282,Standard Oil Company,"Whiting, Indiana, V. St. A.",Verfahren zur Umwandlung höher ſiedender in niedriger ſiedende Kohlenwaſſerſtoffe,18/12 14
4,"1. 308 197. Allgemeine Geſellſchaft für chemiſche Induſtrie m. b. H., Berlin. Verfahren zur Umwandlung zähflüſſiger Mineralöle oder Rückſtände der Mineralöldeſtillation in minderviskose Kohlenwaſſerſtoffe von annähernd gleichem ſpezifiſchen Gewicht wie das Ausgangsmaterial. 30/6 15. — A 807.",308197,Allgemeine Geſellſchaft für chemiſche Induſtrie m. b. H.,Berlin,Verfahren zur Umwandlung zähflüſſiger Mineralöle oder Rückſtände der Mineralöldeſtillation in minderviskose Kohlenwaſſerſtoffe von annähernd gleichem ſpezifiſchen Gewicht wie das Ausgangsmaterial,30/6 15
5,"1. 308 768. Leo Steinſchneider, Brünn=Königsfeld; Vertr.: Dr. Franz Dürring, Pat.-Anw., Berlin S.W. 61. Stehender Deſtillierapparat mit Kammer für die Petroleum-, Teer- udgl. Induſtrien. 14/10 17. Öſterreich 7/8 u. 11/12 13. — A 908.",308768,Leo Steinſchneider,Brünn=Königsfeld,"Stehender Deſtillierapparat mit Kammer für die Petroleum-, Teer- udgl. Induſtrien",14/10 17
6,"2. 309 850. Richard Neumann, Brünn; Vertr.: D. Siedentopf u. Dipl.-Ing. W. Zick, Pat.-Anwälte, Berlin S.W. 68. Doppelrohrkühler für paraffinhalige Öle. 21/2 18. Öſterr. Priorität vom 21/2 18.",309850,Richard Neumann,Brünn,Doppelrohrkühler für paraffinhalige Öle,21/2 18
7,"2. 310 850. A. L. G. Dehne Maſchinenfabrik Akt.-Ges., Halle a/S. Verfahren und Vorrichtung zum Reinigen von Rohparaffin. 17/3 18.",310850,A. L. G. Dehne Maſchinenfabrik Akt.-Ges.,Halle a/S,Verfahren und Vorrichtung zum Reinigen von Rohparaffin,17/3 18
8,"3. 305 349. A. Riebeck'ſche Montanwerke Akt.-Ges., Halle a/S. Verfahren zur Gewinnung von Montanwachs aus Braunkohle. 9/8 16. — A 406.",305349,A. Riebeck'ſche Montanwerke Akt.-Ges.,Halle a/S,Verfahren zur Gewinnung von Montanwachs aus Braunkohle,9/8 16
9,"4. 306 283. Exploſions-Turbine-Studien-Ges. m. b. H., Berlin-Wilmersdorf. Betriebsſtoff für Verbrennungskraftmaſchinen; Zus. z. Pat. 298 309. 21/2 14.",306283,Exploſions-Turbine-Studien-Ges. m. b. H.,Berlin-Wilmersdorf,Betriebsſtoff für Verbrennungskraftmaſchinen,21/2 14
10,"1. 303 786. Dr. Leopold Singer, Düsseldorf, Kühlwetterſtr. 38. Verfahren zur Herſtellung von kältebeſtändigen Teerölen oder Teerfettölen aller Art. 6/10 16. — A 195.",303786,Leopold Singer,"Düsseldorf, Kühlwetterſtr. 38",Verfahren zur Herſtellung von kältebeſtändigen Teerölen oder Teerfettölen aller Art,6/10 16
11,"1. 306 836. Tetralin Ges. m. b. H., Berlin. Schmierölerſatz. 7/3 16. — A 640.",306836,Tetralin Ges. m. b. H.,Berlin,Schmierölerſatz,7/3 16
12,"1. 308 385. Farbwerke vorm. Meiſter Lucius & Brüning, Höchſt a/M. Schmierölerſatz. 3/10 15. — A 880.",308385,Farbwerke vorm. Meiſter Lucius & Brüning,Höchſt a/M,Schmierölerſatz,3/10 15
13,"1. 309 862. Byt-Guldenwerke Chemiſche Fabrik Akt.-Ges., Pieſteritz b/Wittenberg. Kühl- und Bohrmittel. 11/2 17.",309862,Byt-Guldenwerke Chemiſche Fabrik Akt.-Ges.,Pieſteritz b/Wittenberg,Kühl- und Bohrmittel,11/2 17
14,"2. 304 909. Chemiſche Fabrik Stockhauſen & Cie., Crefeld. Verfahren zur Herſtellung von Emulſionen organiſcher Chloride mit mehr als einem Kohlenſtoffatom. 9/10 07. — A 370.",304909,Chemiſche Fabrik Stockhauſen & Cie.,Crefeld,Verfahren zur Herſtellung von Emulſionen organiſcher Chloride mit mehr als einem Kohlenſtoffatom,9/10 07
15,"2. 306 059. Schülke & Mayr, Hamburg, Moorfurtweg 13/15. Verfahren zur Herſtellung haltbarer wäßriger Lösungen von Kohlenwaſſerſtoffen, deren Homologen und Subſtitutionsprodukten. 7/7 12. — A 512.",306059,Schülke & Mayr,"Hamburg, Moorfurtweg 13/15","Verfahren zur Herſtellung haltbarer wäßriger Lösungen von Kohlenwaſſerſtoffen, deren Homologen und Subſtitutionsprodukten",7/7 12
16,"2. 309 574. J. Simon & Dürkheim, Offenbach a/M. Verfahren zur Herſtellung von Seifen, welche die Kohlenwaſſerſtoffe der Benzolreihe in waſſerlöslicher Form enthalten; Zus. z. Pat. 267 439. 10/10 16. — A 1036.",309574,J. Simon & Dürkheim,Offenbach a/M,"Verfahren zur Herſtellung von Seifen, welche die Kohlenwaſſerſtoffe der Benzolreihe in waſſerlöslicher Form enthalten",10/10 16
17,"2. 309 890. A. Neumann u. Comp. u. Dr. M. Melamid, Altſtetten b/Zürich, Schweiz; Vertr.: C. Fehlert, G. Loubier, F. Harmſen, G. Breitung, Pat.-Anwälte, E. Meißner u. Dr.-Ing. Herſe, Pat.-Anwälte, Berlin S.W. 61. Verfahren, um Mineralöle dauernd waſſerlöslich bzw. emulgierbar zu machen. 15/11 10.",309890,A. Neumann u. Comp. u. M. Melamid,"Altſtetten b/Zürich, Schweiz","Verfahren, um Mineralöle dauernd waſſerlöslich bzw. emulgierbar zu machen",15/11 10
18,"2. 310 541. Chemiſche Fabrik Flörsheim Dr. H. Noerdlinger, Flörsheim a/M. Verfahren zur Herſtellung eines Erſatzes für Türkiſchrotöl. 19/12 15.",310541,Chemiſche Fabrik Flörsheim Dr. H. Noerdlinger,Flörsheim a/M,Verfahren zur Herſtellung eines Erſatzes für Türkiſchrotöl,19/12 15
19,"1. 307 320. Bremen-Besigheimer Ölfabriken, Bremen. Verfahren zur Erhöhung des Schmelzpunktes von Fetten und Ölen nach dem Kontaktverfahren. 18/12 10. — A 707.",307320,Bremen-Besigheimer Ölfabriken,Bremen,Verfahren zur Erhöhung des Schmelzpunktes von Fetten und Ölen nach dem Kontaktverfahren,18/12 10
20,"1. 310 387. Wilhelm Happach, Malmö, Schwed., u. Sudfeldt & Co., Melle, Hannover; Vertr.: P. Brögelmann, Pat.-Anw., Berlin W. 66. Verfahren zum Bleichen der Fette mittels Sulfonſäuren des durch die Spaltung der Fette mittels Petroleum erhaltenen Teers. 2/12 13.",310387,"Wilhelm Happach, u. Sudfeldt & Co.","Malmö, Schwed., u. Melle, Hannover",Verfahren zum Bleichen der Fette mittels Sulfonſäuren des durch die Spaltung der Fette mittels Petroleum erhaltenen Teers,2/12 13
