id,entry,patent_id,name,location,description,date
1,"89452. Weeren, F., Nierdorf, Delbrückſtr. 39/41. Verfahren zur Behandlung von Gußformen. 1/1 96. — A 872.",89452,"Weeren, F.","Nierdorf, Delbrückſtr. 39/41",Verfahren zur Behandlung von Gußformen,1/1 96
2,"89453. Skowronek, R., Breslau, Moritzſtr. 10. Schmelztiegel mit zwei Schmelzzellen. 5/4 96. — A 872.",89453,"Skowronek, R.","Breslau, Moritzſtr. 10",Schmelztiegel mit zwei Schmelzzellen,5/4 96
3,"89582. Maſchinenfabrik E. Franke, Berlin S.O., Köpnickerſtr. 151. Gußform für Accumulatorengitter; Zuſ. z. Pat. 86556. 17/5 96. — A 888.",89582,Maſchinenfabrik E. Franke,"Berlin S.O., Köpnickerſtr. 151",Gußform für Accumulatorengitter,17/5 96
4,"89684. Wierich, F., Düsseldorf, Neußerſtr. 115. Zahnräderformmaſchine. 20/12 95.",89684,"Wierich, F.","Düsseldorf, Neußerſtr. 115",Zahnräderformmaſchine,20/12 95
5,"89930. Delettrez, L., Paris; Vertr.: Dr R. Worms u. S. Rhodes, Berlin N.W., Dorotheenſtr. 60. Aufſatz für Schmelztiegel. 19/11 95. —",89930,"Delettrez, L.",Paris,Aufſatz für Schmelztiegel,19/11 95
6,"89967. Kaſt, K., Duisburg, Friedrich Wilhelmſtr. 102. Gießpfanne. 14/6 96.",89967,"Kaſt, K.","Duisburg, Friedrich Wilhelmſtr. 102",Gießpfanne,14/6 96
7,"90563. Brögelmann, Hirſchlaff & Co., Berlin W., Leipzigerſtr. 115/116. Verfahren zur Anwendung von Magnetſtrom während des Gießproceſſes. 13/6 96.",90563,"Brögelmann, Hirſchlaff & Co.","Berlin W., Leipzigerſtr. 115/116",Verfahren zur Anwendung von Magnetſtrom während des Gießproceſſes,13/6 96
8,"90716. Renk, F., Augsburg. Zahnräderformmaſchine. 21/4 96.",90716,"Renk, F.",Augsburg,Zahnräderformmaſchine,21/4 96
9,"85495. Holzapfel & Hilgers, Berlin S.O., Köpenickerſtr. 33a. Kupplung der Druckſpindel zum Preſſen von Glasgegenſtänden mit geraden oder ſich kreuzenden Kanälen. 10/3 95. — A 256.",85495,Holzapfel & Hilgers,"Berlin S.O., Köpenickerſtr. 33a",Kupplung der Druckſpindel zum Preſſen von Glasgegenſtänden mit geraden oder ſich kreuzenden Kanälen,10/3 95
10,"85569. Gätcke, F. E., Altona-Bahrenfeld, Marktſtr. 15. Verfahren zum Abkühlen geſchmolzener Glasmaſſe. 14/5 95. — A 257.",85569,"Gätcke, F. E.","Altona-Bahrenfeld, Marktſtr. 15",Verfahren zum Abkühlen geſchmolzener Glasmaſſe,14/5 95
11,"85629. Buchner, S., Weiden u. K. Schubert, Amberg, Bayr. Vorrichtung zum Festhalten von Glasplatten beim Neubeheizen. 16/5 95. — A 257.",85629,"Buchner, S., u. K. Schubert","Weiden u. Amberg, Bayr.",Vorrichtung zum Festhalten von Glasplatten beim Neubeheizen,16/5 95
12,"85691. Erdel, F., Mögeldorf b/Nürnberg. Verfahren zur Herſtellung dauerhafter Münzabdrücke aus Staniol. 25/5 95. — A 257.",85691,"Erdel, F.",Mögeldorf b/Nürnberg,Verfahren zur Herſtellung dauerhafter Münzabdrücke aus Staniol,25/5 95
13,"85810. Mauſſier, P. B., St. Galmier, Loire; Vertr.: F. E. Glaſer u. L. Gläſer, Berlin S.W., Lindenſtr. 80. Maſchine zur Herſtellung von Flaſchen u. dgl. aus Glas oder plastiſchem Material. 3/8 94. — A 351.",85810,"Mauſſier, P. B.","St. Galmier, Loire",Maſchine zur Herſtellung von Flaſchen u. dgl. aus Glas oder plastiſchem Material,3/8 94
14,"85811. Gutmann, Alfred, Firma Ottenſen-Hamburg. Die Anordnung einer Luftwascheinrichtung an Sandſtrahlapparaten. 13/7 95. — A 311.",85811,"Gutmann, Alfred, Firma",Ottenſen-Hamburg,Die Anordnung einer Luftwascheinrichtung an Sandſtrahlapparaten,13/7 95
15,"85934. Jäckel, F. W., & Co., Wiefenthal b/Reichenberg, Böhm.; Vertr.: F. E. Glaſer u. L. Glaſer, Berlin S.W., Lindenſtr. 80. Verfahren zur Herſtellung von Dekorationen auf Glas. 4/5 95. — A 311.",85934,"Jäckel, F. W., & Co.","Wiefenthal b/Reichenberg, Böhm.",Verfahren zur Herſtellung von Dekorationen auf Glas,4/5 95
16,"86033. Kraft, A., Barmenſteinach. Verfahren und Vorrichtung zum Formen von Gegenſtänden innerhalb des Glashafens. 21/3 95. — A 351.",86033,"Kraft, A.",Barmenſteinach,Verfahren und Vorrichtung zum Formen von Gegenſtänden innerhalb des Glashafens,21/3 95
17,"86074. Tondeur, C. H., Syracuse, N.-Y.; Vertr.: F. Wirth u. Dr R. Wirth, Frankfurt a/M. u. W. Dame, Berlin N.W., Luisenſtr. 14. Verfahren und Vorrichtung zur Herſtellung von Drahtglas. 30/4 95. — A 384.",86074,"Tondeur, C. H.","Syracuse, N.-Y.",Verfahren und Vorrichtung zur Herſtellung von Drahtglas,30/4 95
18,"86152. Münzel, H., Falkenau, Poſt Kittlitz, Böhm.; Vertr.: R. Lüders, Görlitz, Demianiplatz 22. Verfahren zur Herſtellung von Reliefmuſtern. 28/5 95. — A 351.",86152,"Münzel, H.","Falkenau, Poſt Kittlitz, Böhm.",Verfahren zur Herſtellung von Reliefmuſtern,28/5 95
19,"86483. Gruhl, B., Dresden-A. Verfahren und Vorrichtung zum Schneiden von geblasenen Hohlglasgegenſtänden. 6/10 94.",86483,"Gruhl, B.",Dresden-A,Verfahren und Vorrichtung zum Schneiden von geblasenen Hohlglasgegenſtänden,6/10 94
20,"86541. Gröndal, G., Pitkäranta, Finland; Dr G. Krauſe, Köthen, Anh. Vorrichtung zum Einrußen von Hohlglasformen. 31/3 95.",86541,"Gröndal, G., Dr G. Krauſe","Pitkäranta, Finland; Köthen, Anh.",Vorrichtung zum Einrußen von Hohlglasformen,31/3 95
21,"86877. Prospero, A., Köln, Köhlhoffſtr. 1. Vorrichtung zur Herſtellung von Tafelglas. 21/7 95. — A 471.",86877,"Prospero, A.","Köln, Köhlhoffſtr. 1",Vorrichtung zur Herſtellung von Tafelglas,21/7 95
