id,entry,patent_id,name,location,description,date
1,"206172. Kaufmann, Ludwig, Schwabhausen, Baden. Vormaischapparat; Zus. z. Pat. 199558. 29/3 08. — A 641.",206172,"Kaufmann, Ludwig","Schwabhausen, Baden",Vormaischapparat,29/3 08
2,"206399. Breddin, Heinrich, Kalau. Gärungs-Saccharometer. 1/4 08. — A 641.",206399,"Breddin, Heinrich",Kalau,Gärungs-Saccharometer,1/4 08
3,"206400 (†). Francke, Otto, Berlin, Schonen'schestr. 1. Verfahren zur Herstellung für Gärungszwecke, insbeſondere milchſäuerlich ſchmeckender Biere; Zus. z. Pat. 180726. 1/4 08. — A 641.",206400,"Francke, Otto","Berlin, Schonen'schestr. 1","Verfahren zur Herstellung für Gärungszwecke, insbeſondere milchſäuerlich ſchmeckender Biere",1/4 08
4,"206875. Maschinenbau-Anstalt Humboldt, Kalk b/Cöln. Treber-Auslaugmaschine. 24/1 07. — A 759.",206875,Maschinenbau-Anstalt Humboldt,Kalk b/Cöln,Treber-Auslaugmaschine,24/1 07
5,"206876. Dietsche, Gebr., Waldshut a/Rh. Abläuter-Vorrichtung mit Wärmekammer um den Läuterbottich. 8/10 07. — A 760.",206876,"Dietsche, Gebr.",Waldshut a/Rh,Abläuter-Vorrichtung mit Wärmekammer um den Läuterbottich,8/10 07
6,"207167. Guillaume, Emile, Paris; Vertr.: A. Doll, Pat.-Anw., Berlin S.W. 48. Verfahren zum ſelbſt-tätigen Regeln des Austritts des Vorlaufs oder anderer Kondensationsprodukte aus Destillations- und Rektifikationsapparaten. 27/11 07. — A 822. Für dieſe Anmeldung iſt auf dem Unionsvertrage vom 20/3 83 die Priorität auf Grund der Anmeldung in Frankreich vom 19/4 06 anerkannt.",207167,"Guillaume, Emile",Paris,Verfahren zum ſelbſt-tätigen Regeln des Austritts des Vorlaufs oder anderer Kondensationsprodukte aus Destillations- und Rektifikationsapparaten,27/11 07
7,"207222. Dufour, Henri, Montigny-en-Ostrevent, Nord, Frkr.; Vertr.: E. W. Hopfgartens u. K. Osius, Pat.-Anwälte, Berlin S.W. 11. Apparat zur Regelung des Abläuterns von Bierwürze. 26/2 08. — A 822.",207222,"Dufour, Henri","Montigny-en-Ostrevent, Nord, Frkr.",Apparat zur Regelung des Abläuterns von Bierwürze,26/2 08
8,"207477. Herbst, Friedrich, Schöneberg, Erdmannstr. 2. Befestigungsweise für die Zwischenböden in Maischkolonnen. 20/5 08. — A 878.",207477,"Herbst, Friedrich","Schöneberg, Erdmannstr. 2",Befestigungsweise für die Zwischenböden in Maischkolonnen,20/5 08
9,"207543. Lux, Johann, Wien; Vertr.: Dr R. Alexander-Katz, Pat.-Anw., Berlin S.W. 68. Apparat zum Naßschroten von gewaschenem und geweichtem Malz. 23/9 06. — A 929.",207543,"Lux, Johann",Wien,Apparat zum Naßschroten von gewaschenem und geweichtem Malz,23/9 06
10,"208027. Aktiebolaget Tourbière Company Limited, Karlavägen b/Stockholm; Vertr.: A. Specht, Pat.-Anw., Hamburg 1. Verfahren zum Vergären von aus Torf oder ähnlichen pflanzlichen Stoffen bereiteten Maischen. 16/12 06. — A 1032.",208027,Aktiebolaget Tourbière Company Limited,Karlavägen b/Stockholm,Verfahren zum Vergären von aus Torf oder ähnlichen pflanzlichen Stoffen bereiteten Maischen,16/12 06
