id,entry,patent_id,name,location,description,date
1,"91367. Arndt C., Braunschweig. Walzwerk mit mehreren hintereinanderliegenden Walzenpaaren. 11/3 96. — A 335.",91367,Arndt C.,Braunschweig,Walzwerk mit mehreren hintereinanderliegenden Walzenpaaren,11/3 96
2,"91456. Pieper fils, H., Lüttich; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Berlin N.W., Hindersinſtr. 3. Abwickelhaspel von Drahtziehmaschinen. 18/4 96. — A 501.",91456,"Pieper fils, H.",Lüttich,Abwickelhaspel von Drahtziehmaschinen,18/4 96
3,"91573. Menne, F., i/F. Menne & Co., Weidenau=Sieg. Walzwerk mit hydraulischer Einstellung der Walzen. 26/6 95. — A 502.",91573,"Menne, F., i/F. Menne & Co.",Weidenau=Sieg,Walzwerk mit hydraulischer Einstellung der Walzen,26/6 95
4,"91785. Frese, W., Dortmund. Selbstthätige Ausrückvorrichtung für Drahtziehbänke mit Riemenantrieb. 16/9 96. — A 502.",91785,"Frese, W.",Dortmund,Selbstthätige Ausrückvorrichtung für Drahtziehbänke mit Riemenantrieb,16/9 96
5,"92346. Williams, F., Woodlands, Gowerton, u. G. H. White, Altw Forge, Pontardulais; Vertr.: C. Köstel, Berlin S.W., Friedrichſtr. 48. Verfahren und Maschine zum Trennen von Platten oder Blechen, welche durch Walzen oder Pressen zu einem Stoß vereinigt wurden. 4/7 96. — A 540.",92346,"Williams, F., u. G. H. White","Woodlands, Gowerton, u. Altw Forge, Pontardulais","Verfahren und Maschine zum Trennen von Platten oder Blechen, welche durch Walzen oder Pressen zu einem Stoß vereinigt wurden",4/7 96
6,"92580. Harmann, C., Schwerte u. Th. Geck, Altena i/W. Mehrfache Drahtziehmaschine. 22/1 96. — A 607.",92580,"Harmann, C., u. Th. Geck",Schwerte u. Altena i/W.,Mehrfache Drahtziehmaschine,22/1 96
7,"92633. Hayward, F., Warrington, Engl.; Vertr.: R. Deißler, F. Maemecke u. Fr. Deißler, Berlin N.W., Luisenſtr. 31a. Führungsrohr für (Draht=) Walzwerke. 16/2 96. — A 764.",92633,"Hayward, F.","Warrington, Engl.",Führungsrohr für (Draht=) Walzwerke,16/2 96
8,"92691. Mouton, F. F., Paris; Vertr.: C. Fehlert u. G. Loubier, Berlin N.W., Dorotheenſtr. 32. Verfahren zum Ziehen von Draht. 9/7 96. — A 764.",92691,"Mouton, F. F.",Paris,Verfahren zum Ziehen von Draht,9/7 96
9,"92741. Stein, A., Düsseldorf-Grafenberg, Grafenberger Chaussee 323. Glühöfen mit zwei Herden. 3/11 96. — A 784.",92741,"Stein, A.","Düsseldorf-Grafenberg, Grafenberger Chaussee 323",Glühöfen mit zwei Herden,3/11 96
10,"92874. Tümmler, H., Dillingen a/Saar u. L. Albrecht, Siegen i/W. Platinen- und Blechglühöfen. 13/12 96. — A 558.",92874,"Tümmler, H., u. L. Albrecht",Dillingen a/Saar u. Siegen i/W.,Platinen- und Blechglühöfen,13/12 96
