id,entry,patent_id,name,location,description,date
1,"109430. Kluge, F., Barmen. Schalltrichter an Ventilatoren. 8/2 99. — Kl 641.",109430,"Kluge, F.",Barmen,Schalltrichter an Ventilatoren,8/2 99
2,"(†) 109462. von Verbandt-Windfeim, E., u. Frau Dr L. Koch geb. Stolcke, Berlin, Bayreutherstr. 27 bzw. Bayreutherstr. 27. Verschlußvorrichtung für Ofenthüren. 16/6 99. — Kl 642.",109462,"von Verbandt-Windfeim, E., u. Frau Dr L. Koch geb. Stolcke","Berlin, Bayreutherstr. 27 bzw. Bayreutherstr. 27",Verschlußvorrichtung für Ofenthüren,16/6 99
3,"109500. Demmer, Gebrüder, Eisenach. Wasserbad-Kocheinrichtung. 9/3 99. — Kl 642.",109500,"Demmer, Gebrüder",Eisenach,Wasserbad-Kocheinrichtung,9/3 99
4,"109542. Grove, D., Berlin, Friedrichstr. 24. Beneck-Vorrichtung für Staubsänger. 14/5 99. — Kl 681.",109542,"Grove, D.","Berlin, Friedrichstr. 24",Beneck-Vorrichtung für Staubsänger,14/5 99
5,"109926. Croppen, F., Deutz=Köln a/Rh. Ventilationsvorrichtung; Zus. z. Pat. 83747. 28/3 99. — Kl 731.",109926,"Croppen, F.",Deutz=Köln a/Rh.,Ventilationsvorrichtung,28/3 99
6,"109953. Wendel, E. F. F., Ilversgehofen, Poststr. 18 c. Herdplatte mit um einen drehbaren Ringe; Zus. z. Pat. 105358. 17/5 99. — Kl 731.",109953,"Wendel, E. F. F.","Ilversgehofen, Poststr. 18 c",Herdplatte mit um einen drehbaren Ringe,17/5 99
7,"110052. Bachmann, F. F., A. Vogt, F. Kirchner, A. König u. Dr A. Jöckel, C. Fehlert u. G. Loubier, Berlin, Dorotheenstr. 32. Elektrische Heizvorrichtung aus Kunststein-Masse zur regelbaren Erwärmung eines Metallkörpers von innen nach außen. 4/10 98. — Kl 731.",110052,"Bachmann, F. F., A. Vogt, F. Kirchner, A. König u. Dr A. Jöckel, C. Fehlert u. G. Loubier","Berlin, Dorotheenstr. 32",Elektrische Heizvorrichtung aus Kunststein-Masse zur regelbaren Erwärmung eines Metallkörpers von innen nach außen,4/10 98
8,"110394. Witkowicz, W., Kiew; Vertr.: Dr E. v. Ossowski, Berlin, Potsdamerstr. 3. Ein beweglicher Heizkörper. 22/1 99. — Kl 836.",110394,"Witkowicz, W.",Kiew,Ein beweglicher Heizkörper,22/1 99
9,"110750. Barckmann, G. F. W., u. F. Barckmann, Hamburg, Eilbeckerweg 57. Flüssigkeitserhitzer. 5/2 99. — Kl 837.",110750,"Barckmann, G. F. W., u. F. Barckmann","Hamburg, Eilbeckerweg 57",Flüssigkeitserhitzer,5/2 99
10,"110751. Beutier, L., u. Ch. Bernier, Paris; Vertr.: D. Krüger, Dorotheenstr. 31, u. H. Heimann, Neue Wilhelmstr. 13, Berlin. Windschutz-Absaugevorrichtung für Gasfeuerungen. 15/3 99. — Kl 837.",110751,"Beutier, L., u. Ch. Bernier",Paris,Windschutz-Absaugevorrichtung für Gasfeuerungen,15/3 99
