id,entry,patent_id,name,location,description,date
1,"140032. Armstrong, John, London; Vertr.: Schmidt, Pat.-Anw., Berlin S.W. 61. Verfahren zum Kondensieren deſtillierter Waſſer. 14/9 00. — A 680.",140032,"Armstrong, John",London,Verfahren zum Kondensieren deſtillierter Waſſer,14/9 00
2,"140207. Klepetko, Frank, Anaconda u. Evans, Great Falls, V. St. A.; Vertr.: Dr S. Hamburger, Pat.-Anw., Berlin W. 8. Aufbereitung für ununterbrochen arbeitende Röſtöfen. 21/5 02. — A 720.",140207,"Klepetko, Frank","Anaconda u. Evans, Great Falls, V. St. A.",Aufbereitung für ununterbrochen arbeitende Röſtöfen,21/5 02
3,"140231. Rübel, Walter, Petersburgerſtr. 77, u. Nathan Bernstein, Roonſtr. 4, Berlin. Verfahren zur Darstellung von Aluminium. 3/1 02. — A 640.",140231,"Rübel, Walter, u. Nathan Bernstein","Petersburgerſtr. 77, u. Roonſtr. 4, Berlin",Verfahren zur Darstellung von Aluminium,3/1 02
4,"140232. Bergmann, Franz Joſef, Neheim a/Ruhr. Verfahren zur Darstellung von Nickel aus Nickelerzen. 1/5 02. — A 641.",140232,"Bergmann, Franz Joſef",Neheim a/Ruhr,Verfahren zur Darstellung von Nickel aus Nickelerzen,1/5 02
5,"140522 (†). Klews, Arthur Stephen, London; Vertr.: Dr W. Häberlein, Pat.-Anw., Friedenau. Verfahren zur Darstellung von Antimonoryd unmittelbar aus dem Roherz durch Sublimation. 13/2 02. — A 788.",140522,"Klews, Arthur Stephen",London,Verfahren zur Darstellung von Antimonoryd unmittelbar aus dem Roherz durch Sublimation,13/2 02
6,"140554. Schmieder, Paul, Lipine, O/S. Verfahren zur Gewinnung von Zink in einem Schachtofen. 26/3 02. — A 788.",140554,"Schmieder, Paul","Lipine, O/S.",Verfahren zur Gewinnung von Zink in einem Schachtofen,26/3 02
7,"140737. Chemiſche Fabrik Griesheim-Elektron, Frankfurt a/M. Verfahren zur Darstellung von Alkalimetallen. 27/3 02. — A 788.",140737,Chemiſche Fabrik Griesheim-Elektron,Frankfurt a/M.,Verfahren zur Darstellung von Alkalimetallen,27/3 02
8,"141105. Rübel, Walter, Petersburgerſtr. 77, u. Nathan Bernstein, Roonſtr. 4, Berlin. Verfahren zur Darstellung von Aluminium; Zuſ. z. Pat. 140231. 29/4 02. — A 861.",141105,"Rübel, Walter, u. Nathan Bernstein","Petersburgerſtr. 77, u. Roonſtr. 4, Berlin",Verfahren zur Darstellung von Aluminium; Zuſ. z. Pat. 140231,29/4 02
9,"141225 (†). Sperry, Elmer Ambroſe, Cleveland; Vertr.: Th. Hauſke, Pat.-Anw., Berlin S.W. 61. Verfahren und Vorrichtung zur Wiedergewinnung des Bleis aus verbrauchten Sammlerbatterien durch Verſchmelzen mit Kohlen und Flußmitteln. 20/3 00. — A 894.",141225,"Sperry, Elmer Ambroſe",Cleveland,Verfahren und Vorrichtung zur Wiedergewinnung des Bleis aus verbrauchten Sammlerbatterien durch Verſchmelzen mit Kohlen und Flußmitteln,20/3 00
10,"141811. Clotten, Egon Franz Joſeph, Frankfurt a/M., Beethovenſtr. 56. Verfahren zur Gewinnung von reinem Wolfram aus wolframhaltigen Schlacken und Aſchen aller Art. 25/6 02. — A 956.",141811,"Clotten, Egon Franz Joſeph","Frankfurt a/M., Beethovenſtr. 56",Verfahren zur Gewinnung von reinem Wolfram aus wolframhaltigen Schlacken und Aſchen aller Art,25/6 02
11,"142032. International Chemical Company, New-York; Vertr.: D. R. Schulz, Pat.-Anw., Berlin W. 62. Verfahren zur Wiedergewinnung des beim Röſten und Auslaugen von Schwefelerzen angewandten Natriumbisulfates, ſowie des in den Erzen enthaltenen Schwefels. 31/10 01. — A 1146.",142032,International Chemical Company,New-York,"Verfahren zur Wiedergewinnung des beim Röſten und Auslaugen von Schwefelerzen angewandten Natriumbisulfates, ſowie des in den Erzen enthaltenen Schwefels",31/10 01
12,"142231. Projahn, Fritz, Stolberg, Rhld. Verfahren zur Verarbeitung ſtark eiſenhaltiger Zinkerze mittels eines erhitzten reduzierenden Gasſtroms. 4/11 00. — A 1146.",142231,"Projahn, Fritz","Stolberg, Rhld.",Verfahren zur Verarbeitung ſtark eiſenhaltiger Zinkerze mittels eines erhitzten reduzierenden Gasſtroms,4/11 00
