id,entry,patent_id,name,location,description,date
1,"40246. — RUNDLE, R. W., in London N., Caledonian Road, 7 Offord Road, und TH. ALLEN in London N., Park Villa, Wood Green; Vertreter: A. KUHNT & R. DEISSLER in Berlin C., Alexanderstraſse 38. Schwimm- und Tauchapparat. 15. Februar 1887. — A 536.",40246,"RUNDLE, R. W., und TH. ALLEN","London N., Caledonian Road, 7 Offord Road, und London N., Park Villa, Wood Green",Schwimm- und Tauchapparat,15. Februar 1887
2,"(†) 40334. — REINHARD, H., in Oberhausen, Rheinland. Steuervorrichtung für Schiffe. (Zusatz zum Patent 38473.) 31. Dezember 1886. — A 663.",40334,"REINHARD, H.","Oberhausen, Rheinland",Steuervorrichtung für Schiffe,31. Dezember 1886
3,"40572. — MERKL, H., in Nürnberg. Umsteuerungseinrichtung an Klapprudern zur Fortbewegung von Dampfschiffen. 28. April 1886. — A 663.",40572,"MERKL, H.",Nürnberg,Umsteuerungseinrichtung an Klapprudern zur Fortbewegung von Dampfschiffen,28. April 1886
4,"40614. — PONZELETTI, E., und A. OUDIN in Paris; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstraſse 101. Rettungsapparat für Schiffe. 22. Dezember 1886. — A 684.",40614,"PONZELETTI, E., und A. OUDIN",Paris,Rettungsapparat für Schiffe,22. Dezember 1886
5,"40679. — WILCOX, R., in London, Leadenhall Street; Vertreter: J. MOELLER in Würzburg, Domstraſse 34. Schiffspropeller mit verstellbaren Schaufeln. 31. März 1887. — A 684.",40679,"WILCOX, R.","London, Leadenhall Street",Schiffspropeller mit verstellbaren Schaufeln,31. März 1887
6,"41239. — THOMPSON, W. PH., in Liverpool, Lancaster, England; Vertreter: H. & W. PATAKY in Berlin SW., Königgrätzerstraſse 41. Neuerung in der Befestigung von Schiffsschraubenflügeln in der Nabe. 7. August 1886. — A 798.",41239,"THOMPSON, W. PH.","Liverpool, Lancaster, England",Neuerung in der Befestigung von Schiffsschraubenflügeln in der Nabe,7. August 1886
7,"41247. — STENHOUSE, A., in Auckland, New Zealand, und H. FENOULHET in London; Vertreter: C. FEHLERT & G. LOUBIER, i. Firma: C. KESSELER in Berlin SW., Anhaltstraſse 6. Seitliche Radschraubenpropeller mit im Schiffskörper gelagerten Antriebswellen. 17. Februar 1887. — A 798.",41247,"STENHOUSE, A., und H. FENOULHET","Auckland, New Zealand, und London",Seitliche Radschraubenpropeller mit im Schiffskörper gelagerten Antriebswellen,17. Februar 1887
8,"41250. — THORSEN, TH., in Arendal; Vertreter: Dr. G. KRAUSE in Cöln, am Appen Apparat zum Reinigen der Aufsenwände von fahrenden Schiffen. 1. März 1887. — A 798.",41250,"THORSEN, TH.",Arendal,Apparat zum Reinigen der Aufsenwände von fahrenden Schiffen,1. März 1887
9,"41251. — MOLNÁR, P., in Wien; Vertreter: C. FEHLERT & G. LOUBIER, i. F.: C. KESSELER in Berlin SW., Anhaltstraſse 6. Neuerung an der unter Nr. 37689 geschützten Vorrichtung zur Verstellung des Eintauchwinkels von Schaufelradpropellern. (Zusatz zum Patent 37689.) 4. März 1887. — A 798.",41251,"MOLNÁR, P.",Wien,Neuerung an der unter Nr. 37689 geschützten Vorrichtung zur Verstellung des Eintauchwinkels von Schaufelradpropellern,4. März 1887
10,"41252. — TOWER, B., in Westminster, 19 Great George Street, England; Vertreter: M. M. ROTTEN in Berlin NW., Schiffbauerdamm 29a. Verfahren zur Erhaltung einer horizontalen Ebene auf schlingernden Fahrzeugen. 21. April 1887. — A 798.",41252,"TOWER, B.","Westminster, 19 Great George Street, England",Verfahren zur Erhaltung einer horizontalen Ebene auf schlingernden Fahrzeugen,21. April 1887
