id,entry,patent_id,name,location,description,date
1,"224885. Bachmann, Walter, Langengrobsdorf b/Gera. Brutapparat. 10/1 09. — A 1783.",224885,"Bachmann, Walter",Langengrobsdorf b/Gera,Brutapparat,10/1 09
2,"225018. Erlwein, Dr Georg, Berlin, Fasanenstr. 70, u. Ernst Marquardt, Carow b/Berlin. Vorrichtung zur Belüftung von Waſſer in Fiſchbehältern. 28/2 08. — A 1815.",225018,"Erlwein, Dr Georg, u. Ernst Marquardt","Berlin, Fasanenstr. 70, u. Carow b/Berlin",Vorrichtung zur Belüftung von Waſſer in Fiſchbehältern,28/2 08
3,"225042. Mathieu, Alcide, Apt, Frankr.; Vertr.: E. Hoffmann, Pat.-Anw., Berlin S.W. 68. Angelköder mit drehbar befeſtigtem, beim Anbeißen des Fiſches ſelbſttätig vorſchnellendem Haken. 31/10 08. — A 1815.",225042,"Mathieu, Alcide","Apt, Frankr.","Angelköder mit drehbar befeſtigtem, beim Anbeißen des Fiſches ſelbſttätig vorſchnellendem Haken",31/10 08
4,"225198. Ortmann, Christian, Schepenitz b/Baumgarten i/Meckl. Verfahren und Einrichtung zur Erhaltung des Stickſtoffes in Jauche. 2/5 08. — A 1815.",225198,"Ortmann, Christian",Schepenitz b/Baumgarten i/Meckl.,Verfahren und Einrichtung zur Erhaltung des Stickſtoffes in Jauche,2/5 08
5,"226553. Schreier, Joſef, Bauerwitz, O/Schl. Kupplungsvorrichtung. 16/10 09. — A 2086.",226553,"Schreier, Joſef","Bauerwitz, O/Schl.",Kupplungsvorrichtung,16/10 09
6,"227414. Osmers, Georg Hermann Hinrich, u. Friedrich Wilhelm Lohſe, Quickborn, Holſt. Schließvorrichtung für Geflügelſtälle. 23/10 08. — A 2289.",227414,"Osmers, Georg Hermann Hinrich, u. Friedrich Wilhelm Lohſe","Quickborn, Holſt.",Schließvorrichtung für Geflügelſtälle,23/10 08
7,"228767. Pries, Wilhelm, Stietenſtr. 8, u. Hermann Tieß, Hafenſtr. 20c, Lübeck. Geflügelkäfig mit abnehmbarem Deckel. 12/10 09.",228767,"Pries, Wilhelm, u. Hermann Tieß","Stietenſtr. 8, u. Hafenſtr. 20c, Lübeck",Geflügelkäfig mit abnehmbarem Deckel,12/10 09
8,"228906. Gehlhaar, Hugo, Oschatz i/Sa. Viehtränke. 2/3 09.",228906,"Gehlhaar, Hugo",Oschatz i/Sa.,Viehtränke,2/3 09
9,"229269. Huth, August, Coswig i/Anh. Hundedreſſurapparat zur Verhütung der Vergiftung der Hunde durch hingeworfenes Futter. 10/10 09.",229269,"Huth, August",Coswig i/Anh.,Hundedreſſurapparat zur Verhütung der Vergiftung der Hunde durch hingeworfenes Futter,10/10 09
10,"229583. Wiemann, Eduard, Fahrſtedt b/Hermann Lange, Marne. Fahrbare Viehwaschanlage. 5/12 09.",229583,"Wiemann, Eduard","Fahrſtedt b/Hermann Lange, Marne",Fahrbare Viehwaschanlage,5/12 09
11,"229652. Bruhn, Dr Christian Ad., Reinfeld i/Holſtein. Füttervorrichtung für Vögel mit über der Futterentnahmeſtelle angeordnetem Deckgitter. 16/2 09.",229652,"Bruhn, Dr Christian Ad.",Reinfeld i/Holſtein,Füttervorrichtung für Vögel mit über der Futterentnahmeſtelle angeordnetem Deckgitter,16/2 09
12,"219133. Uptegraff, Alexander G., Penn Station, St. A.; Vertr.: Dr S. Hamburger, Pat.-Anw., Berlin S.W. 68. Hufſchuh, bei welchem die Befestigung desſelben mittels eines von der Unterſeite des Hufes nach oben geführten Kettengerippes am Huf befeſtigt wird. 29/1 09. — A 637.",219133,"Uptegraff, Alexander G.","Penn Station, St. A.","Hufſchuh, bei welchem die Befestigung desſelben mittels eines von der Unterſeite des Hufes nach oben geführten Kettengerippes am Huf befeſtigt wird",29/1 09
13,"221008 (†). Innerhofer, Anton, Mieders-Stubai, Tirol; Vertr.: Dr Waldeck, Rechtsanw., Berlin W. 8. Befestigungsvorrichtung für Hufeiſengriffe. 18/10 08. — A 1020.",221008,"Innerhofer, Anton","Mieders-Stubai, Tirol",Befestigungsvorrichtung für Hufeiſengriffe,18/10 08
14,"223385. Schönfeld, Paul, Zſchäſchütz b/Döbeln. Hufeiſen mit auswechſelbarem Steckgriff. 26/11 08. — A 1477.",223385,"Schönfeld, Paul",Zſchäſchütz b/Döbeln,Hufeiſen mit auswechſelbarem Steckgriff,26/11 08
