id,entry,patent_id,name,location,description,date
1,"(†) 102377. Pulver, A. u. A. Milan, B. St. A.; Vertr.: Dr S. Hamburger, Berlin, Leipzigerſtr. 19. Feuerungsroſt. 6/4 98.",102377,"Pulver, A. u. A. Milan",B. St. A.,Feuerungsroſt,6/4 98
2,"102378. Meurer, D., Köln. Verfahren, flüſſige Kohlenwaſſerſtoffe, Petroleumrückſtände, Teer, Naphta u. ſ. w. zu verbrennen. 5/5 98. — A 449.",102378,"Meurer, D.",Köln,"Verfahren, flüſſige Kohlenwaſſerſtoffe, Petroleumrückſtände, Teer, Naphta u. ſ. w. zu verbrennen",5/5 98
3,"102379. Wezel, F., Leipzig. Abſchließender Brennſtoffbeſchicker für Feuerungen. 25/6 98. — A 466.",102379,"Wezel, F.",Leipzig,Abſchließender Brennſtoffbeſchicker für Feuerungen,25/6 98
4,"102380. Humphrey, Ch., Alms M. F. Hahlo, Berlin, Luisenſtr. 39. Sauggebläſe zum Abführen von Rauch, Gaſen u. dgl.; auch und Abdampf. 20/7 98. — A 466.",102380,"Humphrey, Ch., Alms M. F. Hahlo","Berlin, Luisenſtr. 39","Sauggebläſe zum Abführen von Rauch, Gaſen u. dgl.; auch und Abdampf",20/7 98
5,"102381. Wegener, C., Berlin, Gitſchinerſtr. 14/15. Verbrennungsofen für Müll u. dgl.; Zuſ. z. Pat. 90797. 25/8 98. — A 466.",102381,"Wegener, C.","Berlin, Gitſchinerſtr. 14/15",Verbrennungsofen für Müll u. dgl.,25/8 98
6,"102406. Firley, A., Eperjes, Ungarn; Vertr.: H. Pataky u. W. Pataky, Berlin, Luisenſtr. 25. Selbſtthätige Zugregelung für Feuerungen. 7/7 98. — A 449.",102406,"Firley, A.","Eperjes, Ungarn",Selbſtthätige Zugregelung für Feuerungen,7/7 98
7,"102651. Induſtrie-Aktiengeſellſchaft Lichtenberg, Berlin. Feuerungsanlage. 23/3 97. — A 467.",102651,Induſtrie-Aktiengeſellſchaft Lichtenberg,Berlin,Feuerungsanlage,23/3 97
8,"102652. Ruſſell, W. M., u. T. Aſencio, New-York; Vertr.: A. Baermann, Berlin, Karlſtr. 40. Kohlenſtaubfeuerung. 31/8 98. — A 522.",102652,"Ruſſell, W. M., u. T. Aſencio",New-York,Kohlenſtaubfeuerung,31/8 98
9,"(†) 102677. Wegmann-Hauſer, A., Enge-Zürich; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Berlin, hinderſinſtr. 3. Beſchickungs-Vorrichtung. 31/7 97. — A 536.",102677,"Wegmann-Hauſer, A.",Enge-Zürich,Beſchickungs-Vorrichtung,31/7 97
10,"102678. Gaſch, H., Friedenshütte b/Morgenroth, O/S. Roſtfeuerung. 4/1 98. — A 449.",102678,"Gaſch, H.","Friedenshütte b/Morgenroth, O/S",Roſtfeuerung,4/1 98
11,"102679. Bechem, A., i/F. Bechem & Poſt, Hagen i/W. Zugregler. 13/5 98. — A 467.",102679,"Bechem, A., i/F. Bechem & Poſt",Hagen i/W,Zugregler,13/5 98
12,"102762. Epſtein, G. F., Berlin, Spandauerſtr. 11. Hohler, mit ſeitlichen Dampfausſtrömungs-Oeffnungen verſehener Roſt. 18/6 97. — A 467.",102762,"Epſtein, G. F.","Berlin, Spandauerſtr. 11","Hohler, mit ſeitlichen Dampfausſtrömungs-Oeffnungen verſehener Roſt",18/6 97
13,"102763. Hilmers, L., Altona, Schauenburgerſtr. 110. Stehroſt zur Luftzufuhr bei Füllſchächten u. ſ. w. 1/3 98. — A 467.",102763,"Hilmers, L.","Altona, Schauenburgerſtr. 110",Stehroſt zur Luftzufuhr bei Füllſchächten u. ſ. w.,1/3 98
14,"102901. Groll, Ch., Roubaix; Vertr.: C. Franke, Berlin, Luiſenſtr. 31. Feuerung. 29/3 98. — A 467.",102901,"Groll, Ch.",Roubaix,Feuerung,29/3 98
15,"102970. Thornycroft, J. J., Chiswick, Engl.; Vertr.: C. Fehlert u. G. Loubier, Berlin, Dorotheenſtr. 32. Feuerung für Waſſerröhrenkeſſel. 5/11 97. — A 536.",102970,"Thornycroft, J. J.","Chiswick, Engl",Feuerung für Waſſerröhrenkeſſel,5/11 97
16,"103068. Adler, L., u. Firma S. F. Arnheim, Berlin, Badſtr. 40/41. Verfahren, Abfallſtoffe unſchädlich zu machen. 20/10 98. — A 594.",103068,"Adler, L., u. Firma S. F. Arnheim","Berlin, Badſtr. 40/41","Verfahren, Abfallſtoffe unſchädlich zu machen",20/10 98
17,"103317. Weir, F., Cathcart, Glasgow; Vertr.: A. Baermann, Berlin, Karlſtr. 40. Röhrenkeſſel. 8/10 97. — A 558.",103317,"Weir, F.","Cathcart, Glasgow",Röhrenkeſſel,8/10 97
18,"103318. Oberſchleſiſche Keſſelwerke B. Meyer, Bahnhof Gleiwitz, O/S. Kolben für mechaniſche Roſtbeſchickungsvorrichtungen. 18/9 98. — A 595.",103318,Oberſchleſiſche Keſſelwerke B. Meyer,"Bahnhof Gleiwitz, O/S",Kolben für mechaniſche Roſtbeſchickungsvorrichtungen,18/9 98
19,"103372. Dwinnell, D. L., Montreal, Canada; Vertr.: A. Mühle u. W. Ziolecki, Berlin, Friedrichſtr. 78. Feuerungsanlage mit Zuführung der aus dem aufſteigenden und verkokenden Brennſtoff mit Luft vermiſchten Gaſe zur Verbrennungsſtelle. 10/11 97. — A 610.",103372,"Dwinnell, D. L.","Montreal, Canada",Feuerungsanlage mit Zuführung der aus dem aufſteigenden und verkokenden Brennſtoff mit Luft vermiſchten Gaſe zur Verbrennungsſtelle,10/11 97
20,"103523. Bromell, A. G. G., Liverpool; Vertr.: C. Fr. Reichelt u. R. Scherpe, Berlin, Luiſenſtr. 36. Feuerrohr-Reiniger. 30/1 98. — A 632.",103523,"Bromell, A. G. G.",Liverpool,Feuerrohr-Reiniger,30/1 98
21,"103524. Eiſenwerke Hirzenhain & Lollar, Lollar. Gliederdeſſel. 22/4 98. — A 632.",103524,Eiſenwerke Hirzenhain & Lollar,Lollar,Gliederdeſſel,22/4 98
22,"103525. Arnheim, S. F., Berlin, Badſtr. 40/41. Fäkalien-Verbrennungsofen; Zuſ. z. Pat. 91790. 15/11 98. — A 633.",103525,"Arnheim, S. F.","Berlin, Badſtr. 40/41",Fäkalien-Verbrennungsofen,15/11 98
23,"103691. Hollrieder, M., München, Lindwurmſtr. 183. Feuerung. 23/12 97. — A 633.",103691,"Hollrieder, M.","München, Lindwurmſtr. 183",Feuerung,23/12 97
24,"103692. Piron, H. F., Brüſſel; Vertr.: R. Schmehlik, Berlin, Luiſenſtr. 47. Feuerung für flüſſige Kohlenwaſſerſtoffe. 24/7 98. — A 633.",103692,"Piron, H. F.",Brüſſel,Feuerung für flüſſige Kohlenwaſſerſtoffe,24/7 98
25,"103738. Schumann, F., Lemberg; Vertr.: F. Scheibner, Oppeln. Feuerungsanlage. 12/10 97. — A 653.",103738,"Schumann, F.",Lemberg,Feuerungsanlage,12/10 97
26,"103739. Wiegmann, G., Berlin, Prenzlauer Allee 3. Gußeiſerner Gliederteſſel. 19/1 98. — A 680.",103739,"Wiegmann, G.","Berlin, Prenzlauer Allee 3",Gußeiſerner Gliederteſſel,19/1 98
27,"103740. Brünler, D., Gilenburg. Anzündevorrichtung für Brenner ohne äußere Luftzufuhr. 11/3 98. — A 653.",103740,"Brünler, D.",Gilenburg,Anzündevorrichtung für Brenner ohne äußere Luftzufuhr,11/3 98
28,"103869. de Rouſſy de Sales, G., u. A. Charbonnel, Lyon; Vertr.: F. C. Glaſer u. L. Glaſer, Berlin, Lindenſtr. 80. Feuerungsanlage für ſchwere Kohlenwaſſerſtoffe. 28/1 98. — A 653.",103869,"de Rouſſy de Sales, G., u. A. Charbonnel",Lyon,Feuerungsanlage für ſchwere Kohlenwaſſerſtoffe,28/1 98
29,"103870. Champoſt, P. F. C. E., Liverpool; Vertr.: B. Reichhold u. F. Ruſch, Berlin, Luiſenſtr. 24. Feuerung für flüſſige Brennſtoffe. 30/4 98. — A 653.",103870,"Champoſt, P. F. C. E.",Liverpool,Feuerung für flüſſige Brennſtoffe,30/4 98
30,"103871. Kurth, S., Erfurt, Meherſtr. 18. Feuerungsanlage. 8/9 98. — A 654.",103871,"Kurth, S.","Erfurt, Meherſtr. 18",Feuerungsanlage,8/9 98
31,"103872. Marcotty, F., Berlin, Kleiſtſtr. 23. Vorrichtung zum Einlaſſen von Oberluft bei Feuerungen. 8/9 98. — A 654.",103872,"Marcotty, F.","Berlin, Kleiſtſtr. 23",Vorrichtung zum Einlaſſen von Oberluft bei Feuerungen,8/9 98
32,"103936. Wolf, G., Wolfshöhe, Bayern. Keſſelfeuerung. 11/5 98. — A 680.",103936,"Wolf, G.","Wolfshöhe, Bayern",Keſſelfeuerung,11/5 98
33,"103937. Benator, F., Caſſel, Weſerſtr. 16. Schornſteinaufſatz. 15/11 98. — A 654.",103937,"Benator, F.","Caſſel, Weſerſtr. 16",Schornſteinaufſatz,15/11 98
34,"103998. Symons, R. R., London; Vertr.: H. Pataky u. W. Pataky, Berlin, Luiſenſtr. 25. Vorrichtung zur Regelung des Zufluſſes flüſſigen oder vergaſten Brennſtoffes. 24/4 98. — A 696.",103998,"Symons, R. R.",London,Vorrichtung zur Regelung des Zufluſſes flüſſigen oder vergaſten Brennſtoffes,24/4 98
35,"103999. Wiedenbrück & Wilms, Köln-Ehrenfeld, Grüner Weg 4. Roſtſtab; Zuſ. z. Pat. 87958. 20/7 98. — A 696.",103999,Wiedenbrück & Wilms,"Köln-Ehrenfeld, Grüner Weg 4",Roſtſtab,20/7 98
36,"104000. Wiedenbrück & Wilms, Köln-Ehrenfeld, Grüner Weg 4. Roſtanordnung. 20/7 98. — A 696.",104000,Wiedenbrück & Wilms,"Köln-Ehrenfeld, Grüner Weg 4",Roſtanordnung,20/7 98
37,"104118. Topf, J. A., & Söhne, Erfurt. Oberluft-Einführung in Keſſelflammrohre. 5/6 98. — A 756.",104118,"Topf, J. A., & Söhne",Erfurt,Oberluft-Einführung in Keſſelflammrohre,5/6 98
38,"104119. Stedmann, Th., Schlame i/W. Funkenfänger. 23/8 98. — A 756.",104119,"Stedmann, Th.",Schlame i/W,Funkenfänger,23/8 98
