id,entry,patent_id,name,location,description,date
1,"282 863. Fridko, V. A., Fa, Prag; Vertr.: Pat.-Anw., Berlin S.W. 61. Beschickung für Feuerungen; Zus. z. Pat. 256 349. 9/3 13. — A 447.",282863,"Fridko, V. A., Fa",Prag,Beschickung für Feuerungen,9/3 13
2,"286 769. Vorhölzer, Willy, Hof i/B., Heiligenstr. 5. Beschickungsvorrichtung für Feuerungen mit Wurfschaufel. 24/2 14. — A 1308.",286769,"Vorhölzer, Willy","Hof i/B., Heiligenstr. 5",Beschickungsvorrichtung für Feuerungen mit Wurfschaufel,24/2 14
3,"289 656. Sauerland, Wilhelm, Dresden, Rosenstr. 12. Vorrichtung zur Brennstoffzufuhr mittels Flügelrädern für Unterschubfeuerungen. 29/4 15.",289656,"Sauerland, Wilhelm","Dresden, Rosenstr. 12",Vorrichtung zur Brennstoffzufuhr mittels Flügelrädern für Unterschubfeuerungen,29/4 15
4,"289 914. Fischer, Carl, Berlin, Jüdenstr. 16/17. Vorrichtung zur Erzeugung von Längsfurchen in der Beschickungsschicht eines Wanderrostes. 28/6 14.",289914,"Fischer, Carl","Berlin, Jüdenstr. 16/17",Vorrichtung zur Erzeugung von Längsfurchen in der Beschickungsschicht eines Wanderrostes,28/6 14
5,"289 915. Marcotty, Franz, Berlin-Schöneberg, Hauptstr. 150. Unterschubfeuerung für Kessel, insbesondere Lokomotivkessel. 11/10 13.",289915,"Marcotty, Franz","Berlin-Schöneberg, Hauptstr. 150","Unterschubfeuerung für Kessel, insbesondere Lokomotivkessel",11/10 13
6,"283 391. Schmarje, Johannes C. F., Hamburg, Nagelsweg 19. Mechanisch angetriebene Saugzugvorrichtung für Essen, Kamine udgl. 8/4 14. — A 542.",283391,"Schmarje, Johannes C. F.","Hamburg, Nagelsweg 19","Mechanisch angetriebene Saugzugvorrichtung für Essen, Kamine udgl.",8/4 14
7,"284 448. Sulzer, Gebr., Fa, Winterthur u. Ludwigshafen a/Rh. Vorrichtung zum Regeln des Zuges bei Heizkesseln mittels eines Temperaturreglers. 10/6 13. — A 790.",284448,"Sulzer, Gebr., Fa",Winterthur u. Ludwigshafen a/Rh.,Vorrichtung zum Regeln des Zuges bei Heizkesseln mittels eines Temperaturreglers,10/6 13
8,"285 435. Pomeranz, Simon, Berlin-Lankwitz, Frobenstr. 6—8. Kühlvorrichtung für Dampfdüsen an Hohlrostkörpern in Feuerungen. 11/3 13. — A 1006.",285435,"Pomeranz, Simon","Berlin-Lankwitz, Frobenstr. 6—8",Kühlvorrichtung für Dampfdüsen an Hohlrostkörpern in Feuerungen,11/3 13
9,"285 669. Boyce, William Dowell, New York; Vertr.: Ing. Dr Fried. L. Brake, Nürnberg u. Dipl.-Ing. Dr H. Fried, Berlin S.W. 61. Rauchverhütungsvorrichtung für Feuerkisten mit Feuerbrücke und Zuführung von Obenluft und Dampf. 15/8 13. — A 1035.",285669,"Boyce, William Dowell",New York,Rauchverhütungsvorrichtung für Feuerkisten mit Feuerbrücke und Zuführung von Obenluft und Dampf,15/8 13
10,"286 246. Borsig, A., Fa, Berlin-Tegel. Vorrichtung zur Zugverstärkung bei Lokomotiv- und ähnlichen Kesseln, bei denen sich Rauch- und Rauchabzug ringförmig umschließen. 1/1 14. — A 1167.",286246,"Borsig, A., Fa",Berlin-Tegel,"Vorrichtung zur Zugverstärkung bei Lokomotiv- und ähnlichen Kesseln, bei denen sich Rauch- und Rauchabzug ringförmig umschließen",1/1 14
11,"286 247. A/S. Christian Wisbech, Kristiania, Norwegen; Vertr.: Pat.-Anwälte Dipl-Ing. R. Specht, Hamburg I, u. L. A. Nenninger, Berlin S.W. 61. Zugregler für Heizkessel mit Weckuhr zu durch eine bestimmbaren Zeitpunkten erfolgender Umstellung der Rauchklappe. 22/11 12. — A 1166.",286247,A/S. Christian Wisbech,"Kristiania, Norwegen",Zugregler für Heizkessel mit Weckuhr zu durch eine bestimmbaren Zeitpunkten erfolgender Umstellung der Rauchklappe,22/11 12
12,"287 193. Backlund, Isaac Alfred, Spokane, Washington, V. St. A.; Vertr.: Dr R. Worms, Pat.-Anw., Berlin S.W. 68. Zugregler mit einem durch eine hebel aufgehängten Gefäß, das durch eine unter Dampfdruck odgl. stehende Flüssigkeit belastet wird. 16/9 13. — A 1389.",287193,"Backlund, Isaac Alfred","Spokane, Washington, V. St. A.","Zugregler mit einem durch eine hebel aufgehängten Gefäß, das durch eine unter Dampfdruck odgl. stehende Flüssigkeit belastet wird",16/9 13
13,"287 194. Robinet, Jules, Wasselheim, Els. Vorrichtung zum Öffnen und Schließen der Rauchschiebers von Feuerungen beim Öffnen bzw. Öffnen der Feuertür für motorisch angetriebene Rauchschiebersteuerung. 23/5 12.",287194,"Robinet, Jules","Wasselheim, Els.",Vorrichtung zum Öffnen und Schließen der Rauchschiebers von Feuerungen beim Öffnen bzw. Öffnen der Feuertür für motorisch angetriebene Rauchschiebersteuerung,23/5 12
14,"288 312. Schmarje, Johannes C. F., Hamburg, Nagelsweg 19. Saugzugvorrichtung für Essen udgl. unter Benutzung eines Schleudergebläses mit Schaufelkranz. 4/5 13. — A 1672.",288312,"Schmarje, Johannes C. F.","Hamburg, Nagelsweg 19",Saugzugvorrichtung für Essen udgl. unter Benutzung eines Schleudergebläses mit Schaufelkranz,4/5 13
15,"289 801. Trenkelbach, Dipl-Ing. Otto, Köln-Klettenberg, Petersbergstr. 65, u. J. F. Heinz Becker, Hannover, Stolzestr. 47. Vom Kesseldampf selbsttätig beeinflußter Feuerungsregler mit Differentialkolben. 18/5 13.",289801,"Trenkelbach, Otto, u. J. F. Heinz Becker","Köln-Klettenberg, Petersbergstr. 65, u. Hannover, Stolzestr. 47",Vom Kesseldampf selbsttätig beeinflußter Feuerungsregler mit Differentialkolben,18/5 13
16,"284 379. Buderus'sche Eisenwerke, Wetzlar a/L. Doppeltür für Dauerbrandschachtfeuerungen mit unterem Abbrand; Zus. z. Pat. 278 097. 1/7 13. — A 745.",284379,Buderus'sche Eisenwerke,Wetzlar a/L.,Doppeltür für Dauerbrandschachtfeuerungen mit unterem Abbrand,1/7 13
17,"284 411. Buderus'sche Eisenwerke, Wetzlar a/L. Doppeltür für Dauerbrandschachtfeuerungen mit unterem Abbrand; Zus. z. Pat. 278 097. 26/11 13. — A 790.",284411,Buderus'sche Eisenwerke,Wetzlar a/L.,Doppeltür für Dauerbrandschachtfeuerungen mit unterem Abbrand,26/11 13
